stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
111614,BGE,BROAD GREEN,390337.6579,340705.321,1,
111617,BGH,BRIGHOUSE,422436.5947,414666.7791,1,
111618,BGI,BARGEDDIE,663955.9851,270273.4933,1,
111621,BGL,BUGLE,59320.0801,201689.4766,1,
111622,BGM,BELLINGHAM,172285.6771,537767.1353,1,
111623,BGN,BRIDGEND,179863.3202,290770.5079,1,
111628,BGS,BOGSTON,674893.2352,230683.9432,1,
111712,BHC,BALLOCH,681836.1906,239010.2029,1,
111713,BHD,BRITHDIR,201995.7408,315229.0252,1,
111716,BHG,BATHGATE,668319.1959,297778.7725,1,
111718,BHI,BIRMINGHAM INTERNATIONAL,283687.202,418763.396,1,
111720,BHK,BUSH HILL PARK,195420.5072,533687.0386,1,
111722,BHM,BIRMINGHAM NEW STREET,286640.1405,406977.6743,1,
111724,BHO,BLACKHORSE ROAD,189356.8746,535771.2912,1,
111727,BHR,BUILTH ROAD,253276.713,302491.9398,1,
111728,BHS,BROCKHOLES,411186.1901,415331.0185,1,
111810,BIA,BISHOP AUCKLAND,529172.9871,420874.5988,1,
111812,BIC,BILLERICAY,194994.5051,567465.3509,1,
111813,BID,BIDSTON,390825.0064,328385.6512,1,
111815,BIF,BARROW-IN-FURNESS,469945.4594,319961.3887,1,
111816,BIG,BILLINGSHURST,125111.5626,508831.276,1,
111820,BIK,BIRKBECK,168950.3075,535280.5923,1,
111821,BIL,BILLINGHAM,523632.4,446636.6918,1,
111823,BIN,BINGHAM,340162.4179,470549.1608,1,
111824,BIO,BAILLIESTON,663276.525,267748.8767,1,
111825,BIP,BISHOPSTONE,99890.3943,546920.8455,1,
111828,BIS,BISHOPS STORTFORD,220865.8445,549191.4223,1,
111829,BIT,BICESTER VILLAGE,221881.7591,458633.6934,1,
111832,BIW,BIGGLESWADE,244391.2111,519265.2779,1,
111834,BIY,BINGLEY,439176.4614,410810.3857,1,
112010,BKA,BOOKHAM,155651.1602,512793.8957,1,
112012,BKC,BIRKENHEAD CENTRAL,388414.2796,332200.6658,1,
112013,BKD,BLAKEDOWN,278733.8466,388071.4331,1,
112016,BKG,BARKING,184423.0324,544298.0634,1,
112017,BKH,BLACKHEATH,176005.5805,539643.4562,1,
112019,BKJ,BECKENHAM JUNCTION,169852.8883,537382.8304,1,
112021,BKL,BICKLEY,168763.9757,542307.2667,1,
112022,BKM,BERKHAMSTED,208185.3737,499290.1676,1,
112023,BKN,BIRKENHEAD NORTH,390286.8667,329764.2764,1,
112024,BKO,BROOKWOOD,156934.2981,495183.3065,1,
112025,BKP,BIRKENHEAD PARK,389477.9857,330956.6894,1,
112026,BKQ,HAMILTON SQUARE,389089.4149,332663.0383,1,
112027,BKR,BLACKRIDGE,667079.7417,290613.7183,1,
112028,BKS,BEKESBOURNE,156035.8161,618978.2283,1,
112029,BKT,BLAKE STREET,300743.8085,410617.3672,1,
112032,BKW,BERKSWELL,277623.1042,424471.3263,1,
112110,BLA,BLAIR ATHOLL,765268.7147,287031.1016,1,
112111,BLB,BATTLESBRIDGE,194907.7324,577688.332,1,
112113,BLD,BAILDON,439355.1142,416301.311,1,
112114,BLE,BRAMLEY,434400.5578,423988.9735,1,
112116,BLG,BELLGROVE,664849.9204,260867.331,1,
112117,BLH,BELLSHILL,660051.432,273248.6343,1,
112120,BLK,BLACKROD,410666.163,362377.0038,1,
112121,BLL,BARDON MILL,564491.2897,378009.7743,1,
112122,BLM,BELMONT,162074.3838,525549.6426,1,
112123,BLN,BLUNDELLSANDS & CROSBY,399505.5269,331061.9144,1,
