route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
NA00473_route,GW,GW_NA00473,,,2,,,
NA00474_route,VT,VT_NA00474,,,2,,,
NA00475_route,TL,TL_NA00475,,,2,,,
NA00476_route,SW,SW_NA00476,,,2,,,
NA00477_route,GW,GW_NA00477,,,2,,,
NA00478_route,VT,VT_NA00478,,,2,,,
NA00479_route,TL,TL_NA00479,,,2,,,
NA00480_route,SW,SW_NA00480,,,2,,,
NA00481_route,GR,GR_NA00481,,,2,,,
NA00482_route,GW,GW_NA00482,,,2,,,
NA00483_route,VT,VT_NA00483,,,2,,,
NA00484_route,TL,TL_NA00484,,,2,,,
NA00485_route,SW,SW_NA00485,,,2,,,
NA00486_route,GR,GR_NA00486,,,2,,,
NA00487_route,GW,GW_NA00487,,,2,,,
NA00488_route,VT,VT_NA00488,,,2,,,
NA00489_route,TL,TL_NA00489,,,2,,,
NA00490_route,SW,SW_NA00490,,,2,,,
NA00491_route,GW,GW_NA00491,,,2,,,
NA00492_route,VT,VT_NA00492,,,2,,,
NA00493_route,TL,TL_NA00493,,,2,,,
NA00494_route,SW,SW_NA00494,,,2,,,
NA00495_route,GR,GR_NA00495,,,2,,,
NA00496_route,VT,VT_NA00496,,,2,,,
NA00497_route,TL,TL_NA00497,,,2,,,
NA00498_route,SW,SW_NA00498,,,2,,,
NA00499_route,GR,GR_NA00499,,,2,,,
NA00500_route,GW,GW_NA00500,,,2,,,
NA00501_route,VT,VT_NA00501,,,2,,,
NA00502_route,TL,TL_NA00502,,,2,,,
NA00503_route,LE,LE_NA00503,,,2,,,
NA00504_route,SW,SW_NA00504,,,2,,,
NA00505_route,VT,VT_NA00505,,,2,,,
NA00506_route,TL,TL_NA00506,,,2,,,
NA00507_route,SW,SW_NA00507,,,2,,,
NA00508_route,GR,GR_NA00508,,,2,,,
NA00509_route,GW,GW_NA00509,,,2,,,
NA00510_route,VT,VT_NA00510,,,2,,,
NA00511_route,LE,LE_NA00511,,,2,,,
NA00512_route,SW,SW_NA00512,,,2,,,
NA00513_route,GR,GR_NA00513,,,2,,,
NA00514_route,GW,GW_NA00514,,,2,,,
NA00515_route,VT,VT_NA00515,,,2,,,
NA00516_route,TL,TL_NA00516,,,2,,,
NA00517_route,SR,SR_NA00517,,,2,,,
NA00518_route,SW,SW_NA00518,,,2,,,
NA00519_route,GR,GR_NA00519,,,2,,,
NA00520_route,VT,VT_NA00520,,,2,,,
NA00521_route,SW,SW_NA00521,,,2,,,
NA00522_route,VT,VT_NA00522,,,2,,,
NA00523_route,SR,SR_NA00523,,,2,,,
NA00524_route,SW,SW_NA00524,,,2,,,
NA00525_route,TL,TL_NA00525,,,2,,,
NA00526_route,GR,GR_NA00526,,,2,,,
NA00527_route,VT,VT_NA00527,,,2,,,
NA00528_route,SR,SR_NA00528,,,2,,,
NA00529_route,SW,SW_NA00529,,,2,,,
NA00530_route,VT,VT_NA00530,,,2,,,
NA00531_route,SR,SR_NA00531,,,2,,,
NA00532_route,SW,SW_NA00532,,,2,,,
NA00533_route,TL,TL_NA00533,,,2,,,
NA00534_route,GR,GR_NA00534,,,2,,,
NA00535_route,VT,VT_NA00535,,,2,,,
NA00536_route,SR,SR_NA00536,,,2,,,
NA00537_route,SW,SW_NA00537,,,2,,,
NA00538_route,GR,GR_NA00538,,,2,,,
NA00539_route,VT,VT_NA00539,,,2,,,
NA00540_route,TL,TL_NA00540,,,2,,,
NA00541_route,SR,SR_NA00541,,,2,,,
