service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
NA00231_service,1,1,1,1,1,1,0,20000101,20991231
NA00232_service,1,1,1,1,1,1,0,20000101,20991231
NA00233_service,1,1,1,1,1,1,0,20000101,20991231
NA00234_service,1,1,1,1,1,1,0,20000101,20991231
NA00235_service,1,1,1,1,1,1,0,20000101,20991231
NA00236_service,1,1,1,1,1,1,0,20000101,20991231
NA00237_service,1,1,1,1,1,1,0,20000101,20991231
NA00238_service,1,1,1,1,1,1,0,20000101,20991231
NA00239_service,1,1,1,1,1,1,0,20000101,20991231
NA00240_service,1,1,1,1,1,1,0,20000101,20991231
NA00241_service,1,1,1,1,1,1,0,20000101,20991231
NA00242_service,1,1,1,1,1,1,0,20000101,20991231
NA00243_service,1,1,1,1,1,1,0,20000101,20991231
NA00244_service,1,1,1,1,1,1,0,20000101,20991231
NA00245_service,1,1,1,1,1,1,0,20000101,20991231
NA00246_service,1,1,1,1,1,1,0,20000101,20991231
NA00247_service,1,1,1,1,1,1,0,20000101,20991231
NA00248_service,1,1,1,1,1,1,0,20000101,20991231
NA00249_service,1,1,1,1,1,1,0,20000101,20991231
NA00250_service,1,1,1,1,1,1,0,20000101,20991231
NA00251_service,1,1,1,1,1,1,0,20000101,20991231
NA00252_service,1,1,1,1,1,1,0,20000101,20991231
NA00253_service,1,1,1,1,1,1,0,20000101,20991231
NA00254_service,1,1,1,1,1,1,0,20000101,20991231
NA00255_service,1,1,1,1,1,1,0,20000101,20991231
NA00256_service,1,1,1,1,1,1,0,20000101,20991231
NA00257_service,1,1,1,1,1,1,0,20000101,20991231
NA00258_service,1,1,1,1,1,1,0,20000101,20991231
NA00259_service,1,1,1,1,1,1,0,20000101,20991231
NA00260_service,1,1,1,1,1,1,0,20000101,20991231
NA00261_service,1,1,1,1,1,1,0,20000101,20991231
NA00262_service,1,1,1,1,1,1,0,20000101,20991231
NA00263_service,1,1,1,1,1,1,0,20000101,20991231
NA00264_service,1,1,1,1,1,1,0,20000101,20991231
NA00265_service,1,1,1,1,1,1,0,20000101,20991231
NA00266_service,1,1,1,1,1,1,0,20000101,20991231
NA00267_service,1,1,1,1,1,1,0,20000101,20991231
NA00268_service,1,1,1,1,1,1,0,20000101,20991231
NA00269_service,1,1,1,1,1,1,0,20000101,20991231
NA00270_service,1,1,1,1,1,1,0,20000101,20991231
NA00271_service,1,1,1,1,1,1,0,20000101,20991231
NA00272_service,1,1,1,1,1,1,0,20000101,20991231
NA00273_service,1,1,1,1,1,1,0,20000101,20991231
NA00274_service,1,1,1,1,1,1,0,20000101,20991231
NA00275_service,1,1,1,1,1,1,0,20000101,20991231
NA00276_service,1,1,1,1,1,1,0,20000101,20991231
NA00277_service,1,1,1,1,1,1,0,20000101,20991231
NA00278_service,1,1,1,1,1,1,0,20000101,20991231
NA00279_service,1,1,1,1,1,1,0,20000101,20991231
NA00280_service,1,1,1,1,1,1,0,20000101,20991231
NA00281_service,1,1,1,1,1,1,0,20000101,20991231
NA00282_service,1,1,1,1,1,1,0,20000101,20991231
NA00283_service,1,1,1,1,1,1,0,20000101,20991231
NA00284_service,1,1,1,1,1,1,0,20000101,20991231
NA00285_service,1,1,1,1,1,1,0,20000101,20991231
NA00286_service,1,1,1,1,1,1,0,20000101,20991231
NA00287_service,1,1,1,1,1,1,0,20000101,20991231
NA00288_service,1,1,1,1,1,1,0,20000101,20991231
NA00289_service,1,1,1,1,1,1,0,20000101,20991231
NA00290_service,1,1,1,1,1,1,0,20000101,20991231
NA00291_service,1,1,1,1,1,1,0,20000101,20991231
NA00292_service,1,1,1,1,1,1,0,20000101,20991231
NA00293_service,1,1,1,1,1,1,0,20000101,20991231
NA00294_service,1,1,1,1,1,1,0,20000101,20991231
NA00295_service,1,1,1,1,1,1,0,20000101,20991231
NA00296_service,1,1,1,1,1,1,0,20000101,20991231
NA00297_service,1,1,1,1,1,1,0,20000101,20991231
NA00298_service,1,1,1,1,1,1,0,20000101,20991231
NA00299_service,1,1,1,1,1,1,0,20000101,20991231
NA00300_service,1,1,1,1,1,1,0,20000101,20991231
NA00301_service,1,1,1,1,1,1,0,20000101,20991231
NA00302_service,1,1,1,1,1,1,0,20000101,20991231
NA00303_service,1,1,1,1,1,1,0,20000101,20991231
NA00304_service,1,1,1,1,1,1,0,20000101,20991231
NA00305_service,1,1,1,1,1,1,0,20000101,20991231
NA00306_service,1,1,1,1,1,1,0,20000101,20991231
NA00307_service,1,1,1,1,1,1,0,20000101,20991231
NA00308_service,1,1,1,1,1,1,0,20000101,20991231
NA00309_service,1,1,1,1,1,1,0,20000101,20991231
NA00310_service,1,1,1,1,1,1,0,20000101,20991231
NA00311_service,1,1,1,1,1,1,0,20000101,20991231
NA00312_service,1,1,1,1,1,1,0,20000101,20991231
NA00313_service,1,1,1,1,1,1,0,20000101,20991231
NA00314_service,1,1,1,1,1,1,0,20000101,20991231
NA00315_service,1,1,1,1,1,1,0,20000101,20991231
NA00316_service,1,1,1,1,1,1,0,20000101,20991231
NA00317_service,1,1,1,1,1,1,0,20000101,20991231
NA00318_service,1,1,1,1,1,1,0,20000101,20991231
NA00319_service,1,1,1,1,1,1,0,20000101,20991231
NA00320_service,1,1,1,1,1,1,0,20000101,20991231
NA00321_service,1,1,1,1,1,1,0,20000101,20991231
NA00322_service,1,1,1,1,1,1,0,20000101,20991231
NA00323_service,1,1,1,1,1,1,0,20000101,20991231
NA00324_service,1,1,1,1,1,1,0,20000101,20991231
NA00325_service,1,1,1,1,1,1,0,20000101,20991231
NA00326_service,1,1,1,1,1,1,0,20000101,20991231
NA00327_service,1,1,1,1,1,1,0,20000101,20991231
NA00328_service,1,1,1,1,1,1,0,20000101,20991231
NA00329_service,1,1,1,1,1,1,0,20000101,20991231
NA00330_service,1,1,1,1,1,1,0,20000101,20991231
NA00331_service,1,1,1,1,1,1,0,20000101,20991231
NA00332_service,1,1,1,1,1,1,0,20000101,20991231
NA00333_service,1,1,1,1,1,1,0,20000101,20991231
NA00334_service,1,1,1,1,1,1,0,20000101,20991231
NA00335_service,1,1,1,1,1,1,0,20000101,20991231
NA00336_service,1,1,1,1,1,1,0,20000101,20991231
NA00337_service,1,1,1,1,1,1,0,20000101,20991231
NA00338_service,1,1,1,1,1,1,0,20000101,20991231
NA00339_service,1,1,1,1,1,1,0,20000101,20991231
NA00340_service,1,1,1,1,1,1,0,20000101,20991231
NA00341_service,1,1,1,1,1,1,0,20000101,20991231
NA00342_service,1,1,1,1,1,1,0,20000101,20991231
NA00343_service,1,1,1,1,1,1,0,20000101,20991231
NA00344_service,1,1,1,1,1,1,0,20000101,20991231
NA00345_service,1,1,1,1,1,1,0,20000101,20991231
NA00346_service,1,1,1,1,1,1,0,20000101,20991231
NA00347_service,1,1,1,1,1,1,0,20000101,20991231
NA00348_service,1,1,1,1,1,1,0,20000101,20991231
NA00349_service,1,1,1,1,1,1,0,20000101,20991231
NA00350_service,1,1,1,1,1,1,0,20000101,20991231
NA00351_service,1,1,1,1,1,1,0,20000101,20991231
NA00352_service,1,1,1,1,1,1,0,20000101,20991231
NA00353_service,1,1,1,1,1,1,0,20000101,20991231
NA00354_service,1,1,1,1,1,1,0,20000101,20991231
NA00355_service,1,1,1,1,1,1,0,20000101,20991231
NA00356_service,1,1,1,1,1,1,0,20000101,20991231
NA00357_service,1,1,1,1,1,1,0,20000101,20991231
NA00358_service,1,1,1,1,1,1,0,20000101,20991231
NA00359_service,1,1,1,1,1,1,0,20000101,20991231
NA00360_service,1,1,1,1,1,1,0,20000101,20991231
NA00361_service,1,1,1,1,1,1,0,20000101,20991231
NA00362_service,1,1,1,1,1,1,0,20000101,20991231
NA00363_service,1,1,1,1,1,1,0,20000101,20991231
NA00364_service,1,1,1,1,1,1,0,20000101,20991231
NA00365_service,1,1,1,1,1,1,0,20000101,20991231
NA00366_service,1,1,1,1,1,1,0,20000101,20991231
NA00367_service,1,1,1,1,1,1,0,20000101,20991231
NA00368_service,1,1,1,1,1,1,0,20000101,20991231
NA00369_service,1,1,1,1,1,1,0,20000101,20991231
NA00370_service,1,1,1,1,1,1,0,20000101,20991231
NA00371_service,1,1,1,1,1,1,0,20000101,20991231
NA00372_service,1,1,1,1,1,1,0,20000101,20991231
NA00373_service,1,1,1,1,1,1,0,20000101,20991231
NA00374_service,1,1,1,1,1,1,0,20000101,20991231
NA00375_service,1,1,1,1,1,1,0,20000101,20991231
NA00376_service,1,1,1,1,1,1,0,20000101,20991231
NA00377_service,1,1,1,1,1,1,0,20000101,20991231
NA00378_service,1,1,1,1,1,1,0,20000101,20991231
NA00379_service,1,1,1,1,1,1,0,20000101,20991231
NA00380_service,1,1,1,1,1,1,0,20000101,20991231
NA00381_service,1,1,1,1,1,1,0,20000101,20991231
NA00382_service,1,1,1,1,1,1,0,20000101,20991231
NA00383_service,1,1,1,1,1,1,0,20000101,20991231
NA00384_service,1,1,1,1,1,1,0,20000101,20991231
NA00385_service,1,1,1,1,1,1,0,20000101,20991231
NA00386_service,1,1,1,1,1,1,0,20000101,20991231
NA00387_service,1,1,1,1,1,1,0,20000101,20991231
NA00388_service,1,1,1,1,1,1,0,20000101,20991231
NA00389_service,1,1,1,1,1,1,0,20000101,20991231
NA00390_service,1,1,1,1,1,1,0,20000101,20991231
NA00391_service,1,1,1,1,1,1,0,20000101,20991231
NA00392_service,1,1,1,1,1,1,0,20000101,20991231
NA00393_service,1,1,1,1,1,1,0,20000101,20991231
NA00394_service,1,1,1,1,1,1,0,20000101,20991231
NA00395_service,1,1,1,1,1,1,0,20000101,20991231
NA00396_service,1,1,1,1,1,1,0,20000101,20991231
NA00397_service,1,1,1,1,1,1,0,20000101,20991231
NA00398_service,1,1,1,1,1,1,0,20000101,20991231
NA00399_service,1,1,1,1,1,1,0,20000101,20991231
NA00400_service,1,1,1,1,1,1,0,20000101,20991231
NA00401_service,1,1,1,1,1,1,0,20000101,20991231
NA00402_service,1,1,1,1,1,1,0,20000101,20991231
NA00403_service,1,1,1,1,1,1,0,20000101,20991231
NA00404_service,1,1,1,1,1,1,0,20000101,20991231
NA00405_service,1,1,1,1,1,1,0,20000101,20991231
NA00406_service,1,1,1,1,1,1,0,20000101,20991231
NA00407_service,1,1,1,1,1,1,0,20000101,20991231
NA00408_service,1,1,1,1,1,1,0,20000101,20991231
NA00409_service,1,1,1,1,1,1,0,20000101,20991231
NA00410_service,1,1,1,1,1,1,0,20000101,20991231
NA00411_service,1,1,1,1,1,1,0,20000101,20991231
NA00412_service,1,1,1,1,1,1,0,20000101,20991231
NA00413_service,1,1,1,1,1,1,0,20000101,20991231
NA00414_service,1,1,1,1,1,1,0,20000101,20991231
NA00415_service,1,1,1,1,1,1,0,20000101,20991231
NA00416_service,1,1,1,1,1,1,0,20000101,20991231
NA00417_service,1,1,1,1,1,1,0,20000101,20991231
NA00418_service,1,1,1,1,1,1,0,20000101,20991231
NA00419_service,1,1,1,1,1,1,0,20000101,20991231
NA00420_service,1,1,1,1,1,1,0,20000101,20991231
NA00421_service,1,1,1,1,1,1,0,20000101,20991231
NA00422_service,1,1,1,1,1,1,0,20000101,20991231
NA00423_service,1,1,1,1,1,1,0,20000101,20991231
NA00424_service,1,1,1,1,1,1,0,20000101,20991231
NA00425_service,1,1,1,1,1,1,0,20000101,20991231
NA00426_service,1,1,1,1,1,1,0,20000101,20991231
NA00427_service,1,1,1,1,1,1,0,20000101,20991231
NA00428_service,1,1,1,1,1,1,0,20000101,20991231
NA00429_service,1,1,1,1,1,1,0,20000101,20991231
NA00430_service,1,1,1,1,1,1,0,20000101,20991231
NA00431_service,1,1,1,1,1,1,0,20000101,20991231
NA00432_service,1,1,1,1,1,1,0,20000101,20991231
NA00433_service,1,1,1,1,1,1,0,20000101,20991231
NA00434_service,1,1,1,1,1,1,0,20000101,20991231
NA00435_service,1,1,1,1,1,1,0,20000101,20991231
NA00436_service,1,1,1,1,1,1,0,20000101,20991231
NA00437_service,1,1,1,1,1,1,0,20000101,20991231
NA00438_service,1,1,1,1,1,1,0,20000101,20991231
NA00439_service,1,1,1,1,1,1,0,20000101,20991231
NA00440_service,1,1,1,1,1,1,0,20000101,20991231
NA00441_service,1,1,1,1,1,1,0,20000101,20991231
NA00442_service,1,1,1,1,1,1,0,20000101,20991231
NA00443_service,1,1,1,1,1,1,0,20000101,20991231
NA00444_service,1,1,1,1,1,1,0,20000101,20991231
NA00445_service,1,1,1,1,1,1,0,20000101,20991231
NA00446_service,1,1,1,1,1,1,0,20000101,20991231
NA00447_service,1,1,1,1,1,1,0,20000101,20991231
NA00448_service,1,1,1,1,1,1,0,20000101,20991231
NA00449_service,1,1,1,1,1,1,0,20000101,20991231
NA00450_service,1,1,1,1,1,1,0,20000101,20991231
NA00451_service,1,1,1,1,1,1,0,20000101,20991231
NA00452_service,1,1,1,1,1,1,0,20000101,20991231
NA00453_service,1,1,1,1,1,1,0,20000101,20991231
NA00454_service,1,1,1,1,1,1,0,20000101,20991231
NA00455_service,1,1,1,1,1,1,0,20000101,20991231
NA00456_service,1,1,1,1,1,1,0,20000101,20991231
NA00457_service,1,1,1,1,1,1,0,20000101,20991231
NA00458_service,1,1,1,1,1,1,0,20000101,20991231
NA00459_service,1,1,1,1,1,1,0,20000101,20991231
NA00460_service,1,1,1,1,1,1,0,20000101,20991231
NA00461_service,1,1,1,1,1,1,0,20000101,20991231
NA00462_service,1,1,1,1,1,1,0,20000101,20991231
NA00463_service,1,1,1,1,1,1,0,20000101,20991231
NA00464_service,1,1,1,1,1,1,0,20000101,20991231
NA00465_service,1,1,1,1,1,1,0,20000101,20991231
NA00466_service,1,1,1,1,1,1,0,20000101,20991231
NA00467_service,1,1,1,1,1,1,0,20000101,20991231
NA00468_service,1,1,1,1,1,1,0,20000101,20991231
NA00469_service,1,1,1,1,1,1,0,20000101,20991231
NA00470_service,1,1,1,1,1,1,0,20000101,20991231
NA00471_service,1,1,1,1,1,1,0,20000101,20991231
NA00472_service,1,1,1,1,1,1,0,20000101,20991231
NA00473_service,1,1,1,1,1,1,0,20000101,20991231
NA00474_service,1,1,1,1,1,1,0,20000101,20991231
NA00475_service,1,1,1,1,1,1,0,20000101,20991231
NA00476_service,1,1,1,1,1,1,0,20000101,20991231
NA00477_service,1,1,1,1,1,1,0,20000101,20991231
NA00478_service,1,1,1,1,1,1,0,20000101,20991231
