FromCRS,ToCRS,TravelTime,TSys
FST,SRU,74.42305936,PuT-Aux
LOF,SRU,69.03356164,PuT-Aux
KGX,SRU,61.81666667,PuT-Aux
LST,SRU,53.65843496,PuT-Aux
MYB,SRU,48.65381944,PuT-Aux
PAD,SRU,40.93932584,PuT-Aux
STP,SRU,63.14075426,PuT-Aux
VIC,SRU,46.20436508,PuT-Aux
WAT,SRU,50.65421245,PuT-Aux
WAE,SRU,64.96084337,PuT-Aux
MOG,SRU,53.66258865,PuT-Aux
NXG,SRU,63.87517007,PuT-Aux
NWD,SRU,78.60112994,PuT-Aux
OLD,SRU,55.26540881,PuT-Aux
PMR,SRU,69.57552083,PuT-Aux
PNE,SRU,74.46666667,PuT-Aux
PUT,SRU,67.65833333,PuT-Aux
QRP,SRU,67.48312236,PuT-Aux
REC,SRU,69.23138528,PuT-Aux
RMD,SRU,80.15350877,PuT-Aux
RIC,SRU,83.62101449,PuT-Aux
RMF,SRU,79.00166667,PuT-Aux
SVS,SRU,55.54166667,PuT-Aux
SPB,SRU,28.70119048,PuT-Aux
SLV,SRU,72.7664794,PuT-Aux
SOH,SRU,60.55411985,PuT-Aux
SBU,SRU,77.63333333,PuT-Aux
SMH,SRU,68.67791165,PuT-Aux
SKW,SRU,69.4377193,PuT-Aux
SRA,SRU,58.68172691,PuT-Aux
SFA,SRU,65.75804598,PuT-Aux
SYD,SRU,73.70595238,PuT-Aux
TEO,SRU,82.76666667,PuT-Aux
TOM,SRU,58.48032129,PuT-Aux
TUR,SRU,80.38333333,PuT-Aux
UPM,SRU,88.56800595,PuT-Aux
VXH,SRU,48.50341365,PuT-Aux
WWR,SRU,73.3680791,PuT-Aux
WNP,SRU,82.84166667,PuT-Aux
WFJ,SRU,75.32380952,PuT-Aux
WMB,SRU,65.61798942,PuT-Aux
WBP,SRU,42.96428571,PuT-Aux
WCY,SRU,86.55997268,PuT-Aux
WEH,SRU,62.48015873,PuT-Aux
WHD,SRU,50.44796748,PuT-Aux
WHL,SRU,72.19981273,PuT-Aux
WIJ,SRU,51.39903846,PuT-Aux
WIM,SRU,58.9112069,PuT-Aux
WGR,SRU,84.83271605,PuT-Aux
WWA,SRU,80.07118794,PuT-Aux
AMR,SBU,98.73333333,PuT-Aux
ANY,SBU,70.19492754,PuT-Aux
BAL,SBU,57.60897436,PuT-Aux
BKG,SBU,56.26754386,PuT-Aux
BAK,SBU,50.91666667,PuT-Aux
BET,SBU,29.66666667,PuT-Aux
BRX,SBU,42.08703704,PuT-Aux
BCY,SBU,57.47826087,PuT-Aux
BCV,SBU,13.62777778,PuT-Aux
BSH,SBU,62.575,PuT-Aux
CBH,SBU,27.9,PuT-Aux
CPK,SBU,78.38861789,PuT-Aux
CFO,SBU,94.19166667,PuT-Aux
CHN,SBU,14.65,PuT-Aux
CLW,SBU,84.17777778,PuT-Aux
CTK,SBU,38.94954955,PuT-Aux
CLJ,SBU,67.3844086,PuT-Aux
CPT,SBU,39.48888889,PuT-Aux
CYP,SBU,73.08245614,PuT-Aux
DMK,SBU,63.25507246,PuT-Aux
EAL,SBU,63.26916667,PuT-Aux
EDR,SBU,7.794444444,PuT-Aux
EPH,SBU,49.36527778,PuT-Aux
ZFD,SBU,39.21898148,PuT-Aux
FPK,SBU,21.06388889,PuT-Aux
FOH,SBU,61.87826087,PuT-Aux
GFD,SBU,70.60952381,PuT-Aux
GNW,SBU,65.12884615,PuT-Aux
HKC,SBU,24.8,PuT-Aux
HRY,SBU,36.86666667,PuT-Aux
HRW,SBU,55.39166667,PuT-Aux
HOH,SBU,68.44358974,PuT-Aux
HTE,SBU,75.40081301,PuT-Aux
HDL,SBU,73.40081301,PuT-Aux
HHY,SBU,23.74166667,PuT-Aux
HPA,SBU,61.17826087,PuT-Aux
IMW,SBU,79.98333333,PuT-Aux
KPA,SBU,71.43181818,PuT-Aux
KTN,SBU,35.40833333,PuT-Aux
KBN,SBU,52.20714286,PuT-Aux
LEW,SBU,69.01439394,PuT-Aux
LHS,SBU,50.2712963,PuT-Aux
BFR,SBU,50.80238095,PuT-Aux
LBG,SBU,46.00833333,PuT-Aux
CST,SBU,48.94291667,PuT-Aux
CHX,SBU,38.62477477,PuT-Aux
EUS,SBU,30.94351852,PuT-Aux
FST,SBU,69.3377193,PuT-Aux
LOF,SBU,26.13333333,PuT-Aux
LST,SBU,44.51959064,PuT-Aux
MYB,SBU,39.66666667,PuT-Aux
PAD,SBU,51.53814103,PuT-Aux
STP,SBU,35.16666667,PuT-Aux
VIC,SBU,35,PuT-Aux
WAT,SBU,40.09298246,PuT-Aux
WAE,SBU,60.00534591,PuT-Aux
MOG,SBU,40.14147287,PuT-Aux
NXG,SBU,54.99492754,PuT-Aux
NWD,SBU,69.56354167,PuT-Aux
OLD,SBU,41.64871795,PuT-Aux
PMR,SBU,65.66415094,PuT-Aux
PNE,SBU,64.26666667,PuT-Aux
PUT,SBU,71.73095238,PuT-Aux
QRP,SBU,67.47142857,PuT-Aux
REC,SBU,21.76666667,PuT-Aux
RMD,SBU,80.77849462,PuT-Aux
RIC,SBU,79.62083333,PuT-Aux
RMF,SBU,67.95172414,PuT-Aux
SVS,SBU,16.23333333,PuT-Aux
SPB,SBU,55.09722222,PuT-Aux
SLV,SBU,9.877777778,PuT-Aux
SOH,SBU,49.85714286,PuT-Aux
SRU,SBU,77.95,PuT-Aux
SMH,SBU,18.01666667,PuT-Aux
SKW,SBU,20.5,PuT-Aux
SRA,SBU,43.77583333,PuT-Aux
SFA,SBU,52.15694444,PuT-Aux
SYD,SBU,64.49492754,PuT-Aux
TEO,SBU,9.9,PuT-Aux
TOM,SBU,22.14259259,PuT-Aux
TUR,SBU,7.516666667,PuT-Aux
UPM,SBU,78.25,PuT-Aux
VXH,SBU,37.28611111,PuT-Aux
WWR,SBU,71.83809524,PuT-Aux
WNP,SBU,50.06111111,PuT-Aux
WFJ,SBU,65.6,PuT-Aux
WMB,SBU,63.28589744,PuT-Aux
WBP,SBU,52.21602564,PuT-Aux
WCY,SBU,74.05512821,PuT-Aux
WEH,SBU,56.53248588,PuT-Aux
WHD,SBU,46.04927536,PuT-Aux
WHL,SBU,13.31111111,PuT-Aux
WIJ,SBU,59.38577236,PuT-Aux
WIM,SBU,62.38933333,PuT-Aux
WGR,SBU,52.43333333,PuT-Aux
WWA,SBU,68.9872549,PuT-Aux
AMR,SMH,90.03888889,PuT-Aux
ANY,SMH,64.339801,PuT-Aux
BAL,SMH,47.38,PuT-Aux
BKG,SMH,40.08823529,PuT-Aux
BAK,SMH,48.21666667,PuT-Aux
BET,SMH,15.91666667,PuT-Aux
BRX,SMH,34.78611111,PuT-Aux
BCY,SMH,51.53217822,PuT-Aux
BCV,SMH,8.78018018,PuT-Aux
BSH,SMH,59.1673913,PuT-Aux
CBH,SMH,14.15,PuT-Aux
CPK,SMH,74.06806854,PuT-Aux
CFO,SMH,86.58115942,PuT-Aux
CHN,SMH,27.92631579,PuT-Aux
CLW,SMH,82.73888889,PuT-Aux
CTK,SMH,34.79829396,PuT-Aux
CLJ,SMH,60.39810127,PuT-Aux
CPT,SMH,19.35,PuT-Aux
CYP,SMH,64.79623656,PuT-Aux
DMK,SMH,54.51666667,PuT-Aux
EAL,SMH,54.52789474,PuT-Aux
EDR,SMH,15.03018018,PuT-Aux
EPH,SMH,38.64933333,PuT-Aux
ZFD,SMH,29.07557078,PuT-Aux
FPK,SMH,13.83828829,PuT-Aux
FOH,SMH,55.93640777,PuT-Aux
GFD,SMH,59.82916667,PuT-Aux
GNW,SMH,55.24624183,PuT-Aux
HKC,SMH,11.05,PuT-Aux
HRY,SMH,25.56564626,PuT-Aux
HRW,SMH,50.07435897,PuT-Aux
HOH,SMH,58.37473118,PuT-Aux
HTE,SMH,71.65033003,PuT-Aux
HDL,SMH,70.40913978,PuT-Aux
HHY,SMH,17.37333333,PuT-Aux
HPA,SMH,55.23217822,PuT-Aux
IMW,SMH,70.57777778,PuT-Aux
KPA,SMH,63.13257576,PuT-Aux
KTN,SMH,34.2545977,PuT-Aux
KBN,SMH,47.46666667,PuT-Aux
LEW,SMH,58.94741036,PuT-Aux
LHS,SMH,39.46162281,PuT-Aux
BFR,SMH,41.51666667,PuT-Aux
LBG,SMH,35.57,PuT-Aux
CST,SMH,40.41024096,PuT-Aux
CHX,SMH,30.69302326,PuT-Aux
EUS,SMH,23.73243243,PuT-Aux
FST,SMH,56.26234568,PuT-Aux
LOF,SMH,12.38333333,PuT-Aux
KGX,SMH,31.34166667,PuT-Aux
LST,SMH,31.00568182,PuT-Aux
MYB,SMH,32.83333333,PuT-Aux
PAD,SMH,40.19622642,PuT-Aux
STP,SMH,30.01666667,PuT-Aux
VIC,SMH,27.76126126,PuT-Aux
WAT,SMH,33.20620155,PuT-Aux
WAE,SMH,52.58939394,PuT-Aux
MOG,SMH,29.68477366,PuT-Aux
NXG,SMH,48.87557756,PuT-Aux
NWD,SMH,63.2001773,PuT-Aux
OLD,SMH,31.76578947,PuT-Aux
PMR,SMH,63.06836735,PuT-Aux
PNE,SMH,58.6877193,PuT-Aux
PUT,SMH,58.16392694,PuT-Aux
QRP,SMH,58.99415584,PuT-Aux
REC,SMH,8.016666667,PuT-Aux
RMD,SMH,65.78669468,PuT-Aux
RIC,SMH,76.88413655,PuT-Aux
RMF,SMH,48.92272727,PuT-Aux
SVS,SMH,6.983333333,PuT-Aux
SPB,SMH,44.38782051,PuT-Aux
SLV,SMH,13.03018018,PuT-Aux
SOH,SMH,44.79726368,PuT-Aux
SRU,SMH,67.23316327,PuT-Aux
SBU,SMH,18.04444444,PuT-Aux
SKW,SMH,6.75,PuT-Aux
SRA,SMH,29.0703252,PuT-Aux
SFA,SMH,36.03963964,PuT-Aux
SYD,SMH,58.57249191,PuT-Aux
TEO,SMH,23.17777778,PuT-Aux
TOM,SMH,11.02587719,PuT-Aux
TUR,SMH,20.79444444,PuT-Aux
UPM,SMH,58.5,PuT-Aux
VXH,SMH,30.00833333,PuT-Aux
WWR,SMH,61.37410468,PuT-Aux
WNP,SMH,29.58846154,PuT-Aux
WFJ,SMH,58.28018868,PuT-Aux
WMB,SMH,56.83628692,PuT-Aux
WBP,SMH,49.67058824,PuT-Aux
WCY,SMH,69.83466667,PuT-Aux
WEH,SMH,44.8744898,PuT-Aux
WHD,SMH,38.90225989,PuT-Aux
WHL,SMH,12.46351351,PuT-Aux
WIJ,SMH,49.70031447,PuT-Aux
WIM,SMH,55.03333333,PuT-Aux
WGR,SMH,31.97307692,PuT-Aux
WWA,SMH,55.0384058,PuT-Aux
AMR,SKW,90.90897436,PuT-Aux
ANY,SKW,66.82313433,PuT-Aux
BAL,SKW,47.89,PuT-Aux
BKG,SKW,44.53514851,PuT-Aux
BAK,SKW,50.66803279,PuT-Aux
BET,SKW,14.4,PuT-Aux
BRX,SKW,37.26944444,PuT-Aux
BCY,SKW,52.58976898,PuT-Aux
BCV,SKW,11.26351351,PuT-Aux
BSH,SKW,61.30289855,PuT-Aux
CBH,SKW,12.63333333,PuT-Aux
CPK,SKW,76.47247706,PuT-Aux
CFO,SKW,87.44539007,PuT-Aux
CHN,SKW,30.40964912,PuT-Aux
CLW,SKW,83.97204301,PuT-Aux
CTK,SKW,36.05328084,PuT-Aux
CLJ,SKW,61.00801688,PuT-Aux
CPT,SKW,17.83333333,PuT-Aux
CYP,SKW,64.265625,PuT-Aux
DMK,SKW,62.21085271,PuT-Aux
EAL,SKW,54.73727599,PuT-Aux
EDR,SKW,17.51351351,PuT-Aux
EPH,SKW,39.15933333,PuT-Aux
ZFD,SKW,29.53150685,PuT-Aux
FPK,SKW,16.32162162,PuT-Aux
FOH,SKW,57.02168285,PuT-Aux
GFD,SKW,60.77083333,PuT-Aux
GNW,SKW,56.03350168,PuT-Aux
HKC,SKW,9.533333333,PuT-Aux
HRY,SKW,28.04897959,PuT-Aux
HRW,SKW,52.55769231,PuT-Aux
HOH,SKW,59.22365591,PuT-Aux
HTE,SKW,74.10194175,PuT-Aux
HDL,SKW,72.88297872,PuT-Aux
HHY,SKW,19.14555556,PuT-Aux
HPA,SKW,56.28976898,PuT-Aux
IMW,SKW,69.06111111,PuT-Aux
KPA,SKW,62.07708333,PuT-Aux
KTN,SKW,35.7059322,PuT-Aux
KBN,SKW,49.75,PuT-Aux
LEW,SKW,58.5114418,PuT-Aux
LHS,SKW,39.94495614,PuT-Aux
BFR,SKW,42.01868687,PuT-Aux
LBG,SKW,36.08,PuT-Aux
CST,SKW,39.89855072,PuT-Aux
CHX,SKW,33.22727273,PuT-Aux
EUS,SKW,26.28114035,PuT-Aux
FST,SKW,56.25135135,PuT-Aux
LOF,SKW,10.86666667,PuT-Aux
KGX,SKW,33.825,PuT-Aux
LST,SKW,33.09772727,PuT-Aux
MYB,SKW,35.31666667,PuT-Aux
PAD,SKW,40.03805031,PuT-Aux
STP,SKW,32.42727273,PuT-Aux
VIC,SKW,30.32324561,PuT-Aux
WAT,SKW,35.37386364,PuT-Aux
WAE,SKW,53.09017857,PuT-Aux
MOG,SKW,30.23604167,PuT-Aux
NXG,SKW,49.93316832,PuT-Aux
NWD,SKW,64.23262032,PuT-Aux
OLD,SKW,32.24912281,PuT-Aux
PMR,SKW,61.98518519,PuT-Aux
PNE,SKW,61.17105263,PuT-Aux
PUT,SKW,60.59246575,PuT-Aux
QRP,SKW,59.31129944,PuT-Aux
REC,SKW,6.5,PuT-Aux
RMD,SKW,67.09355742,PuT-Aux
RIC,SKW,78.88333333,PuT-Aux
RMF,SKW,47.40606061,PuT-Aux
SVS,SKW,9.466666667,PuT-Aux
SPB,SKW,44.97371795,PuT-Aux
SLV,SKW,15.51351351,PuT-Aux
SOH,SKW,47.6,PuT-Aux
SRU,SKW,68.16547619,PuT-Aux
SBU,SKW,20.52777778,PuT-Aux
SMH,SKW,6.75,PuT-Aux
SRA,SKW,27.55365854,PuT-Aux
SFA,SKW,34.52297297,PuT-Aux
SYD,SKW,59.65776699,PuT-Aux
TEO,SKW,25.66111111,PuT-Aux
TOM,SKW,13.50921053,PuT-Aux
TUR,SKW,23.27777778,PuT-Aux
UPM,SKW,54.23333333,PuT-Aux
VXH,SKW,32.57387387,PuT-Aux
WWR,SKW,62.07231405,PuT-Aux
WNP,SKW,32.07179487,PuT-Aux
WFJ,SKW,60.76352201,PuT-Aux
WMB,SKW,59.21835443,PuT-Aux
WBP,SKW,54.64166667,PuT-Aux
WCY,SKW,71.102,PuT-Aux
WEH,SKW,43.35782313,PuT-Aux
WHD,SKW,41.45833333,PuT-Aux
WHL,SKW,14.94684685,PuT-Aux
WIJ,SKW,50.43095238,PuT-Aux
WIM,SKW,57.63647799,PuT-Aux
WGR,SKW,34.45641026,PuT-Aux
WWA,SKW,53.27868217,PuT-Aux
AMR,SRA,77.63106061,PuT-Aux
ANY,SRA,41.84810606,PuT-Aux
BAL,SRA,38.11472222,PuT-Aux
BKG,SRA,22.22023256,PuT-Aux
BAK,SRA,46.3279661,PuT-Aux
BET,SRA,23.75801282,PuT-Aux
BRX,SRA,36.08992537,PuT-Aux
BCY,SRA,29.43715278,PuT-Aux
BCV,SRA,34.78575758,PuT-Aux
BSH,SRA,71.10537037,PuT-Aux
CBH,SRA,24.175,PuT-Aux
CPK,SRA,71.725,PuT-Aux
CFO,SRA,74.80022831,PuT-Aux
CHN,SRA,32.29444444,PuT-Aux
CLW,SRA,71.30022831,PuT-Aux
CTK,SRA,23.59953704,PuT-Aux
CLJ,SRA,50.86764296,PuT-Aux
CPT,SRA,30.55027322,PuT-Aux
CYP,SRA,41.5251634,PuT-Aux
DMK,SRA,33.40952381,PuT-Aux
EAL,SRA,45.98989899,PuT-Aux
EDR,SRA,40.85675676,PuT-Aux
EPH,SRA,25.45592593,PuT-Aux
ZFD,SRA,18.83315881,PuT-Aux
FPK,SRA,27.59510703,PuT-Aux
FOH,SRA,33.80833333,PuT-Aux
GFD,SRA,51.62156863,PuT-Aux
GNW,SRA,31.1451087,PuT-Aux
HKC,SRA,14.93464052,PuT-Aux
HRY,SRA,41.6882716,PuT-Aux
HRW,SRA,59.12075,PuT-Aux
HOH,SRA,51.25983936,PuT-Aux
HTE,SRA,68.725,PuT-Aux
HDL,SRA,66.725,PuT-Aux
HHY,SRA,21.02763158,PuT-Aux
HPA,SRA,33.13715278,PuT-Aux
IMW,SRA,58.16666667,PuT-Aux
KPA,SRA,52.69588235,PuT-Aux
KTN,SRA,33.85678524,PuT-Aux
KBN,SRA,49.00225225,PuT-Aux
LEW,SRA,37.84232112,PuT-Aux
LHS,SRA,23.4172093,PuT-Aux
BFR,SRA,26.24608586,PuT-Aux
LBG,SRA,23.77103175,PuT-Aux
CST,SRA,22.31466165,PuT-Aux
CHX,SRA,27.68368056,PuT-Aux
EUS,SRA,30.42685185,PuT-Aux
FST,SRA,21.87011494,PuT-Aux
LOF,SRA,23.75608974,PuT-Aux
KGX,SRA,40.45172414,PuT-Aux
LST,SRA,17.06145299,PuT-Aux
MYB,SRA,32.79534884,PuT-Aux
PAD,SRA,23.72054795,PuT-Aux
STP,SRA,26.7375,PuT-Aux
VIC,SRA,31.11132479,PuT-Aux
WAT,SRA,28.57788921,PuT-Aux
WAE,SRA,40.96558442,PuT-Aux
MOG,SRA,17.06145299,PuT-Aux
NXG,SRA,26.69861111,PuT-Aux
NWD,SRA,45.44283854,PuT-Aux
OLD,SRA,22.8381746,PuT-Aux
PMR,SRA,30.04557823,PuT-Aux
PNE,SRA,57.13163265,PuT-Aux
PUT,SRA,51.86813725,PuT-Aux
QRP,SRA,27.80144928,PuT-Aux
REC,SRA,27.24652778,PuT-Aux
RMD,SRA,62.47234848,PuT-Aux
RIC,SRA,66.36549296,PuT-Aux
RMF,SRA,22.62734082,PuT-Aux
SVS,SRA,29.55472222,PuT-Aux
SPB,SRA,36.21438356,PuT-Aux
SLV,SRA,38.85159817,PuT-Aux
SOH,SRA,49.15235507,PuT-Aux
SRU,SRA,58.35321285,PuT-Aux
SBU,SRA,44.34015152,PuT-Aux
SMH,SRA,30.49652778,PuT-Aux
SKW,SRA,28.97986111,PuT-Aux
SFA,SRA,6.05,PuT-Aux
SYD,SRA,36.46755319,PuT-Aux
TEO,SRA,49.97051282,PuT-Aux
TOM,SRA,33.00063291,PuT-Aux
TUR,SRA,47.18636364,PuT-Aux
UPM,SRA,33.24380952,PuT-Aux
VXH,SRA,32.93769716,PuT-Aux
WWR,SRA,39.22346939,PuT-Aux
WNP,SRA,32.09740741,PuT-Aux
WFJ,SRA,69.66765677,PuT-Aux
WMB,SRA,53.54595238,PuT-Aux
WBP,SRA,47.83185941,PuT-Aux
WCY,SRA,50.48858447,PuT-Aux
WEH,SRA,9.650258398,PuT-Aux
WHD,SRA,38.88059755,PuT-Aux
WHL,SRA,38.31142857,PuT-Aux
WIJ,SRA,48.27666667,PuT-Aux
WIM,SRA,54.42955224,PuT-Aux
WGR,SRA,28.84017544,PuT-Aux
WWA,SRA,26.10716374,PuT-Aux
AMR,SFA,87.15098039,PuT-Aux
ANY,SFA,50.24208333,PuT-Aux
BAL,SFA,43.63943662,PuT-Aux
BKG,SFA,23.74,PuT-Aux
BAK,SFA,56.79698795,PuT-Aux
BET,SFA,32.12037037,PuT-Aux
BRX,SFA,40.99064103,PuT-Aux
BCY,SFA,36.49666667,PuT-Aux
BCV,SFA,42.87348485,PuT-Aux
BSH,SFA,82.46478873,PuT-Aux
CBH,SFA,33.4299435,PuT-Aux
CPK,SFA,80.75404762,PuT-Aux
CFO,SFA,83.53974359,PuT-Aux
CHN,SFA,38.68888889,PuT-Aux
CLW,SFA,80.03974359,PuT-Aux
CTK,SFA,28.52962963,PuT-Aux
CLJ,SFA,59.31397436,PuT-Aux
CPT,SFA,38.09189189,PuT-Aux
CYP,SFA,48.84801587,PuT-Aux
DMK,SFA,41.41342593,PuT-Aux
EAL,SFA,47.44351852,PuT-Aux
EDR,SFA,48.84255952,PuT-Aux
EPH,SFA,30.96190476,PuT-Aux
ZFD,SFA,24.88012048,PuT-Aux
FPK,SFA,35.86494253,PuT-Aux
FOH,SFA,40.95380952,PuT-Aux
GFD,SFA,59.14739583,PuT-Aux
GNW,SFA,40.396,PuT-Aux
HKC,SFA,22.74174603,PuT-Aux
HRY,SFA,47.94457364,PuT-Aux
HRW,SFA,68.32825397,PuT-Aux
HOH,SFA,58.63126984,PuT-Aux
HTE,SFA,77.75404762,PuT-Aux
HDL,SFA,75.75404762,PuT-Aux
HHY,SFA,29.28888889,PuT-Aux
HPA,SFA,40.19666667,PuT-Aux
IMW,SFA,67.20603865,PuT-Aux
KPA,SFA,60.59620253,PuT-Aux
KTN,SFA,39.7495614,PuT-Aux
KBN,SFA,55.30655738,PuT-Aux
LEW,SFA,44.53203125,PuT-Aux
LHS,SFA,28.56015625,PuT-Aux
BFR,SFA,34.14957627,PuT-Aux
LBG,SFA,28.43376068,PuT-Aux
CST,SFA,30.27600575,PuT-Aux
CHX,SFA,33.28042328,PuT-Aux
EUS,SFA,35.88203704,PuT-Aux
FST,SFA,27.19939394,PuT-Aux
LOF,SFA,31.92348485,PuT-Aux
KGX,SFA,50.1796875,PuT-Aux
LST,SFA,21.37910959,PuT-Aux
MYB,SFA,39.16201201,PuT-Aux
PAD,SFA,31.50416667,PuT-Aux
STP,SFA,34.62222222,PuT-Aux
VIC,SFA,39.13576642,PuT-Aux
WAT,SFA,33.59483333,PuT-Aux
WAE,SFA,47.46453634,PuT-Aux
MOG,SFA,21.37910959,PuT-Aux
NXG,SFA,33.72047619,PuT-Aux
NWD,SFA,52.52136752,PuT-Aux
OLD,SFA,28.45232068,PuT-Aux
PMR,SFA,38.03842593,PuT-Aux
PNE,SFA,72.48361111,PuT-Aux
PUT,SFA,59.98358209,PuT-Aux
QRP,SFA,35.92731481,PuT-Aux
REC,SFA,35.5475,PuT-Aux
RMD,SFA,70.65045977,PuT-Aux
RIC,SFA,75.07798742,PuT-Aux
RMF,SFA,27.23409091,PuT-Aux
SVS,SFA,38.77566667,PuT-Aux
SPB,SFA,41.07896175,PuT-Aux
SLV,SFA,46.84272727,PuT-Aux
SOH,SFA,56.04951691,PuT-Aux
SRU,SFA,67.37466667,PuT-Aux
SBU,SFA,51.63288288,PuT-Aux
SMH,SFA,38.7975,PuT-Aux
SKW,SFA,37.28083333,PuT-Aux
SRA,SFA,7.084408602,PuT-Aux
SYD,SFA,43.5847619,PuT-Aux
TEO,SFA,56.48333333,PuT-Aux
TOM,SFA,42.92597403,PuT-Aux
TUR,SFA,54.17391304,PuT-Aux
UPM,SFA,33.0719697,PuT-Aux
VXH,SFA,37.94444444,PuT-Aux
WWR,SFA,47.22453704,PuT-Aux
WNP,SFA,35.56780303,PuT-Aux
WFJ,SFA,77.80680272,PuT-Aux
WMB,SFA,60.36573034,PuT-Aux
WBP,SFA,53.5255,PuT-Aux
WCY,SFA,58.11557971,PuT-Aux
WEH,SFA,11.6484127,PuT-Aux
WHD,SFA,43.8936,PuT-Aux
WHL,SFA,46.27606061,PuT-Aux
WIJ,SFA,55.50329218,PuT-Aux
WIM,SFA,62.82565104,PuT-Aux
WGR,SFA,32.39893617,PuT-Aux
WWA,SFA,27.58783069,PuT-Aux
AMR,SYD,90.28541667,PuT-Aux
ANY,SYD,9.466666667,PuT-Aux
BAL,SYD,48.60597826,PuT-Aux
BKG,SYD,48.26846847,PuT-Aux
BAK,SYD,35.79444444,PuT-Aux
BET,SYD,52.45350877,PuT-Aux
BRX,SYD,53.51628131,PuT-Aux
BCY,SYD,12.75,PuT-Aux
BCV,SYD,56.24666667,PuT-Aux
BSH,SYD,89.3171875,PuT-Aux
CBH,SYD,57.65581395,PuT-Aux
CPK,SYD,95.8329932,PuT-Aux
CFO,SYD,87.65900901,PuT-Aux
CHN,SYD,74.9,PuT-Aux
CLW,SYD,84.15900901,PuT-Aux
CTK,SYD,43.80098039,PuT-Aux
CLJ,SYD,32.31111111,PuT-Aux
CPT,SYD,59.53055556,PuT-Aux
CYP,SYD,8.535185185,PuT-Aux
DMK,SYD,32.4,PuT-Aux
EAL,SYD,59.54802632,PuT-Aux
EDR,SYD,62.45666667,PuT-Aux
EPH,SYD,35.96263736,PuT-Aux
ZFD,SYD,40.89623656,PuT-Aux
FPK,SYD,48.01388889,PuT-Aux
FOH,SYD,7.15,PuT-Aux
GFD,SYD,66.20576923,PuT-Aux
GNW,SYD,45.54095238,PuT-Aux
HKC,SYD,51.39848485,PuT-Aux
HRY,SYD,71.22850877,PuT-Aux
HRW,SYD,74.3972973,PuT-Aux
HOH,SYD,61.46369863,PuT-Aux
HTE,SYD,92.8329932,PuT-Aux
HDL,SYD,90.8329932,PuT-Aux
HHY,SYD,43.11392694,PuT-Aux
HPA,SYD,11.45,PuT-Aux
IMW,SYD,42.25833333,PuT-Aux
KPA,SYD,48.71111111,PuT-Aux
KTN,SYD,50.67820513,PuT-Aux
KBN,SYD,67.41818182,PuT-Aux
LEW,SYD,37.27727273,PuT-Aux
LHS,SYD,37.72962963,PuT-Aux
BFR,SYD,42.65537634,PuT-Aux
LBG,SYD,29.48194444,PuT-Aux
CST,SYD,41.27827715,PuT-Aux
CHX,SYD,39.52996454,PuT-Aux
EUS,SYD,49.46021195,PuT-Aux
FST,SYD,48.5952381,PuT-Aux
LOF,SYD,58.39469697,PuT-Aux
KGX,SYD,59.4622807,PuT-Aux
LST,SYD,39.15101351,PuT-Aux
MYB,SYD,44.14855072,PuT-Aux
PAD,SYD,46.48350084,PuT-Aux
STP,SYD,49.10087719,PuT-Aux
VIC,SYD,45.61208577,PuT-Aux
WAT,SYD,34.67013889,PuT-Aux
WAE,SYD,33.28888889,PuT-Aux
MOG,SYD,38.95473621,PuT-Aux
NXG,SYD,14.76666667,PuT-Aux
NWD,SYD,11.54444444,PuT-Aux
OLD,SYD,41.65535714,PuT-Aux
PMR,SYD,29.025,PuT-Aux
PNE,SYD,29.26666667,PuT-Aux
PUT,SYD,51.50196078,PuT-Aux
QRP,SYD,27.025,PuT-Aux
REC,SYD,61.77982456,PuT-Aux
RMD,SYD,44.82777778,PuT-Aux
RIC,SYD,79.20159817,PuT-Aux
RMF,SYD,57.11470588,PuT-Aux
SVS,SYD,52.13401826,PuT-Aux
SPB,SYD,49.94953052,PuT-Aux
SLV,SYD,60.45666667,PuT-Aux
SOH,SYD,65.29776423,PuT-Aux
SRU,SYD,73.21013514,PuT-Aux
SBU,SYD,64.99492754,PuT-Aux
SMH,SYD,59.33684211,PuT-Aux
SKW,SYD,60.96428571,PuT-Aux
SRA,SYD,36.4651341,PuT-Aux
SFA,SYD,43.69497717,PuT-Aux
TEO,SYD,70.12826087,PuT-Aux
TOM,SYD,55.12407407,PuT-Aux
TUR,SYD,67.74492754,PuT-Aux
UPM,SYD,63.79330709,PuT-Aux
VXH,SYD,49.60693582,PuT-Aux
WWR,SYD,38.21111111,PuT-Aux
WNP,SYD,60.93387097,PuT-Aux
WFJ,SYD,82.13835341,PuT-Aux
WMB,SYD,66.62380952,PuT-Aux
WBP,SYD,50.08993711,PuT-Aux
WCY,SYD,17.39166667,PuT-Aux
WEH,SYD,33.70208333,PuT-Aux
WHD,SYD,45.77361111,PuT-Aux
WHL,SYD,59.89,PuT-Aux
WIJ,SYD,62.87243108,PuT-Aux
WIM,SYD,43.84444444,PuT-Aux
WGR,SYD,58.80081967,PuT-Aux
WWA,SYD,50.07895981,PuT-Aux
AMR,TEO,104.4061404,PuT-Aux
ANY,TEO,75.32826087,PuT-Aux
BAL,TEO,62.74230769,PuT-Aux
BKG,TEO,61.40087719,PuT-Aux
BAK,TEO,56.05,PuT-Aux
BET,TEO,34.8,PuT-Aux
BRX,TEO,47.22037037,PuT-Aux
BCY,TEO,62.6115942,PuT-Aux
BCV,TEO,18.76111111,PuT-Aux
