FromCRS,ToCRS,TravelTime,TSys
CHN,GNW,62.19901961,PuT-Aux
CLW,GNW,81.728125,PuT-Aux
CTK,GNW,22.86666667,PuT-Aux
CLJ,GNW,53.25478723,PuT-Aux
CPT,GNW,51.7575,PuT-Aux
CYP,GNW,48.24198718,PuT-Aux
DMK,GNW,27.22037037,PuT-Aux
EAL,GNW,55.71721763,PuT-Aux
EDR,GNW,62.1089372,PuT-Aux
EPH,GNW,32.65113636,PuT-Aux
ZFD,GNW,24.03333333,PuT-Aux
FPK,GNW,44.95081301,PuT-Aux
FOH,GNW,40.44594595,PuT-Aux
GFD,GNW,65.30719424,PuT-Aux
HKC,GNW,43.4579932,PuT-Aux
HRY,GNW,64.40894737,PuT-Aux
HRW,GNW,63.47624113,PuT-Aux
HOH,GNW,61.61451613,PuT-Aux
HTE,GNW,80.66795866,PuT-Aux
HDL,GNW,78.73466667,PuT-Aux
HHY,GNW,43.79848485,PuT-Aux
HPA,GNW,39.51574074,PuT-Aux
IMW,GNW,64.55181159,PuT-Aux
KPA,GNW,63.00153509,PuT-Aux
KTN,GNW,35.15,PuT-Aux
KBN,GNW,57.729375,PuT-Aux
LEW,GNW,11.3969697,PuT-Aux
LHS,GNW,19.62603306,PuT-Aux
BFR,GNW,35.28359788,PuT-Aux
LBG,GNW,31.08429752,PuT-Aux
CST,GNW,32.52880658,PuT-Aux
CHX,GNW,39.95240113,PuT-Aux
EUS,GNW,40.42633517,PuT-Aux
FST,GNW,32.48107345,PuT-Aux
LOF,GNW,47.96666667,PuT-Aux
KGX,GNW,58.55539216,PuT-Aux
LST,GNW,31.68315665,PuT-Aux
MYB,GNW,45.10365854,PuT-Aux
PAD,GNW,43.69183908,PuT-Aux
STP,GNW,31.3,PuT-Aux
VIC,GNW,39.54032922,PuT-Aux
WAT,GNW,35.53230088,PuT-Aux
WAE,GNW,27.14637681,PuT-Aux
MOG,GNW,30.59630631,PuT-Aux
NXG,GNW,31.17096774,PuT-Aux
NWD,GNW,32.05714286,PuT-Aux
OLD,GNW,32.49391026,PuT-Aux
PMR,GNW,25.96018519,PuT-Aux
PNE,GNW,60.15,PuT-Aux
PUT,GNW,53.87875,PuT-Aux
QRP,GNW,33.19903846,PuT-Aux
REC,GNW,52.99966667,PuT-Aux
RMD,GNW,64.01833333,PuT-Aux
RIC,GNW,76.65992908,PuT-Aux
RMF,GNW,45.51333333,PuT-Aux
SVS,GNW,48.01438356,PuT-Aux
SPB,GNW,49.13671024,PuT-Aux
SLV,GNW,60.10291971,PuT-Aux
SOH,GNW,55.89857143,PuT-Aux
SRU,GNW,71.92226776,PuT-Aux
SBU,GNW,64.76243386,PuT-Aux
SMH,GNW,56.33521505,PuT-Aux
SKW,GNW,57.38115942,PuT-Aux
SRA,GNW,29.62716667,PuT-Aux
SFA,GNW,37.19940476,PuT-Aux
SYD,GNW,45.97515723,PuT-Aux
TEO,GNW,70.08385417,PuT-Aux
TOM,GNW,50.95238095,PuT-Aux
TUR,GNW,67.51243386,PuT-Aux
UPM,GNW,47.59333333,PuT-Aux
VXH,GNW,42.10955285,PuT-Aux
WWR,GNW,48.03888889,PuT-Aux
WNP,GNW,52.93484848,PuT-Aux
WFJ,GNW,71.50515873,PuT-Aux
WMB,GNW,68.33007246,PuT-Aux
WBP,GNW,51.55711382,PuT-Aux
WEH,GNW,33.32678843,PuT-Aux
WHD,GNW,47.652657,PuT-Aux
WHL,GNW,59.53625304,PuT-Aux
WIJ,GNW,63.4264881,PuT-Aux
WIM,GNW,57.09262295,PuT-Aux
WGR,GNW,50.1251773,PuT-Aux
WWA,GNW,18.22982456,PuT-Aux
AMR,HKC,82.0970405,PuT-Aux
ANY,HKC,54.79563107,PuT-Aux
BAL,HKC,43.20847953,PuT-Aux
BKG,HKC,39.38182309,PuT-Aux
BAK,HKC,50.72808989,PuT-Aux
BET,HKC,9.71369863,PuT-Aux
BRX,HKC,32.10723684,PuT-Aux
BCY,HKC,43.02156863,PuT-Aux
BCV,HKC,16.12184685,PuT-Aux
BSH,HKC,65.24444444,PuT-Aux
CBH,HKC,8.933333333,PuT-Aux
CPK,HKC,66.32837838,PuT-Aux
CFO,HKC,78.97144195,PuT-Aux
CHN,HKC,32.71193694,PuT-Aux
CLW,HKC,75.45305907,PuT-Aux
CTK,HKC,35.15943262,PuT-Aux
CLJ,HKC,61.15042735,PuT-Aux
CPT,HKC,10.29166667,PuT-Aux
CYP,HKC,55.97848101,PuT-Aux
DMK,HKC,45.92570281,PuT-Aux
EAL,HKC,46.82747967,PuT-Aux
EDR,HKC,22.37184685,PuT-Aux
EPH,HKC,33.85477502,PuT-Aux
ZFD,HKC,25.41062802,PuT-Aux
FPK,HKC,16.45730838,PuT-Aux
FOH,HKC,47.37807018,PuT-Aux
GFD,HKC,57.39535604,PuT-Aux
GNW,HKC,44.03079096,PuT-Aux
HRY,HKC,33.16751894,PuT-Aux
HRW,HKC,53.98977273,PuT-Aux
HOH,HKC,54.04619391,PuT-Aux
HTE,HKC,63.32837838,PuT-Aux
HDL,HKC,61.32837838,PuT-Aux
HHY,HKC,11.02719298,PuT-Aux
HPA,HKC,46.72757417,PuT-Aux
IMW,HKC,54.76538462,PuT-Aux
KPA,HKC,49.11923077,PuT-Aux
KTN,HKC,29.59111842,PuT-Aux
KBN,HKC,43.7890411,PuT-Aux
LEW,HKC,50.61384615,PuT-Aux
LHS,HKC,34.73452951,PuT-Aux
BFR,HKC,37.34670659,PuT-Aux
LBG,HKC,31.74375,PuT-Aux
CST,HKC,35.03794694,PuT-Aux
CHX,HKC,34.46632883,PuT-Aux
EUS,HKC,21.00635965,PuT-Aux
FST,HKC,37.16506849,PuT-Aux
LOF,HKC,7.166666667,PuT-Aux
KGX,HKC,31.86433333,PuT-Aux
LST,HKC,26.24285121,PuT-Aux
MYB,HKC,31.97238095,PuT-Aux
PAD,HKC,32.93507671,PuT-Aux
STP,HKC,33.93253968,PuT-Aux
VIC,HKC,25.06777778,PuT-Aux
WAT,HKC,37.90093063,PuT-Aux
WAE,HKC,48.52333333,PuT-Aux
MOG,HKC,25.17000649,PuT-Aux
NXG,HKC,40.35056818,PuT-Aux
NWD,HKC,55.63687943,PuT-Aux
OLD,HKC,22.7,PuT-Aux
PMR,HKC,42.8015873,PuT-Aux
PNE,HKC,57.42987013,PuT-Aux
PUT,HKC,62.51770833,PuT-Aux
QRP,HKC,40.81380208,PuT-Aux
REC,HKC,8.358333333,PuT-Aux
RMD,HKC,56.39358974,PuT-Aux
RIC,HKC,70.49839744,PuT-Aux
RMF,HKC,35.52024922,PuT-Aux
SVS,HKC,14.325,PuT-Aux
SPB,HKC,41.9539627,PuT-Aux
SLV,HKC,20.37184685,PuT-Aux
SOH,HKC,43.41164384,PuT-Aux
SRU,HKC,64.55775194,PuT-Aux
SBU,HKC,25.38611111,PuT-Aux
SMH,HKC,11.60833333,PuT-Aux
SKW,HKC,10.09166667,PuT-Aux
SRA,HKC,14.19588745,PuT-Aux
SFA,HKC,21.03596491,PuT-Aux
SYD,HKC,50.10486726,PuT-Aux
TEO,HKC,30.51944444,PuT-Aux
TOM,HKC,21.14149233,PuT-Aux
TUR,HKC,28.13611111,PuT-Aux
UPM,HKC,41.1199005,PuT-Aux
VXH,HKC,27.34555556,PuT-Aux
WWR,HKC,51.98174603,PuT-Aux
WNP,HKC,45.76364653,PuT-Aux
WFJ,HKC,65.26243781,PuT-Aux
WMB,HKC,48.1109589,PuT-Aux
WBP,HKC,51.64166667,PuT-Aux
WCY,HKC,62.75392157,PuT-Aux
WEH,HKC,22.08815789,PuT-Aux
WHD,HKC,41.11022099,PuT-Aux
WHL,HKC,19.80518018,PuT-Aux
WIJ,HKC,38.36,PuT-Aux
WIM,HKC,57.32511737,PuT-Aux
WGR,HKC,48.41688742,PuT-Aux
WWA,HKC,39.93479167,PuT-Aux
AMR,HRY,86.06547619,PuT-Aux
ANY,HRY,73.23045977,PuT-Aux
BAL,HRY,57.68552632,PuT-Aux
BKG,HRY,28.20277778,PuT-Aux
BAK,HRY,57.33218391,PuT-Aux
BET,HRY,38.64848485,PuT-Aux
BRX,HRY,44.33055556,PuT-Aux
BCY,HRY,60.56590909,PuT-Aux
BCV,HRY,31.87528736,PuT-Aux
BSH,HRY,65.39803922,PuT-Aux
CBH,HRY,31.82,PuT-Aux
CPK,HRY,61.24166667,PuT-Aux
CFO,HRY,83.40549828,PuT-Aux
CHN,HRY,48.92307692,PuT-Aux
CLW,HRY,79.90549828,PuT-Aux
CTK,HRY,42.48758865,PuT-Aux
CLJ,HRY,60.62801418,PuT-Aux
CPT,HRY,26.35,PuT-Aux
CYP,HRY,76.60262172,PuT-Aux
DMK,HRY,67.66666667,PuT-Aux
EAL,HRY,63.93888889,PuT-Aux
EDR,HRY,38.18611111,PuT-Aux
EPH,HRY,49.13823529,PuT-Aux
ZFD,HRY,47.9251773,PuT-Aux
FPK,HRY,23.37685185,PuT-Aux
FOH,HRY,64.93023256,PuT-Aux
GFD,HRY,74.46741294,PuT-Aux
GNW,HRY,64.82719298,PuT-Aux
HKC,HRY,35.37191781,PuT-Aux
HRW,HRY,55.20490196,PuT-Aux
HOH,HRY,57.42809917,PuT-Aux
HTE,HRY,58.24166667,PuT-Aux
HDL,HRY,56.24166667,PuT-Aux
HHY,HRY,26.29037037,PuT-Aux
HPA,HRY,64.26590909,PuT-Aux
IMW,HRY,56.52365591,PuT-Aux
KPA,HRY,49.91666667,PuT-Aux
KTN,HRY,34.00892019,PuT-Aux
KBN,HRY,51.5564257,PuT-Aux
LEW,HRY,70.45633013,PuT-Aux
LHS,HRY,56.29297386,PuT-Aux
BFR,HRY,53.37688172,PuT-Aux
LBG,HRY,45.93985507,PuT-Aux
CST,HRY,53.40429553,PuT-Aux
CHX,HRY,42.46702509,PuT-Aux
EUS,HRY,33.38873874,PuT-Aux
FST,HRY,45.13809524,PuT-Aux
LOF,HRY,30.05333333,PuT-Aux
KGX,HRY,39.83333333,PuT-Aux
LST,HRY,47.55606695,PuT-Aux
MYB,HRY,42.72037037,PuT-Aux
PAD,HRY,51.18484848,PuT-Aux
STP,HRY,38.59358974,PuT-Aux
VIC,HRY,37.26203704,PuT-Aux
WAT,HRY,45.28220721,PuT-Aux
WAE,HRY,60.07352941,PuT-Aux
MOG,HRY,47.79807692,PuT-Aux
NXG,HRY,58.13371212,PuT-Aux
NWD,HRY,72.02312925,PuT-Aux
OLD,HRY,40.7084507,PuT-Aux
PMR,HRY,66.05555556,PuT-Aux
PNE,HRY,67.2545977,PuT-Aux
PUT,HRY,65.21368159,PuT-Aux
QRP,HRY,64.61403509,PuT-Aux
REC,HRY,25.75797101,PuT-Aux
RMD,HRY,52.46862745,PuT-Aux
RIC,HRY,74.90350877,PuT-Aux
RMF,HRY,50.48918919,PuT-Aux
SVS,HRY,19.45945946,PuT-Aux
SPB,HRY,47.79230769,PuT-Aux
SLV,HRY,36.2952381,PuT-Aux
SOH,HRY,50.84497992,PuT-Aux
SRU,HRY,82.16785714,PuT-Aux
SBU,HRY,40.97192982,PuT-Aux
SMH,HRY,22.00797101,PuT-Aux
SKW,HRY,24.49130435,PuT-Aux
SRA,HRY,41.49733333,PuT-Aux
SFA,HRY,47.0719697,PuT-Aux
SYD,HRY,67.57015504,PuT-Aux
TEO,HRY,46.10526316,PuT-Aux
TOM,HRY,18.27162162,PuT-Aux
TUR,HRY,43.72192982,PuT-Aux
UPM,HRY,47.01346154,PuT-Aux
VXH,HRY,39.54583333,PuT-Aux
WWR,HRY,67.56111111,PuT-Aux
WNP,HRY,22.8,PuT-Aux
WFJ,HRY,67.437751,PuT-Aux
WMB,HRY,44.06111111,PuT-Aux
WBP,HRY,53.41458333,PuT-Aux
WCY,HRY,79.48703704,PuT-Aux
WEH,HRY,36.77073171,PuT-Aux
WHD,HRY,43.81666667,PuT-Aux
WHL,HRY,35.72857143,PuT-Aux
WIJ,HRY,33.44444444,PuT-Aux
WIM,HRY,69.22629108,PuT-Aux
WGR,HRY,25.18611111,PuT-Aux
WWA,HRY,59.07541667,PuT-Aux
AMR,HRW,52.275,PuT-Aux
ANY,HRW,78.91036036,PuT-Aux
BAL,HRW,53.34473684,PuT-Aux
BKG,HRW,73.83602151,PuT-Aux
BAK,HRW,50.43333333,PuT-Aux
BET,HRW,53.84302326,PuT-Aux
BRX,HRW,44.94814815,PuT-Aux
BCY,HRW,66.29700855,PuT-Aux
BCV,HRW,51.78,PuT-Aux
BSH,HRW,15.61666667,PuT-Aux
CBH,HRW,65.26318408,PuT-Aux
CPK,HRW,13.51666667,PuT-Aux
CFO,HRW,49.23333333,PuT-Aux
CHN,HRW,71.02564103,PuT-Aux
CLW,HRW,45.73333333,PuT-Aux
CTK,HRW,44.53596491,PuT-Aux
CLJ,HRW,40.76547619,PuT-Aux
CPT,HRW,59.14545455,PuT-Aux
CYP,HRW,71.63039216,PuT-Aux
DMK,HRW,63.50507246,PuT-Aux
EAL,HRW,49.68797468,PuT-Aux
EDR,HRW,58.09458874,PuT-Aux
EPH,HRW,49.34178082,PuT-Aux
ZFD,HRW,36.86511628,PuT-Aux
FPK,HRW,34.70720721,PuT-Aux
FOH,HRW,71.33582375,PuT-Aux
GFD,HRW,66.9220339,PuT-Aux
GNW,HRW,61.54806202,PuT-Aux
HKC,HRW,54.61063348,PuT-Aux
HRY,HRW,54.13115942,PuT-Aux
HOH,HRW,26.09319249,PuT-Aux
HTE,HRW,10.51666667,PuT-Aux
HDL,HRW,8.516666667,PuT-Aux
HHY,HRW,34.49444444,PuT-Aux
HPA,HRW,70.55984848,PuT-Aux
IMW,HRW,33.96666667,PuT-Aux
KPA,HRW,27.06666667,PuT-Aux
KTN,HRW,34.89298246,PuT-Aux
KBN,HRW,27.30833333,PuT-Aux
LEW,HRW,68.69015957,PuT-Aux
LHS,HRW,46.18796296,PuT-Aux
BFR,HRW,50.27185792,PuT-Aux
LBG,HRW,40.80855856,PuT-Aux
CST,HRW,51.24272727,PuT-Aux
CHX,HRW,42.77840376,PuT-Aux
EUS,HRW,39.2867284,PuT-Aux
FST,HRW,71.48624595,PuT-Aux
LOF,HRW,63.02701149,PuT-Aux
KGX,HRW,43.07777778,PuT-Aux
LST,HRW,41.14100295,PuT-Aux
MYB,HRW,39.22380952,PuT-Aux
PAD,HRW,35.0875,PuT-Aux
STP,HRW,45.54365079,PuT-Aux
VIC,HRW,37.82789855,PuT-Aux
WAT,HRW,45.15555556,PuT-Aux
WAE,HRW,58.91666667,PuT-Aux
MOG,HRW,40.68963964,PuT-Aux
NXG,HRW,61.48833333,PuT-Aux
NWD,HRW,67.16372549,PuT-Aux
OLD,HRW,35.76756757,PuT-Aux
PMR,HRW,66.01956522,PuT-Aux
PNE,HRW,72.19047619,PuT-Aux
PUT,HRW,48.56666667,PuT-Aux
QRP,HRW,61.13214286,PuT-Aux
REC,HRW,61.36282051,PuT-Aux
RMD,HRW,42.62894737,PuT-Aux
RIC,HRW,40.77553191,PuT-Aux
RMF,HRW,74.36212121,PuT-Aux
SVS,HRW,38.86171171,PuT-Aux
SPB,HRW,51.30929487,PuT-Aux
SLV,HRW,56.09458874,PuT-Aux
SOH,HRW,27.25,PuT-Aux
SRU,HRW,72.26927711,PuT-Aux
SBU,HRW,61.14824561,PuT-Aux
SMH,HRW,58.43333333,PuT-Aux
SKW,HRW,61.32492355,PuT-Aux
SRA,HRW,54.23230453,PuT-Aux
SFA,HRW,62.33146259,PuT-Aux
SYD,HRW,74.57138047,PuT-Aux
TEO,HRW,67.35454545,PuT-Aux
TOM,HRW,41.87407407,PuT-Aux
TUR,HRW,63.89824561,PuT-Aux
UPM,HRW,91.95416667,PuT-Aux
VXH,HRW,40.16666667,PuT-Aux
WWR,HRW,49.80512821,PuT-Aux
WNP,HRW,59.62647059,PuT-Aux
WFJ,HRW,17.13860759,PuT-Aux
WMB,HRW,12.25432099,PuT-Aux
WBP,HRW,30.53333333,PuT-Aux
WCY,HRW,78.01190476,PuT-Aux
WEH,HRW,62.07733333,PuT-Aux
WHD,HRW,41,PuT-Aux
WHL,HRW,55.52792208,PuT-Aux
WIJ,HRW,20.5969697,PuT-Aux
WIM,HRW,60.05648148,PuT-Aux
WGR,HRW,61.82058824,PuT-Aux
WWA,HRW,75.40225694,PuT-Aux
AMR,HOH,32.6969697,PuT-Aux
ANY,HOH,64.28888889,PuT-Aux
BAL,HOH,60.34786325,PuT-Aux
BKG,HOH,67.07291667,PuT-Aux
BAK,HOH,55.75633803,PuT-Aux
BET,HOH,53.92,PuT-Aux
BRX,HOH,47.57739899,PuT-Aux
BCY,HOH,52.07716895,PuT-Aux
BCV,HOH,59.14072165,PuT-Aux
BSH,HOH,38.45765766,PuT-Aux
CBH,HOH,57.28494624,PuT-Aux
CPK,HOH,34.03333333,PuT-Aux
CFO,HOH,30.09803922,PuT-Aux
CHN,HOH,75.60984848,PuT-Aux
CLW,HOH,26.59803922,PuT-Aux
CTK,HOH,40.89298246,PuT-Aux
CLJ,HOH,58.42225434,PuT-Aux
CPT,HOH,62.97898551,PuT-Aux
CYP,HOH,64.4027027,PuT-Aux
DMK,HOH,56.08558559,PuT-Aux
EAL,HOH,58.52438725,PuT-Aux
EDR,HOH,65.31734694,PuT-Aux
EPH,HOH,45.47615176,PuT-Aux
ZFD,HOH,35.62146893,PuT-Aux
FPK,HOH,42.03309002,PuT-Aux
FOH,HOH,56.48401826,PuT-Aux
GFD,HOH,51.44145299,PuT-Aux
GNW,HOH,61.51194969,PuT-Aux
HKC,HOH,55.67553114,PuT-Aux
HRY,HOH,57.77685185,PuT-Aux
HRW,HOH,25.72777778,PuT-Aux
HTE,HOH,31.03333333,PuT-Aux
HDL,HOH,29.03333333,PuT-Aux
HHY,HOH,40.83253968,PuT-Aux
HPA,HOH,55.77716895,PuT-Aux
IMW,HOH,58.76949686,PuT-Aux
KPA,HOH,53.12927928,PuT-Aux
KTN,HOH,45.43850575,PuT-Aux
KBN,HOH,43.52446809,PuT-Aux
LEW,HOH,60.48060897,PuT-Aux
LHS,HOH,56.86770186,PuT-Aux
BFR,HOH,46.34271845,PuT-Aux
LBG,HOH,39.72473118,PuT-Aux
CST,HOH,47.18420635,PuT-Aux
CHX,HOH,39.82080537,PuT-Aux
EUS,HOH,41.17595745,PuT-Aux
FST,HOH,64.27213115,PuT-Aux
LOF,HOH,57.88697917,PuT-Aux
KGX,HOH,52.15,PuT-Aux
LST,HOH,41.37394958,PuT-Aux
MYB,HOH,32.64575163,PuT-Aux
PAD,HOH,32.49219114,PuT-Aux
STP,HOH,43.82368421,PuT-Aux
VIC,HOH,40.42701363,PuT-Aux
WAT,HOH,39.00876623,PuT-Aux
WAE,HOH,56.67735043,PuT-Aux
MOG,HOH,40.39061625,PuT-Aux
NXG,HOH,49.34726027,PuT-Aux
NWD,HOH,63.24487179,PuT-Aux
OLD,HOH,44.08412073,PuT-Aux
PMR,HOH,52.71171171,PuT-Aux
PNE,HOH,69.72272727,PuT-Aux
PUT,HOH,62.4972973,PuT-Aux
QRP,HOH,50.88596491,PuT-Aux
REC,HOH,59.03125,PuT-Aux
RMD,HOH,61.09607843,PuT-Aux
RIC,HOH,21.67,PuT-Aux
RMF,HOH,71.89671362,PuT-Aux
SVS,HOH,46.05291005,PuT-Aux
SPB,HOH,53.54221411,PuT-Aux
SLV,HOH,63.31734694,PuT-Aux
SOH,HOH,44.91914894,PuT-Aux
SRU,HOH,45.11220657,PuT-Aux
SBU,HOH,68.52978723,PuT-Aux
SMH,HOH,58.53227848,PuT-Aux
SKW,HOH,59.14219409,PuT-Aux
SRA,HOH,52.60151007,PuT-Aux
SFA,HOH,57.2483871,PuT-Aux
SYD,HOH,59.11438356,PuT-Aux
TEO,HOH,73.66312057,PuT-Aux
TOM,HOH,48.95489418,PuT-Aux
TUR,HOH,71.27978723,PuT-Aux
UPM,HOH,77.6,PuT-Aux
VXH,HOH,42.77005109,PuT-Aux
WWR,HOH,61.9375,PuT-Aux
WNP,HOH,67.62051282,PuT-Aux
WFJ,HOH,41.50888889,PuT-Aux
WMB,HOH,28.94324324,PuT-Aux
WBP,HOH,51.21020115,PuT-Aux
WCY,HOH,70.10277778,PuT-Aux
WEH,HOH,51.61015982,PuT-Aux
WHD,HOH,22.82951807,PuT-Aux
WHL,HOH,62.75068027,PuT-Aux
WIJ,HOH,38.86812298,PuT-Aux
WIM,HOH,63.8779661,PuT-Aux
WGR,HOH,68.11025641,PuT-Aux
WWA,HOH,65.65376344,PuT-Aux
AMR,HTE,62.29583333,PuT-Aux
ANY,HTE,97.93666667,PuT-Aux
BAL,HTE,75.11842105,PuT-Aux
BKG,HTE,94.67792793,PuT-Aux
BAK,HTE,60.57222222,PuT-Aux
BET,HTE,73.97222222,PuT-Aux
BRX,HTE,62.58153153,PuT-Aux
BCY,HTE,81.65333333,PuT-Aux
BCV,HTE,65.13828829,PuT-Aux
BSH,HTE,12.2,PuT-Aux
CBH,HTE,78.78505747,PuT-Aux
CPK,HTE,7.766666667,PuT-Aux
CFO,HTE,58.55789474,PuT-Aux
CHN,HTE,85.05243902,PuT-Aux
CLW,HTE,55.05789474,PuT-Aux
CTK,HTE,61.15396825,PuT-Aux
CLJ,HTE,50.90343137,PuT-Aux
CPT,HTE,76.54736842,PuT-Aux
CYP,HTE,76.37011494,PuT-Aux
DMK,HTE,73.30686275,PuT-Aux
EAL,HTE,54.9545045,PuT-Aux
EDR,HTE,71.32300469,PuT-Aux
EPH,HTE,62.31097561,PuT-Aux
ZFD,HTE,55.98531746,PuT-Aux
FPK,HTE,53.81552707,PuT-Aux
FOH,HTE,85.38125,PuT-Aux
GFD,HTE,66.32291667,PuT-Aux
GNW,HTE,80.91894484,PuT-Aux
HKC,HTE,63.53108108,PuT-Aux
HRY,HTE,68.1375,PuT-Aux
HRW,HTE,9.516666667,PuT-Aux
HOH,HTE,31.99166667,PuT-Aux
HDL,HTE,6.766666667,PuT-Aux
HHY,HTE,54.51875,PuT-Aux
HPA,HTE,85.02,PuT-Aux
IMW,HTE,44.58921569,PuT-Aux
KPA,HTE,38.47727273,PuT-Aux
KTN,HTE,53.73559871,PuT-Aux
KBN,HTE,32.07222222,PuT-Aux
LEW,HTE,83.10154915,PuT-Aux
LHS,HTE,65.77397661,PuT-Aux
BFR,HTE,67.70757576,PuT-Aux
LBG,HTE,59.82991453,PuT-Aux
CST,HTE,71.54977169,PuT-Aux
CHX,HTE,56.12777778,PuT-Aux
EUS,HTE,57.61960784,PuT-Aux
FST,HTE,97.58072917,PuT-Aux
LOF,HTE,77.0183908,PuT-Aux
KGX,HTE,63.8372807,PuT-Aux
LST,HTE,60.13907469,PuT-Aux
MYB,HTE,45.13888889,PuT-Aux
PAD,HTE,40.95555556,PuT-Aux
STP,HTE,63.57575758,PuT-Aux
VIC,HTE,55.67483974,PuT-Aux
WAT,HTE,57.42777778,PuT-Aux
WAE,HTE,72.00714286,PuT-Aux
MOG,HTE,59.39091667,PuT-Aux
NXG,HTE,79.33484848,PuT-Aux
NWD,HTE,85.01666667,PuT-Aux
OLD,HTE,54.56298077,PuT-Aux
PMR,HTE,76.25714286,PuT-Aux
PNE,HTE,85.65416667,PuT-Aux
PUT,HTE,61.81929825,PuT-Aux
QRP,HTE,80.06666667,PuT-Aux
REC,HTE,72.33397436,PuT-Aux
RMD,HTE,51.93888889,PuT-Aux
RIC,HTE,50.62083333,PuT-Aux
RMF,HTE,88.26764706,PuT-Aux
SVS,HTE,57.98974359,PuT-Aux
SPB,HTE,61.83645833,PuT-Aux
SLV,HTE,69.32300469,PuT-Aux
SOH,HTE,33.72222222,PuT-Aux
SRU,HTE,71.9,PuT-Aux
SBU,HTE,74.65555556,PuT-Aux
SMH,HTE,70.02101449,PuT-Aux
SKW,HTE,72.1468254,PuT-Aux
SRA,HTE,69.80291262,PuT-Aux
SFA,HTE,77.06,PuT-Aux
SYD,HTE,86.90022831,PuT-Aux
TEO,HTE,79.78888889,PuT-Aux
TOM,HTE,60.96081871,PuT-Aux
TUR,HTE,77.40555556,PuT-Aux
UPM,HTE,109.25,PuT-Aux
VXH,HTE,57.96346154,PuT-Aux
WWR,HTE,65.63333333,PuT-Aux
WNP,HTE,82.72727273,PuT-Aux
WFJ,HTE,16.68571429,PuT-Aux
WMB,HTE,17.67945736,PuT-Aux
WBP,HTE,41.91568627,PuT-Aux
WCY,HTE,85.16884058,PuT-Aux
WEH,HTE,78.42844203,PuT-Aux
WHD,HTE,46.25873016,PuT-Aux
WHL,HTE,68.75633803,PuT-Aux
WIJ,HTE,26.025,PuT-Aux
WIM,HTE,60.1647619,PuT-Aux
WGR,HTE,84.9245614,PuT-Aux
WWA,HTE,89.36376147,PuT-Aux
AMR,HDL,60.29784946,PuT-Aux
ANY,HDL,95.93666667,PuT-Aux
BAL,HDL,72.98863636,PuT-Aux
BKG,HDL,92.69429224,PuT-Aux
BAK,HDL,58.57222222,PuT-Aux
BET,HDL,73.55345912,PuT-Aux
BRX,HDL,61.0797619,PuT-Aux
BCY,HDL,79.65333333,PuT-Aux
BCV,HDL,63.10570776,PuT-Aux
BSH,HDL,14.2,PuT-Aux
CBH,HDL,76.78505747,PuT-Aux
CPK,HDL,9.766666667,PuT-Aux
CFO,HDL,56.55789474,PuT-Aux
CHN,HDL,83.75126582,PuT-Aux
CLW,HDL,53.05789474,PuT-Aux
CTK,HDL,58.51415525,PuT-Aux
CLJ,HDL,48.90343137,PuT-Aux
CPT,HDL,74.54736842,PuT-Aux
CYP,HDL,74.37011494,PuT-Aux
DMK,HDL,70.99090909,PuT-Aux
EAL,HDL,52.9545045,PuT-Aux
EDR,HDL,69.28809524,PuT-Aux
EPH,HDL,60.05555556,PuT-Aux
ZFD,HDL,54.02886598,PuT-Aux
FPK,HDL,52.61949686,PuT-Aux
FOH,HDL,83.38125,PuT-Aux
GFD,HDL,64.32291667,PuT-Aux
GNW,HDL,79.62299742,PuT-Aux
HKC,HDL,61.53108108,PuT-Aux
HRY,HDL,66.1375,PuT-Aux
HRW,HDL,7.516666667,PuT-Aux
HOH,HDL,29.99166667,PuT-Aux
HTE,HDL,6.766666667,PuT-Aux
HHY,HDL,52.82564103,PuT-Aux
HPA,HDL,83.02,PuT-Aux
IMW,HDL,42.58921569,PuT-Aux
KPA,HDL,36.47727273,PuT-Aux
KTN,HDL,52.57903226,PuT-Aux
KBN,HDL,30.07222222,PuT-Aux
LEW,HDL,81.71284349,PuT-Aux
LHS,HDL,64.70669782,PuT-Aux
BFR,HDL,65.70757576,PuT-Aux
LBG,HDL,58.36746032,PuT-Aux
CST,HDL,67.23555556,PuT-Aux
CHX,HDL,54.12777778,PuT-Aux
EUS,HDL,56.05726496,PuT-Aux
FST,HDL,95.58072917,PuT-Aux
LOF,HDL,75.0183908,PuT-Aux
KGX,HDL,63.70650407,PuT-Aux
LST,HDL,58.46774629,PuT-Aux
MYB,HDL,43.13888889,PuT-Aux
PAD,HDL,38.95555556,PuT-Aux
STP,HDL,62.16290727,PuT-Aux
VIC,HDL,53.83787879,PuT-Aux
WAT,HDL,55.42777778,PuT-Aux
WAE,HDL,71.01197917,PuT-Aux
MOG,HDL,57.97104762,PuT-Aux
NXG,HDL,77.33484848,PuT-Aux
NWD,HDL,83.9504902,PuT-Aux
OLD,HDL,53.5359375,PuT-Aux
PMR,HDL,73.94411765,PuT-Aux
PNE,HDL,83.65416667,PuT-Aux
PUT,HDL,59.81929825,PuT-Aux
QRP,HDL,77.696875,PuT-Aux
REC,HDL,70.33397436,PuT-Aux
RMD,HDL,49.93888889,PuT-Aux
RIC,HDL,48.62083333,PuT-Aux
RMF,HDL,86.99259259,PuT-Aux
SVS,HDL,56.84571865,PuT-Aux
SPB,HDL,59.59346847,PuT-Aux
SLV,HDL,67.28809524,PuT-Aux
