TIPLOC_PlatformID,TIPLOC,PlatformID,StartDate,PlatformLength,PassengerDOO,NonPassengerDOO,index_TIPLOC,index_PlatformID,index,Easting,Northing,Quality
ABDO_1,ABDO,1,2021-12-12,0,False,False,11248,7,11248007,319104.2741052365,685426.7495135117,2
ABDO_2,ABDO,2,2021-12-12,0,False,False,11248,70,11248070,319125.60785491625,685450.4591813855,2
ABRDEEN_2,ABRDEEN,2,1995-01-01,0,False,True,12538,70,12538070,394212.1149298643,805742.2655995802,2
ABRDEEN_3,ABRDEEN,3,1995-01-01,0,False,True,12538,90,12538090,394205.8330967437,805719.17906379,2
ABRDEEN_4,ABRDEEN,4,1995-01-01,0,False,True,12538,104,12538104,394205.8330967437,805719.17906379,2
ABRDEEN_5,ABRDEEN,5,1995-01-01,0,False,True,12538,117,12538117,394198.5202051344,805704.9083831126,2
ABRDEEN_6,ABRDEEN,6,1995-01-01,0,False,True,12538,128,12538128,394106.5019891324,805859.1064110124,1
ABRDEEN_6N,ABRDEEN,6N,1995-01-01,0,False,True,12538,135,12538135,394106.5019891324,805859.1064110124,2
ABRDEEN_6S,ABRDEEN,6S,1995-01-01,0,False,True,12538,138,12538138,394195.68778592045,805703.7821835687,2
ABRDEEN_7,ABRDEEN,7,1995-01-01,0,False,True,12538,140,12538140,394095.2619103158,805852.3440212818,1
ABRDEEN_7N,ABRDEEN,7N,1995-01-01,0,False,True,12538,147,12538147,394095.2619103158,805852.3440212818,2
ABRDEEN_7S,ABRDEEN,7S,1995-01-01,0,False,True,12538,149,12538149,394173.7251016728,805733.6352173407,2
ABRGVNY_1,ABRGVNY,1,2021-12-12,0,False,False,11416,7,11416007,330541.54656758666,213751.0854135978,2
ABRGVNY_2,ABRGVNY,2,2021-12-12,0,False,False,11416,70,11416070,330551.4030448302,213675.7120695003,2
ABWD_1,ABWD,1,2012-09-12,0,False,True,15371,7,15371007,547233.9310114048,179014.60524981446,2
ABWD_2,ABWD,2,2012-09-12,0,False,True,15371,70,15371070,547233.8168509505,179018.77419171343,2
ABWDXR_3,ABWDXR,3,2018-05-20,0,False,False,15370,90,15370090,547232.6933941775,179030.549431644,2
ABWDXR_4,ABWDXR,4,2018-05-20,0,False,False,15370,104,15370104,547232.4773486109,179033.8079723372,2
ACHANLT_1,ACHANLT,1,2019-05-19,0,False,False,10174,7,10174007,226040.05974777875,861475.423593686,2
ACHHSHL_1,ACHHSHL,1,2019-05-19,0,False,False,10080,7,10080007,200294.55009015623,848439.2626447869,2
ACHILCK_1,ACHILCK,1,2019-12-15,0,False,False,10431,7,10431007,254986.47661182884,621946.0019256554,2
ACHILCK_2,ACHILCK,2,2019-12-15,0,False,False,10431,70,10431070,254982.58869833854,621957.8584748323,2
ACHNSHN_1,ACHNSHN,1,2019-05-19,0,False,False,10128,7,10128007,216388.65264885325,858510.1988497886,2
ACHNSHN_2,ACHNSHN,2,2019-05-19,0,False,False,10128,70,10128070,216431.625881969,858531.6471431621,2
ACOCKSG_2,ACOCKSG,2,2020-12-12,0,False,False,12812,70,12812070,412434.15195835126,283491.62839013553,2
ACRNGTN_1,ACRNGTN,1,1995-01-01,0,False,False,12195,7,12195007,375678.0487752535,428558.2143525985,2
ACRNGTN_2,ACRNGTN,2,1995-01-01,0,False,False,12195,70,12195070,375684.5933215096,428546.41562462284,2
ACTNCTL_1,ACTNCTL,1,2013-08-12,0,False,False,14573,7,14573007,520656.430035447,180260.159253412,2
ACTNCTL_2,ACTNCTL,2,2013-08-12,0,False,False,14573,70,14573070,520642.290618303,180252.8691676036,2
ACTONML_2,ACTONML,2,2017-10-12,0,False,False,14565,70,14565070,520288.23083269416,181201.65622963826,2
ACTONML_3,ACTONML,3,2017-10-12,0,False,False,14565,90,14565090,520257.9582895431,181194.4273715613,2
ADIEWEL_1,ADIEWEL,1,2019-05-19,0,False,False,11017,7,11017007,299502.83387950156,662290.455514806,2
ADIEWEL_2,ADIEWEL,2,2019-05-19,0,False,False,11017,70,11017070,299495.22864063905,662303.3922001736,2
ADWICK_1,ADWICK,1,1999-01-01,0,False,False,13627,7,13627007,454410.59141837765,408686.43105537107,2
ADWICK_2,ADWICK,2,1999-01-01,0,False,False,13627,70,13627070,454402.81123895076,408680.3288734313,2
AGHTNPH_1,AGHTNPH,1,1995-01-01,0,False,True,11647,7,11647007,340796.3438992792,406777.16882313613,2
AGHTNPH_2,AGHTNPH,2,1995-01-01,0,False,True,11647,70,11647070,340788.48465020617,406781.50484229607,2
AIGBURT_1,AIGBURT,1,1995-01-01,0,False,True,11601,7,11601007,338454.51636725763,385689.2784751745,2
AIGBURT_2,AIGBURT,2,1995-01-01,0,False,True,11601,70,11601070,338449.6772114533,385678.72064565803,2
AINSDAL_1,AINSDAL,1,1995-01-01,0,False,True,11446,7,11446007,331089.8268976853,412176.0091117824,2
AINSDAL_2,AINSDAL,2,1995-01-01,0,False,True,11446,70,11446070,331076.12515892833,412170.3152435205,2
AINTREE_1,AINTREE,1,1995-01-01,0,False,True,11575,7,11575007,336631.21802408365,397891.8819295587,2
AINTREE_2,AINTREE,2,1995-01-01,0,False,True,11575,70,11575070,336616.17157826165,397894.6400924595,2
AIRDRIE_1,AIRDRIE,1,1995-01-01,0,False,True,10773,7,10773007,276020.2232722308,665204.6851741974,2
AIRDRIE_1F,AIRDRIE,1F,1995-01-01,0,False,True,10773,59,10773059,276020.2232722308,665204.6851741974,1
AIRDRIE_2,AIRDRIE,2,1995-01-01,0,False,True,10773,70,10773070,276030.6402544394,665210.9661582897,2
AIRDRIE_3,AIRDRIE,3,1995-01-01,0,False,True,10773,90,10773090,276055.7484540652,665223.6670570227,2
ALDEDGE_1,ALDEDGE,1,2021-05-16,0,False,False,12315,7,12315007,384336.3804,378611.10135,2
ALDEDGE_2,ALDEDGE,2,2021-05-16,0,False,False,12315,70,12315070,384344.78485,378608.4201,2
ALDMSTN_1,ALDMSTN,1,1999-01-01,0,False,False,13798,7,13798007,460159.9889087868,167383.23385467546,2
ALDMSTN_2,ALDMSTN,2,1999-01-01,0,False,False,13798,70,13798070,460166.60480348585,167376.0917666262,2
ALDRSHT_1,ALDRSHT,1,1995-01-01,77,False,True,14062,7,14062007,486650.06592950015,150419.20417007006,2
ALDRSHT_2,ALDRSHT,2,1995-01-01,77,False,True,14062,70,14062070,486655.96992878447,150406.32697624064,2
ALDRSHT_3,ALDRSHT,3,1995-01-01,77,False,True,14062,90,14062090,486655.96992878447,150406.32697624064,2
ALERTN_1,ALERTN,1,1995-01-01,125,False,True,11656,7,11656007,340920.54945388547,384992.4415774357,2
ALERTN_2,ALERTN,2,1995-01-01,138,False,True,11656,70,11656070,340914.4672885246,384983.4253451986,2
ALERTN_3,ALERTN,3,1995-01-01,138,False,True,11656,90,11656090,340911.0899918324,384980.0700426502,2
ALERTN_4,ALERTN,4,1995-01-01,118,False,True,11656,104,11656104,340901.6065028047,384973.62613694265,2
ALEXNDP_1,ALEXNDP,1,2012-09-12,0,False,True,14876,7,14876007,530286.1661455908,190492.17883004644,2
ALEXNDP_2,ALEXNDP,2,2012-09-12,0,False,True,14876,70,14876070,530275.9352383276,190485.03061229613,2
ALEXNDP_3,ALEXNDP,3,2012-09-12,0,False,True,14876,90,14876090,530266.47442231,190468.34261499078,2
ALEXNDP_4,ALEXNDP,4,2012-09-12,0,False,True,14876,104,14876104,530262.6986238498,190466.26047209025,2
ALLENSW_1,ALLENSW,1,2012-09-12,0,True,False,13303,7,13303007,441382.63422633783,514538.24559512746,2
ALLENSW_2,ALLENSW,2,2012-09-12,0,True,False,13303,70,13303070,441362.7184887439,514543.80691941554,2
ALLOA_1,ALLOA,1,2016-11-12,0,False,False,10892,7,10892007,288897.71998234466,693126.7752877349,2
ALNESS_1,ALNESS,1,2019-05-19,0,False,False,10626,7,10626007,265981.2377208092,869405.6335472771,2
ALNMOTH_1,ALNMOTH,1,2011-11-12,0,True,False,12956,7,12956007,423092.9499161685,611066.0467504982,2
ALNMOTH_2,ALNMOTH,2,2011-11-12,0,True,False,12956,70,12956070,423085.96190502145,611059.8562925542,2
ALTNBRC_1,ALTNBRC,1,2019-05-19,0,False,False,11025,7,11025007,300353.88621699717,945683.4553362352,2
ALTON_1,ALTON,1,1995-01-01,0,False,False,13929,7,13929007,472350.76152119046,139711.7245547719,2
ALTON_2,ALTON,2,1995-01-01,0,False,False,13929,70,13929070,472366.12905174366,139710.8036325497,2
ALTPE_1,ALTPE,1,1995-01-01,0,False,False,14042,7,14042007,483944.9349352971,410632.418389307,2
ALTPE_2,ALTPE,2,1995-01-01,0,False,False,14042,70,14042070,483947.31950464373,410620.38425046287,2
ALVCHRC_1,ALVCHRC,1,2014-12-14,149,False,False,12661,7,12661007,402276.0556019642,272064.01213396795,2
ALVCHRC_2,ALVCHRC,2,2014-12-14,150,False,False,12661,70,12661070,402281.2179739664,272091.581312193,2
AMBERGT_1,AMBERGT,1,2020-05-17,0,False,False,13167,7,13167007,434889.3982025558,351577.7798792577,2
ANDOVER_1,ANDOVER,1,2007-09-12,0,False,False,13183,7,13183007,435488.48565351265,145924.86882736674,2
ANDOVER_2,ANDOVER,2,2007-09-12,0,False,False,13183,70,13183070,435555.07775418967,145950.28615721173,2
ANDRSTN_1,ANDRSTN,1,2015-12-13,0,False,False,10489,7,10489007,258016.2239235521,665284.6931199695,2
ANDRSTN_2,ANDRSTN,2,2015-12-13,0,False,False,10489,70,10489070,258015.50467575944,665277.4341364754,2
ANERLEY_1,ANERLEY,1,2011-05-22,0,False,False,15050,7,15050007,534617.0991605688,169947.99714255956,2
ANERLEY_2,ANERLEY,2,2011-05-22,0,False,False,15050,70,15050070,534629.2821309298,169936.39408270878,2
ANNAN_1,ANNAN,1,2019-12-15,0,False,False,11249,7,11249007,319279.057890248,566172.3031132743,2
ANNAN_2,ANNAN,2,2019-12-15,0,False,False,11249,70,11249070,319244.0825427888,566174.9048314358,2
ANSDELL_1,ANSDELL,1,1995-01-01,0,False,False,11536,7,11536007,334561.5501349576,427712.7204161671,2
ANSL_1,ANSL,1,2014-12-14,0,False,False,10428,7,10428007,254921.7252161737,668771.4172649928,2
ANSL_2,ANSL,2,2014-12-14,0,False,False,10428,70,10428070,254894.25362183875,668736.2518863727,2
ANSL_3,ANSL,3,2014-12-14,0,False,False,10428,90,10428090,254940.40698858816,668809.5252210062,2
APERLYB_1,APERLYB,1,2015-05-17,0,False,False,12908,7,12908007,419292.21358735766,438498.69283416786,2
APERLYB_2,APERLYB,2,2015-05-17,0,False,False,12908,70,12908070,419463.46306249895,438439.70605157333,2
APLYBDG_1,APLYBDG,1,2021-05-16,0,False,False,11865,7,11865007,352446.00722981454,409374.20460407215,2
APLYBDG_2,APLYBDG,2,2021-05-16,0,False,False,11865,70,11865070,352442.89776053163,409364.8309641121,2
APPLEFD_1,APPLEFD,1,1999-01-01,0,False,False,13570,7,13570007,452522.4054603392,193674.82597213233,2
APPLEFD_2,APPLEFD,2,1999-01-01,0,False,False,13570,70,13570070,452513.576439678,193676.34163448878,2
ARBROTH_1,ARBROTH,1,2011-05-22,0,False,False,12026,7,12026007,363876.2390430839,740955.0535172835,2
ARBROTH_2,ARBROTH,2,2011-05-22,0,False,False,12026,70,12026070,363879.7428831492,740993.0626033365,2
ARCHRAT_1,ARCHRAT,1,2019-05-19,0,False,False,10217,7,10217007,231161.518847637,704514.2006041191,2
ARCHRAT_2,ARCHRAT,2,2019-05-19,0,False,False,10217,70,10217070,231159.78333831724,704516.9858350079,2
ARDGAY_1,ARDGAY,1,2019-05-19,0,False,False,10548,7,10548007,260044.0059695865,890430.9352821445,2
ARDGAY_2,ARDGAY,2,2019-05-19,0,False,False,10548,70,10548070,260014.35156968943,890463.2536001338,2
ARDLUI_1,ARDLUI,1,2019-05-19,0,False,False,10223,7,10223007,231705.96885925008,715485.2032252476,2
ARDLUI_2,ARDLUI,2,2019-05-19,0,False,False,10223,70,10223070,231701.7623925129,715483.4884154181,2
ARISAIG_1,ARISAIG,1,2019-05-19,0,False,False,10015,7,10015007,166363.89763576014,786744.9485850444,2
ARISAIG_2,ARISAIG,2,2019-05-19,0,False,False,10015,70,10015070,166378.64926297803,786751.7465278248,2
ARMTHWT_1,ARMTHWT,1,1995-01-01,0,False,False,11815,7,11815007,350477.69924047776,546332.701406833,2
ARMTHWT_2,ARMTHWT,2,1995-01-01,0,False,False,11815,70,11815070,350468.4564879467,546337.0383552626,2
ASCOT_1,ASCOT,1,1995-01-01,52,False,True,14131,7,14131007,492168.7743806737,168299.0593881688,2
ASCOT_2,ASCOT,2,1995-01-01,52,False,True,14131,70,14131070,492168.07641653094,168296.08651811603,2
ASCOT_3,ASCOT,3,1995-01-01,52,False,True,14131,90,14131090,492150.00464964507,168286.1895415437,2
ASCTUWD_1,ASCTUWD,1,2011-05-22,0,False,False,13082,7,13082007,430112.26300658315,218846.8560032755,2
ASCTUWD_2,ASCTUWD,2,2011-05-22,0,False,False,13082,70,13082070,430124.9562137152,218864.87486618268,2
ASFIELD_1,ASFIELD,1,2019-05-19,0,False,False,10532,7,10532007,259491.52971995907,668475.3225501896,2
ASFIELD_2,ASFIELD,2,2019-05-19,0,False,False,10532,70,10532070,259489.74100435775,668465.7235133359,2
ASHBRYS_1,ASHBRYS,1,2019-12-15,0,False,False,12390,7,12390007,387120.2069771523,397256.0848126317,2
ASHBRYS_2,ASHBRYS,2,2019-12-15,0,False,False,12390,70,12390070,387119.91674177995,397247.009385786,2
ASHCHRC_1,ASHCHRC,1,1999-01-01,0,False,False,12505,7,12505007,392627.189223238,233418.54430092804,2
ASHCHRC_2,ASHCHRC,2,1999-01-01,0,False,False,12505,70,12505070,392636.2112836845,233417.50760849597,2
ASHFKI_3,ASHFKI,3,1995-01-01,0,False,True,15780,90,15780090,601234.5611984371,142153.3009461132,2
ASHFKI_4,ASHFKI,4,1995-01-01,0,False,True,15780,104,15780104,601234.5611984371,142153.3009461132,2
ASHFKY_1,ASHFKY,1,1995-01-01,0,False,True,15780,7,15780007,601193.2491106845,142150.05564286013,2
ASHFKY_2,ASHFKY,2,1995-01-01,0,False,True,15780,70,15780070,601193.2491106845,142150.05564286013,2
ASHFKY_5,ASHFKY,5,1995-01-01,0,False,True,15780,117,15780117,601296.1526021853,142131.53889696757,2
ASHFKY_6,ASHFKY,6,1995-01-01,0,False,True,15780,128,15780128,601296.1526021853,142131.53889696757,2
ASTON_1,ASTON,1,2011-05-22,0,False,False,12737,7,12737007,408755.76656174666,289655.4039780117,2
ASTON_2,ASTON,2,2011-05-22,0,False,False,12737,70,12737070,408765.0664958271,289658.93655594776,2
ATADALE_1,ATADALE,1,2019-05-19,0,False,False,10061,7,10061007,192466.0125649582,839064.0593657766,2
ATHERTN_1,ATHERTN,1,2021-05-16,0,False,False,12073,7,12073007,368418.49907375453,403713.9772888897,2
ATHERTN_2,ATHERTN,2,2021-05-16,0,False,False,12073,70,12073070,368417.1505016871,403708.67876101227,2
AUDLEYE_1,AUDLEYE,1,1995-01-01,0,False,False,15428,7,15428007,551594.845226088,236324.24196943,2
AUDLEYE_2,AUDLEYE,2,1995-01-01,0,False,False,15428,70,15428070,551587.0006315894,236324.3971822848,2
AVIEMRE_1,AVIEMRE,1,2015-12-13,0,False,False,10900,7,10900007,289562.64032345917,812372.7939966983,2
AVIEMRE_2,AVIEMRE,2,2015-12-13,0,False,False,10900,70,10900070,289574.1290818259,812362.9539417118,2
AVIEMRE_3,AVIEMRE,3,2015-12-13,0,False,False,10900,90,10900090,289580.95159462496,812362.3623379031,2
AVNCLFF_1,AVNCLFF,1,1999-01-01,0,False,False,12263,7,12263007,380463.11160498357,160086.51436526654,2
AVNCLFF_2,AVNCLFF,2,1999-01-01,0,False,False,12263,70,12263070,380460.11841950606,160094.38808462114,2
AVONMTH_1,AVONMTH,1,2015-05-17,0,False,False,11836,7,11836007,351565.46976013517,178119.24417058576,2
AVONMTH_2,AVONMTH,2,2015-05-17,0,False,False,11836,70,11836070,351590.3679257864,178096.56687499053,2
AXMNSTR_1,AXMNSTR,1,1999-01-01,0,False,False,11371,7,11371007,329246.4028601098,98192.06039705311,2
AXMNSTR_2,AXMNSTR,2,1999-01-01,0,False,False,11371,70,11371070,329218.78180527664,98159.99856492292,2
AYLSBRS_1,AYLSBRS,1,2013-08-12,0,False,False,14019,7,14019007,481828.9463598285,213417.21477826915,2
AYLSBRY_1,AYLSBRY,1,1995-01-01,0,False,True,14023,7,14023007,481828.9463598285,213417.21477826915,2
AYLSBRY_2,AYLSBRY,2,1995-01-01,0,False,True,14023,70,14023070,481831.0830206289,213421.214161545,2
AYLSBRY_3,AYLSBRY,3,1995-01-01,0,False,True,14023,90,14023090,481836.4841444504,213430.1580426768,2
AYRR_1,AYRR,1,1995-01-01,0,False,True,10245,7,10245007,234080.23783727837,621459.0931525684,2
AYRR_2,AYRR,2,1995-01-01,0,False,True,10245,70,10245070,234085.87409431775,621455.7675299115,2
AYRR_3,AYRR,3,1995-01-01,0,False,True,10245,90,10245090,234075.75591260384,621418.7212042824,2
AYRR_3N,AYRR,3N,1995-01-01,0,False,True,10245,98,10245098,234075.75591260384,621418.7212042824,1
AYRR_4,AYRR,4,1995-01-01,0,False,True,10245,104,10245104,234083.41969918436,621413.8817035491,2
BACHE_1,BACHE,1,1995-01-01,0,False,True,11642,7,11642007,340562.3559148504,368296.6105796455,2
BACHE_2,BACHE,2,1995-01-01,0,False,True,11642,70,11642070,340554.1826554342,368293.95698562387,2
BAILDON_1,BAILDON,1,1999-01-01,0,False,False,12870,7,12870007,416308.09970819106,439369.76994476037,2
BALCOMB_1,BALCOMB,1,2021-05-16,0,False,False,14893,7,14893007,530652.0642154453,130143.15736867831,2
BALCOMB_2,BALCOMB,2,2021-05-16,0,False,False,14893,70,14893070,530665.4504028215,130127.25703702046,2
BALDOCK_1,BALDOCK,1,2019-12-15,0,False,False,14682,7,14682007,524588.1033857174,234279.34507300495,2
BALDOCK_2,BALDOCK,2,2019-12-15,0,False,False,14682,70,14682070,524586.8766970716,234289.00782753233,2
BALHAM_1,BALHAM,1,2011-05-22,0,False,False,14794,7,14794007,528465.7205702044,173221.1033124319,2
BALHAM_2,BALHAM,2,2011-05-22,0,False,False,14794,70,14794070,528472.2124399571,173217.50205895293,2
BALHAM_3,BALHAM,3,2011-05-22,0,False,False,14794,90,14794090,528596.8115318691,173145.74623648025,2
BALHAM_4,BALHAM,4,2011-05-22,0,False,False,14794,104,14794104,528596.0226030636,173142.29742367845,2
BALMOSS_1,BALMOSS,1,2019-12-15,0,False,False,11772,7,11772007,348470.0883000127,731718.9306933095,2
BALMOSS_2,BALMOSS,2,2019-12-15,0,False,False,11772,70,11772070,348433.812239261,731709.7613656452,2
BAMFORD_1,BAMFORD,1,1995-01-01,0,False,False,12927,7,12927007,420801.1702687323,382495.44452330546,2
BAMFORD_2,BAMFORD,2,1995-01-01,0,False,False,12927,70,12927070,420806.4793884501,382504.5281068272,2
BANAVIE_1,BANAVIE,1,2019-05-19,0,False,False,10113,7,10113007,211274.0495702528,776760.8004963386,2
BANGOR_1,BANGOR,1,2011-05-22,0,False,False,10473,7,10473007,257535.40071584444,371650.02487327,2
BANGOR_2,BANGOR,2,2011-05-22,0,False,False,10473,70,10473070,257529.7465973503,371623.3722333828,2
BARASIE_1,BARASIE,1,2015-12-13,0,False,False,10239,7,10239007,232880.17614161014,632951.7983105386,2
BARASIE_2,BARASIE,2,2015-12-13,0,False,False,10239,70,10239070,232889.5167757282,632951.8022401601,2
BARELA_1,BARELA,1,2001-05-20,0,False,False,11728,7,11728007,345461.62175843463,464630.21439258417,2
BARELA_2,BARELA,2,2001-05-20,0,False,False,11728,70,11728070,345466.77181035175,464622.0336853896,2
BARGOED_1,BARGOED,1,1995-01-01,0,False,False,11185,7,11185007,315109.6442941864,200026.27685759705,2
BARGOED_2,BARGOED,2,1995-01-01,0,False,False,11185,70,11185070,315098.4061511094,200021.28297055222,2
BARKING_1,BARKING,1,1995-01-01,0,False,True,15317,7,15317007,544356.6890592312,184412.0510942603,2
BARKING_4,BARKING,4,1995-01-01,0,False,True,15317,104,15317104,544313.2621929387,184424.7793892119,2
BARKING_5,BARKING,5,1995-01-01,0,False,True,15317,117,15317117,544314.8618952686,184410.64568930594,2
BARKING_7,BARKING,7,1995-01-01,0,False,True,15317,140,15317140,544306.2193879089,184398.67723742328,2
BARKING_8,BARKING,8,1995-01-01,0,False,True,15317,151,15317151,544303.6103750155,184395.37371759594,2
BARNES_1,BARNES,1,2007-09-12,0,False,False,14618,7,14618007,522271.2442379715,175680.9562696369,2
BARNES_2,BARNES,2,2007-09-12,0,False,False,14618,70,14618070,522286.8500401341,175663.55105655923,2
BARNES_3,BARNES,3,2007-09-12,0,False,False,14618,90,14618090,522286.8500401341,175663.55105655923,2
BARNES_4,BARNES,4,2007-09-12,0,False,False,14618,104,14618104,522284.63156936126,175651.31597237627,2
BAROW_1,BAROW,1,1995-01-01,185,False,True,11256,7,11256007,319961.73374197714,469925.38245038607,2
BAROW_2,BAROW,2,1995-01-01,167,False,True,11256,70,11256070,319967.8297835925,469939.5839648822,2
BAROW_3,BAROW,3,1995-01-01,155,False,True,11256,90,11256090,319956.86303690425,469961.6170484699,2
BARRY_1,BARRY,1,2016-11-12,0,False,False,11109,7,11109007,310731.78926394996,167237.2571911054,2
BARRY_2,BARRY,2,2016-11-12,0,False,False,11109,70,11109070,310750.98043704906,167237.43020717864,2
BARRY_3,BARRY,3,2016-11-12,0,False,False,11109,90,11109090,310754.02940322517,167235.2289016323,2
BASILDN_1,BASILDN,1,2011-05-22,0,False,False,15613,7,15613007,570428.6908851212,188337.53195333545,2
BASILDN_2,BASILDN,2,2011-05-22,0,False,False,15613,70,15613070,570428.0175000001,188343.91565,2
BATHSPA_1,BATHSPA,1,2004-12-12,0,False,False,12188,7,12188007,375283.6432637368,164340.18972912084,2
BATHSPA_2,BATHSPA,2,2004-12-12,0,False,False,12188,70,12188070,375244.3413785327,164341.71611744442,2
BATRPHS_S1,BATRPHS,S1,2021-12-12,0,False,False,14811,271,14811271,528758.1758294059,177032.15691889444,1
BATRPHS_S2,BATRPHS,S2,2021-12-12,0,False,False,14811,272,14811272,528745.3167628206,177081.481717701,1
BATRSPK_1,BATRSPK,1,2011-05-22,0,False,False,14808,7,14808007,528758.1758294059,177032.15691889444,2
BATRSPK_2,BATRSPK,2,2011-05-22,0,False,False,14808,70,14808070,528745.3167628206,177081.481717701,2
BATRSPK_3,BATRSPK,3,2011-05-22,0,False,False,14808,90,14808090,528745.3167628206,177081.481717701,2
BATRSPK_4,BATRSPK,4,2011-05-22,0,False,False,14808,104,14808104,528733.1319883403,177059.67705816423,2
BATRSPK_5,BATRSPK,5,2011-05-22,0,False,False,14808,117,14808117,528733.1319883403,177059.67705816423,2
BCNSFLD_1,BCNSFLD,1,2011-05-22,0,False,False,14145,7,14145007,493998.80379999994,191160.45385,2
BCNSFLD_2,BCNSFLD,2,2021-05-16,0,False,False,14145,70,14145070,493997.68795346015,191141.28224947912,2
BCSTN_1,BCSTN,1,1998-04-20,0,False,False,13740,7,13740007,458616.45319523144,223086.47416810205,2
BCSTN_2,BCSTN,2,1998-04-20,0,False,False,13740,70,13740070,458621.1840487172,223095.09675845955,2
BCSTRTN_1,BCSTRTN,1,2015-05-17,0,False,False,13742,7,13742007,458626.42526497063,221862.03496085803,2
BCSTRTN_2,BCSTRTN,2,2015-05-17,0,False,False,13742,70,13742070,458576.12626859534,221807.8668173597,2
BDMNSTR_1,BDMNSTR,1,2021-05-16,0,False,False,11957,7,11957007,358858.60007621086,171463.74357353715,2
BDMNSTR_2,BDMNSTR,2,2021-05-16,0,False,False,11957,70,11957070,358853.17126946745,171474.3021545363,2
BDMNSTR_3,BDMNSTR,3,2021-05-16,0,False,False,11957,90,11957090,358851.5046233186,171477.3109257691,2
BDSTON_1,BDSTON,1,1995-01-01,0,False,True,11353,7,11353007,328388.6900171425,390824.451629634,2
BDSTON_2,BDSTON,2,1995-01-01,0,False,True,11353,70,11353070,328388.6900171425,390824.451629634,2
BEASDAL_1,BEASDAL,1,2019-05-19,0,False,False,10023,7,10023007,170894.57992539898,785058.8240027779,2
BEAULY_1,BEAULY,1,2019-05-19,0,False,False,10392,7,10392007,252001.23671176226,845804.4216103472,2
BEBNGTN_1,BEBNGTN,1,1995-01-01,0,False,True,11503,7,11503007,333336.9948149171,385022.73204309354,2
BEBNGTN_2,BEBNGTN,2,1995-01-01,0,False,True,11503,70,11503070,333325.6490354685,385019.54793109803,2
BECCLES_1,BECCLES,1,2012-09-12,0,False,False,15971,7,15971007,642607.0479516964,290565.7969940467,2
BECCLES_2,BECCLES,2,2012-09-12,0,False,False,15971,70,15971070,642603.6694379773,290528.8203400665,2
BEDFDM_1,BEDFDM,1,1995-01-01,0,False,True,14257,7,14257007,504169.5127528043,249724.99155999726,2
BEDFDM_1A,BEDFDM,1A,2014-05-18,0,False,False,14257,55,14257055,504169.5127528043,249724.99155999726,1
BEDFDM_2,BEDFDM,2,1995-01-01,0,False,True,14257,70,14257070,504157.2199005579,249719.63951921609,2
BEDFDM_3,BEDFDM,3,1995-01-01,0,False,True,14257,90,14257090,504157.2199005579,249719.63951921609,2
BEDFDM_4,BEDFDM,4,1998-03-06,0,False,False,14257,104,14257104,504153.3449456466,249683.78791561958,2
BEDYN_1,BEDYN,1,2015-05-17,0,False,False,13041,7,13041007,428011.2341511047,164562.0520721442,2
BEDYN_2,BEDYN,2,2015-05-17,0,False,False,13041,70,13041070,428002.84925941605,164565.23744819427,2
BELNGHM_1,BELNGHM,1,2022-11-12,0,False,False,15149,7,15149007,537745.0061158645,172370.3812602414,2
BELNGHM_2,BELNGHM,2,2022-11-12,0,False,False,15149,70,15149070,537754.5091252151,172375.34567898742,2
BENFLET_1,BENFLET,1,2011-05-22,0,False,False,15666,7,15666007,577673.1240074254,185944.56995064017,2
BENFLET_2,BENFLET,2,2011-05-22,0,False,False,15666,70,15666070,577675.25615,185950.14909999998,2
BEVERLY_1,BEVERLY,1,1999-01-01,0,False,False,14252,7,14252007,503871.13121917634,439602.4162734365,2
BEVERLY_2,BEVERLY,2,1999-01-01,0,False,False,14252,70,14252070,503857.0959371479,439608.2140952337,2
BEXHILL_1,BEXHILL,1,1995-01-01,231,False,False,15648,7,15648007,574345.9716674357,107505.70185016765,1
BEXHILL_2,BEXHILL,2,1995-01-01,231,False,False,15648,70,15648070,574361.9780011582,107523.12717061021,1
BGRN_1,BGRN,1,2016-11-12,0,False,False,12626,7,12626007,400590.4530889947,273658.1505540533,2
BGRN_2,BGRN,2,2016-11-12,0,False,False,12626,70,12626070,400579.4288414326,273619.2677146585,2
BGRN_3,BGRN,3,2016-11-12,0,False,False,12626,90,12626090,400617.71855715994,273566.4677634002,2
BGRN_4,BGRN,4,2016-11-12,0,False,False,12626,104,12626104,400619.1349548404,273624.1483506359,2
BHAMINT_1,BHAMINT,1,1995-01-01,0,False,True,12902,7,12902007,418762.3920952146,283659.7113664067,2
BHAMINT_2,BHAMINT,2,1995-01-01,0,False,True,12902,70,12902070,418772.59785,283667.3212,2
BHAMINT_3,BHAMINT,3,1995-01-01,0,False,True,12902,90,12902090,418776.10181878146,283670.15600804624,2
BHAMINT_4,BHAMINT,4,1995-01-01,0,False,True,12902,104,12902104,418786.91870380513,283679.0198690877,2
BHAMINT_5,BHAMINT,5,1995-01-01,0,False,True,12902,117,12902117,418789.22292343015,283681.1043381,2
BHAMJEW_1,BHAMJEW,1,2011-05-22,0,False,False,12705,7,12705007,405939.4362069391,287976.01385208004,2
BHAMJEW_2,BHAMJEW,2,2011-05-22,0,False,False,12705,70,12705070,405890.6663685626,288004.2303737744,2
