route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
NC42120230521231203_route,XR,XR_NC42120230521231203,,,2,,,
NC42144230521231203_route,XR,XR_NC42144230521231203,,,2,,,
NC42152230521231203_route,XR,XR_NC42152230521231203,,,2,,,
NC42176230521231203_route,XR,XR_NC42176230521231203,,,2,,,
NC42190230521231203_route,XR,XR_NC42190230521231203,,,2,,,
NC42204230521231203_route,XR,XR_NC42204230521231203,,,2,,,
NC42224230521231203_route,XR,XR_NC42224230521231203,,,2,,,
NC42244230521231203_route,XR,XR_NC42244230521231203,,,2,,,
NC59399230521231203_route,ES,ES_NC59399230521231203,,,2,,,
NC59405230521231203_route,ES,ES_NC59405230521231203,,,2,,,
NC59414230521231203_route,ES,ES_NC59414230521231203,,,2,,,
NC59417230521231203_route,ES,ES_NC59417230521231203,,,2,,,
NC59422230521231203_route,ES,ES_NC59422230521231203,,,2,,,
NC59424230521231203_route,ES,ES_NC59424230521231203,,,2,,,
NC59431230521231203_route,ES,ES_NC59431230521231203,,,2,,,
NC59436230521231203_route,ES,ES_NC59436230521231203,,,2,,,
NC59438230521231203_route,ES,ES_NC59438230521231203,,,2,,,
NC59441230521231203_route,ES,ES_NC59441230521231203,,,2,,,
NC59444230521231203_route,ES,ES_NC59444230521231203,,,2,,,
NC59449230521231203_route,ES,ES_NC59449230521231203,,,2,,,
NC59451230521231203_route,ES,ES_NC59451230521231203,,,2,,,
NC59499230521230604_route,ES,ES_NC59499230521230604,,,2,,,
NC59503230521230604_route,ES,ES_NC59503230521230604,,,2,,,
NC59508230521231203_route,ES,ES_NC59508230521231203,,,2,,,
NC59518230521231203_route,ES,ES_NC59518230521231203,,,2,,,
NC59523230521231203_route,ES,ES_NC59523230521231203,,,2,,,
NC59531230521231203_route,ES,ES_NC59531230521231203,,,2,,,
NC59536230521231203_route,ES,ES_NC59536230521231203,,,2,,,
NC59539230521231203_route,ES,ES_NC59539230521231203,,,2,,,
NG29348230521231203_route,SE,SE_NG29348230521231203,,,2,,,
NG29349230521231203_route,SE,SE_NG29349230521231203,,,2,,,
NG29350230521231203_route,SE,SE_NG29350230521231203,,,2,,,
NG29351230521231203_route,SE,SE_NG29351230521231203,,,2,,,
NG29352230521231203_route,SE,SE_NG29352230521231203,,,2,,,
NG29353230521231203_route,SE,SE_NG29353230521231203,,,2,,,
NG29354230521231203_route,SE,SE_NG29354230521231203,,,2,,,
NG29355230521231203_route,SE,SE_NG29355230521231203,,,2,,,
NG29356230521231203_route,SE,SE_NG29356230521231203,,,2,,,
NG29357230521231203_route,SE,SE_NG29357230521231203,,,2,,,
NG29358230521231203_route,SE,SE_NG29358230521231203,,,2,,,
NG29359230521231203_route,SE,SE_NG29359230521231203,,,2,,,
NG29360230521231203_route,SE,SE_NG29360230521231203,,,2,,,
NG29361230521231203_route,SE,SE_NG29361230521231203,,,2,,,
NG29362230521231203_route,SE,SE_NG29362230521231203,,,2,,,
NG29363230521231203_route,SE,SE_NG29363230521231203,,,2,,,
NG29364230521231203_route,SE,SE_NG29364230521231203,,,2,,,
NG29365230521231203_route,SE,SE_NG29365230521231203,,,2,,,
NG29366230521231203_route,SE,SE_NG29366230521231203,,,2,,,
NG29367230521231203_route,SE,SE_NG29367230521231203,,,2,,,
NG29368230521231203_route,SE,SE_NG29368230521231203,,,2,,,
NG29369230521231203_route,SE,SE_NG29369230521231203,,,2,,,
NG29370230521231203_route,SE,SE_NG29370230521231203,,,2,,,
NG29371230521231203_route,SE,SE_NG29371230521231203,,,2,,,
NG29372230521231203_route,SE,SE_NG29372230521231203,,,2,,,
NG29373230521231203_route,SE,SE_NG29373230521231203,,,2,,,
NG29374230521231203_route,SE,SE_NG29374230521231203,,,2,,,
NG29375230521231203_route,SE,SE_NG29375230521231203,,,2,,,
NG29376230521231203_route,SE,SE_NG29376230521231203,,,2,,,
NG29377230521231203_route,SE,SE_NG29377230521231203,,,2,,,
NG29378230521231203_route,SE,SE_NG29378230521231203,,,2,,,
NG29379230521231203_route,SE,SE_NG29379230521231203,,,2,,,
NG29380230521231203_route,SE,SE_NG29380230521231203,,,2,,,
NG29381230521231203_route,SE,SE_NG29381230521231203,,,2,,,
NG29382230521231203_route,SE,SE_NG29382230521231203,,,2,,,
NG29383230521231203_route,SE,SE_NG29383230521231203,,,2,,,
NG29384230521231203_route,SE,SE_NG29384230521231203,,,2,,,
NG29385230521231203_route,SE,SE_NG29385230521231203,,,2,,,
NG29386230521231203_route,SE,SE_NG29386230521231203,,,2,,,
