stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
110428117,EBSFLTI_5,Platform 5,174148.07172525334,561494.2895377792,0,110428
110428128,EBSFLTI_6,Platform 6,174157.47821194006,561500.2935102948,0,110428
110429000,SHEN140,Platform Unknown,195287.4108,561558.757,0,110429
110430000,NRTHFLT,Platform Unknown,174452.1551,561585.0793,0,110430
110430007,NRTHFLT_1,Platform 1,174446.64746015155,561589.0503764196,0,110430
110430070,NRTHFLT_2,Platform 2,174409.0606838647,561645.913096803,0,110430
110431000,NRTHCA,Platform Unknown,174299.9692,561601.0025,0,110431
110432000,SHENFMS,Platform Unknown,195410.3403,561604.6621,0,110432
110433000,SHEN528,Platform Unknown,195425.2729,561609.0199,0,110433
110434000,EBSFEJN,Platform Unknown,173204.6097,561636.5032,0,110434
110435000,SHENFCL,Platform Unknown,195649.8919,561705.9413,0,110435
110436000,FRDHAM,Platform Unknown,269894.061,561714.5387,0,110436
110437000,SLYNN,Platform Unknown,318019.9997,561721.0015,0,110437
110438000,DULNGHM,Platform Unknown,258555.3289,561771.5611,0,110438
110438007,DULNGHM_1,Platform 1,258553.32647745157,561767.6187707565,0,110438
110438070,DULNGHM_2,Platform 2,258553.6619057029,561775.5774422331,0,110438
110439000,NRTHDBC,Platform Unknown,174031.6509,561963.278,0,110439
110440000,NRTHFHH,Platform Unknown,173997.3537,562000.2689,0,110440
110441000,KLYNBUS,Platform Unknown,320126.5877,562035.5453,0,110441
110442000,NRTHDBR,Platform Unknown,173973.8648,562049.1593,0,110442
110443000,PBROKLB,Platform Unknown,320099.4673,562068.6384,0,110443
110444000,SPRINGJ,Platform Unknown,173965.0082,562072.0067,0,110444
110445000,NRTHFTL,Platform Unknown,173967.3972,562085.516,0,110445
110446000,CPPITSD,Platform Unknown,173967.0378,562116.8926,0,110446
110447000,WADHRST,Platform Unknown,132994.5209,562138.8442,0,110447
110448000,SBRKRS,Platform Unknown,177471.9908,562198.4882,0,110448
110449000,WADHUSD,Platform Unknown,132906.269,562206.7578,0,110449
110450000,TLBYRR,Platform Unknown,176562.9998,562248.0055,0,110450
110451000,KLYNNCS,Platform Unknown,320059.5965,562300.0739,0,110451
110452000,SHEN538,Platform Unknown,196272.5554,562307.5912,0,110452
110453000,KLYNN45,Platform Unknown,317890.8475,562313.6395,0,110453
110454000,SPHEADJ,Platform Unknown,173769.5474,562322.8276,0,110454
110455000,KLYNN,Platform Unknown,320070.5406,562327.3847,0,110455
110455007,KLYNN_1,Platform 1,320066.8141172839,562413.2645278634,0,110455
110455070,KLYNN_2,Platform 2,320063.25528325344,562442.4884289588,0,110455
110456000,WHORNDN,Platform Unknown,188037.7775,562327.5566,0,110456
110457000,TLBYTCG,Platform Unknown,176261.9599,562335.4145,0,110457
110458000,WADH425,Platform Unknown,132739.2128,562354.8395,0,110458
110459000,KLYNNFP,Platform Unknown,320068.0011,562368.0013,0,110459
110460000,TLBYPGT,Platform Unknown,176168.9802,562372.9792,0,110460
110461000,TLBYTCS,Platform Unknown,176171.157,562378.4097,0,110461
110462000,TLBYFHH,Platform Unknown,176173.6526,562386.8546,0,110462
110463000,TLBYNHT,Platform Unknown,176007.0029,562457.005,0,110463
110464000,KLYNN36,Platform Unknown,318358.2113,562481.9383,0,110464
110465000,KLYNNTC,Platform Unknown,320445.8793,562505.6992,0,110465
110466000,KLYNNTG,Platform Unknown,320448.4046,562507.9654,0,110466
110467000,KLYNNDF,Platform Unknown,320411.9993,562531.0015,0,110467
110468000,TLBYDES,Platform Unknown,177104.979,562632.7872,0,110468
110469000,WADHTLS,Platform Unknown,131874.0636,562672.057,0,110469
110470000,KLYNN29,Platform Unknown,319990.008,562713.4188,0,110470
110471000,SHEN517,Platform Unknown,196109.446,562732.4774,0,110471
110472000,WADH3XO,Platform Unknown,130766.7931,562772.121,0,110472
110473000,KLYNNJN,Platform Unknown,319936.8826,562796.6698,0,110473
110474000,TLBYRCG,Platform Unknown,176927.8811,562811.8695,0,110474
110475000,WADH432,Platform Unknown,131089.3327,562817.1094,0,110475
110476000,WADH32D,Platform Unknown,131091.7085,562820.8013,0,110476
110477000,KLYNN43,Platform Unknown,319895.3867,562847.5044,0,110477
110478000,MNTNJN,Platform Unknown,196115.3927,562848.7395,0,110478
110479000,TLBYRCT,Platform Unknown,176803.0007,563009.6065,0,110479
110480000,KLYNNSS,Platform Unknown,319772.7862,563022.3187,0,110480
110481000,SFLTJN,Platform Unknown,171365.5828,563349.72,0,110481
110482000,SNLWGBR,Platform Unknown,267512.7722,563547.5202,0,110482
110483000,SNLWLS,Platform Unknown,267508.0301,563550.9,0,110483
110484000,TLBYTWN,Platform Unknown,176385.8668,563563.555,0,110484
110485000,SNLW182,Platform Unknown,267230.3873,563737.8415,0,110485
110486000,SFLTX,Platform Unknown,171149.2641,563842.184,0,110486
110487000,PVNSYAW,Platform Unknown,104383.5837,563913.978,0,110487
110488000,MEOPHAM,Platform Unknown,167907.8883,564137.3179,0,110488
110489000,SPHL,Platform Unknown,284102.2917,564140.3335,0,110489
110490000,TLBYWJ,Platform Unknown,175890.2825,564178.9754,0,110490
110491000,GRVS601,Platform Unknown,173912.0126,564182.841,0,110491
110492000,TLBYVWR,Platform Unknown,175242.1831,564377.1392,0,110492
110493000,TLBYRSC,Platform Unknown,175242.589,564381.0902,0,110493
110494000,TLBYSTO,Platform Unknown,175306.4079,564383.6474,0,110494
110495000,TLBYPGB,Platform Unknown,175442.8533,564384.0192,0,110495
110496000,TLBYTAR,Platform Unknown,175458.0373,564384.0575,0,110496
110497000,TLBYPDR,Platform Unknown,175430.858,564384.1423,0,110497
110498000,TLBYPRT,Platform Unknown,175419.0853,564384.2652,0,110498
110499000,TLBYADV,Platform Unknown,175269.0238,564384.4929,0,110499
110500000,TLBYPFL,Platform Unknown,175242.8069,564385.0821,0,110500
110501000,TLBYRSD,Platform Unknown,175199.9657,564401.0077,0,110501
110502000,PVNS420,Platform Unknown,104492.1212,564445.3717,0,110502
110503000,INGTSTL,Platform Unknown,198690.9914,564459.7758,0,110503
110504000,INGT679,Platform Unknown,198679.8996,564460.656,0,110504
110505000,NWMKET,Platform Unknown,262745.884,564473.1808,0,110505
110506000,"GRVSFRY,GRVSWSP",Platform Unknown,175426.8437,564532.7694,0,110506
110507000,TLBYEWS,Platform Unknown,175867.6505,564594.2073,0,110507
110508000,GRVSEND,Platform Unknown,174028.8938,564611.6509,0,110508
110508001,GRVSEND_0,Platform 0,174020.97339350235,564589.2901500525,0,110508
110508007,GRVSEND_1,Platform 1,174028.58055843646,564590.9742384744,0,110508
110508070,GRVSEND_2,Platform 2,174032.1772229871,564582.8719002671,0,110508
110509000,"EBSFACT,HOOJLHR",Platform Unknown,174250.8463,564679.7969,0,110509
110510000,GRVS604,Platform Unknown,173968.4115,564939.9945,0,110510
110511000,INGTSTN,Platform Unknown,199151.6202,564974.0984,0,110511
110511007,INGTSTN_1,Platform 1,199159.22470823556,564986.9973598536,0,110511
110511070,INGTSTN_2,Platform 2,199162.36649244672,564985.0658920333,0,110511
110512000,SNGWLP,Platform Unknown,170643.5508,564993.9091,0,110512
110513000,PVNSYBY,Platform Unknown,104626.2205,565123.1177,0,110513
110514000,SOLE013,Platform Unknown,167681.9544,565265.5014,0,110514
110515000,SOLEST,Platform Unknown,167602.5251,565559.8656,0,110515
110516000,SNGWDEP,Platform Unknown,170377.1616,565631.428,0,110516
110517000,SNGWUS,Platform Unknown,170260.0046,565843.0024,0,110517
110518000,CHPNJN,Platform Unknown,265736.6775,565859.2807,0,110518
110519000,SNGWX,Platform Unknown,170251.8027,565886.5147,0,110519
110520000,SNGT,Platform Unknown,127126.9269,565917.9447,0,110520
110521000,CHURCHL,Platform Unknown,200367.1844,566357.2291,0,110521
110522000,PKWD183,Platform Unknown,145325.155,566506.2663,0,110522
110523000,PKWD071,Platform Unknown,145317.335,566613.9301,0,110523
110524000,PKWDKSD,Platform Unknown,145302.8658,567197.7254,0,110524
110525000,PKWD,Platform Unknown,145279.5086,567197.9185,0,110525
110526000,HNSTNTN,Platform Unknown,340899.9372,567301.0057,0,110526
110527000,PKWDDSW,Platform Unknown,145315.9633,567337.8637,0,110527
110528000,PKWDUS,Platform Unknown,145254.3242,567360.1791,0,110528
110529000,PKWDCCE,Platform Unknown,145327.1814,567373.0226,0,110529
110530000,BILERCY,Platform Unknown,195017.533,567399.3127,0,110530
110531000,HOOJ230,Platform Unknown,173956.2978,567498.6123,0,110531
110532000,PKWDWLP,Platform Unknown,145560.0087,567601.0036,0,110532
110533000,ETILBRY,Platform Unknown,178927.9954,567618.7466,0,110533
110533007,ETILBRY_1,Platform 1,178900.40720649913,567614.9166660192,0,110533
110533070,ETILBRY_2,Platform 2,178900.00227793495,567611.358257711,0,110533
110534000,MDTT,Platform Unknown,317733.4141,567669.629,0,110534
110535000,PKWD086,Platform Unknown,145905.516,567674.9281,0,110535
110536000,MDTTGBR,Platform Unknown,317726.9445,567688.6629,0,110536
110537000,BILE572,Platform Unknown,194899.6576,567953.4524,0,110537
110538000,BLTRNAB,Platform Unknown,147761.9047,567983.8469,0,110538
110539000,EPCKHMT,Platform Unknown,148684.545,568024.322,0,110539
110540000,EPCKGBF,Platform Unknown,148882.9889,568049.5459,0,110540
110541000,EPCKHMR,Platform Unknown,149125.5604,568137.4475,0,110541
