date,origin_station_code,destination_station_code,hour,journey_time_mean,departure_wait_time_mean,interchange_wait_time_mean,journey_time_50_pctl,journey_time_75_pctl,journey_time_95_pctl,journey_time_std,departure_wait_time_50_pctl,departure_wait_time_75_pctl,departure_wait_time_95_pctl,departure_wait_time_std,interchange_wait_time_50_pctl,interchange_wait_time_75_pctl,interchange_wait_time_95_pctl,interchange_wait_time_std,passenger_volume
2022-12-16,AAP,AAP,8,5,-5.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,AAP,15,10,4.0,,,,,,,,,,,,,,10.0
2022-12-16,AAP,BIC,16,60,25.0,26.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,BIS,16,52,-12.0,-32.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,BOP,9,3,3.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,BOP,10,1,2.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,BOP,12,2,10.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,BOP,13,1,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,BOP,14,1,6.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,BOP,15,13,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,BOP,16,5,1.0,,,,,,,,,,,,,,17.0
2022-12-16,AAP,BPK,16,35,10.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,CIR,7,1,-12.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,CUF,8,28,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,DID,16,82,-7.0,-45.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,ENC,8,17,2.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,ENC,9,19,13.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,ENC,16,39,6.0,16.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,FPK,7,6,7.0,,,,,,,,,,,,,,203.0
2022-12-16,AAP,FPK,8,10,12.0,,,,,,,,,,,,,,72.0
2022-12-16,AAP,FPK,9,12,3.0,,,,,,,,,,,,,,26.0
2022-12-16,AAP,FPK,10,10,13.0,,,,,,,,,,,,,,10.0
2022-12-16,AAP,FPK,11,10,6.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,FPK,12,8,7.0,,,,,,,,,,,,,,14.0
2022-12-16,AAP,FPK,13,15,9.0,,,,,,,,,,,,,,20.0
2022-12-16,AAP,FPK,14,13,9.0,,,,,,,,,,,,,,19.0
2022-12-16,AAP,FPK,15,9,-9.0,,,,,,,,,,,,,,25.0
2022-12-16,AAP,FPK,16,12,8.0,0.0,,,,,,,,,,,,,104.0
2022-12-16,AAP,FPK,17,12,1.0,-1.0,,,,,,,,,,,,,74.0
2022-12-16,AAP,GPK,16,22,15.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HAT,15,36,9.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HAT,16,39,-25.0,-24.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,HAT,17,37,13.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HFN,17,33,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HGY,7,15,13.0,,,,,,,,,,,,,,16.0
2022-12-16,AAP,HGY,10,6,34.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HGY,13,12,,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HGY,15,9,6.0,,,,,,,,,,,,,,10.0
2022-12-16,AAP,HGY,16,3,8.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HGY,17,17,9.0,,,,,,,,,,,,,,18.0
2022-12-16,AAP,HIP,17,23,21.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HIT,16,40,-37.0,-48.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,HIT,17,62,29.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HRN,7,3,-6.0,,,,,,,,,,,,,,13.0
2022-12-16,AAP,HRN,8,14,14.0,,,,,,,,,,,,,,14.0
2022-12-16,AAP,HRN,9,5,1.0,,,,,,,,,,,,,,13.0
2022-12-16,AAP,HRN,10,8,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HRN,11,0,2.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HRN,12,6,-4.0,,,,,,,,,,,,,,13.0
2022-12-16,AAP,HRN,13,3,0.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HRN,14,4,12.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,HRN,15,6,4.0,,,,,,,,,,,,,,12.0
2022-12-16,AAP,HRN,16,3,-5.0,,,,,,,,,,,,,,12.0
2022-12-16,AAP,HRN,17,6,-6.0,,,,,,,,,,,,,,16.0
2022-12-16,AAP,KBW,16,67,79.0,4.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,KGX,7,11,12.0,,,,,,,,,,,,,,222.0
2022-12-16,AAP,KGX,8,17,22.0,,,,,,,,,,,,,,41.0
2022-12-16,AAP,KGX,9,15,9.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,KGX,10,18,6.0,,,,,,,,,,,,,,23.0
2022-12-16,AAP,KGX,11,25,24.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,KGX,12,23,16.0,,,,,,,,,,,,,,23.0
2022-12-16,AAP,KGX,13,15,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,KGX,14,24,6.0,,,,,,,,,,,,,,13.0
2022-12-16,AAP,KGX,15,24,3.0,2.0,,,,,,,,,,,,,31.0
2022-12-16,AAP,KGX,16,22,8.0,0.0,,,,,,,,,,,,,76.0
2022-12-16,AAP,KGX,17,18,19.0,2.0,,,,,,,,,,,,,57.0
2022-12-16,AAP,LEM,10,47,7.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,LET,17,60,-10.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NBA,7,48,38.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NBA,8,15,21.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NBA,10,14,9.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NBA,12,39,2.0,23.0,,,,,,,,,,,,,12.0
2022-12-16,AAP,NBA,13,52,2.0,32.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,NBA,15,36,28.0,16.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,NBA,16,15,22.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NBA,17,18,17.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NRB,13,45,0.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NSG,7,0,10.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NSG,8,6,-263.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NSG,11,21,18.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NSG,12,9,66.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NSG,13,4,2.0,,,,,,,,,,,,,,10.0
2022-12-16,AAP,NSG,14,11,0.0,,,,,,,,,,,,,,13.0
2022-12-16,AAP,NSG,15,5,2.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,NSG,16,15,14.0,,,,,,,,,,,,,,20.0
2022-12-16,AAP,NSG,17,19,7.0,,,,,,,,,,,,,,10.0
2022-12-16,AAP,NSG,18,5,17.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,OKL,12,32,5.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,OKL,15,5,3.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,OKL,16,18,15.0,,,,,,,,,,,,,,12.0
2022-12-16,AAP,PAL,8,22,15.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,PAL,10,13,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,PAL,11,14,-11.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,PAL,16,7,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,PAL,17,10,51.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,PBR,8,12,14.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,PBR,16,24,9.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,QPW,9,48,52.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,QRP,9,20,-11.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,RMD,7,82,36.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,SQE,17,15,-6.0,23.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,SRS,13,49,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,SVG,16,22,-13.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WCA,7,24,34.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WCY,14,90,7.0,21.0,,,,,,,,,,,,,4.42
2022-12-16,AAP,WGC,12,35,8.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WGC,16,47,22.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WIH,12,24,,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WIH,16,12,4.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WIH,18,27,5.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WIM,16,47,-1.0,,,,,,,,,,,,,,4.42
2022-12-16,AAP,WWR,7,27,33.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,ABA,13,23,11.0,-5.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,ABA,16,19,-6.0,-12.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,ABA,17,17,-19.0,-13.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,ABA,18,19,5.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,ACY,7,62,31.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,ACY,8,18,2.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,ACY,12,57,-23.0,-21.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,ACY,13,7,7.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,ACY,14,24,-10.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,ACY,15,23,6.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDF,11,66,30.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDF,13,73,43.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDF,14,89,13.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDF,15,74,8.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDF,16,107,-9.0,55.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDF,17,70,15.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDQ,9,56,1.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDQ,14,48,10.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDQ,15,49,84.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CDQ,16,56,1.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CMH,6,6,-7.0,,,,,,,,,,,,,,20.0
2022-12-16,ABA,CMH,7,10,19.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CMH,8,6,-3.0,,,,,,,,,,,,,,56.0
2022-12-16,ABA,CMH,9,6,11.0,,,,,,,,,,,,,,41.0
2022-12-16,ABA,CMH,11,11,3.0,,,,,,,,,,,,,,40.0
2022-12-16,ABA,CMH,12,8,12.0,,,,,,,,,,,,,,38.0
2022-12-16,ABA,CMH,13,10,9.0,,,,,,,,,,,,,,58.0
2022-12-16,ABA,CMH,14,12,5.0,-2.0,,,,,,,,,,,,,57.0
2022-12-16,ABA,CMH,15,10,8.0,0.0,,,,,,,,,,,,,95.0
2022-12-16,ABA,CMH,16,9,1.0,0.0,,,,,,,,,,,,,46.0
2022-12-16,ABA,CMH,17,12,0.0,-6.0,,,,,,,,,,,,,47.0
2022-12-16,ABA,CMH,18,9,7.0,0.0,,,,,,,,,,,,,30.0
2022-12-16,ABA,CMH,19,10,13.0,,,,,,,,,,,,,,54.0
2022-12-16,ABA,CMH,20,8,11.0,-1.0,,,,,,,,,,,,,15.0
2022-12-16,ABA,CMH,21,7,11.0,,,,,,,,,,,,,,18.0
2022-12-16,ABA,CYS,8,49,64.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CYS,9,53,-9.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CYS,13,59,,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CYS,15,49,-2.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,CYS,17,56,10.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,DMG,15,77,-37.0,-53.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,ECP,13,65,-24.0,-44.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,FER,8,7,24.0,,,,,,,,,,,,,,15.0
2022-12-16,ABA,FER,9,9,6.0,-3.0,,,,,,,,,,,,,16.0
2022-12-16,ABA,FER,11,21,9.0,,,,,,,,,,,,,,11.0
2022-12-16,ABA,FER,12,13,3.0,,,,,,,,,,,,,,26.0
2022-12-16,ABA,FER,13,12,13.0,,,,,,,,,,,,,,16.0
2022-12-16,ABA,FER,14,14,19.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,FER,15,15,12.0,,,,,,,,,,,,,,25.0
2022-12-16,ABA,FER,16,16,15.0,,,,,,,,,,,,,,15.0
2022-12-16,ABA,FER,17,13,13.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,FER,18,16,21.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,FER,19,9,7.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,FER,20,10,18.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,FER,21,11,0.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,LLY,9,56,-34.0,-48.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,MTA,6,8,-2.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,MTA,8,30,20.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,MTA,9,12,11.0,,,,,,,,,,,,,,10.0
2022-12-16,ABA,MTA,11,20,-9.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,MTA,12,23,1.0,3.0,,,,,,,,,,,,,17.0
2022-12-16,ABA,MTA,13,10,8.0,-4.0,,,,,,,,,,,,,12.0
2022-12-16,ABA,MTA,14,19,5.0,,,,,,,,,,,,,,22.0
2022-12-16,ABA,MTA,15,20,11.0,-2.0,,,,,,,,,,,,,21.0
2022-12-16,ABA,MTA,16,12,6.0,-1.0,,,,,,,,,,,,,30.0
2022-12-16,ABA,MTA,17,9,6.0,-3.0,,,,,,,,,,,,,13.0
2022-12-16,ABA,MTA,18,12,8.0,,,,,,,,,,,,,,32.0
2022-12-16,ABA,MTA,19,13,11.0,,,,,,,,,,,,,,23.0
2022-12-16,ABA,MTA,20,6,,-10.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,MTA,21,10,-2.0,,,,,,,,,,,,,,10.0
2022-12-16,ABA,PER,6,7,-3.0,,,,,,,,,,,,,,14.0
2022-12-16,ABA,PER,8,14,5.0,,,,,,,,,,,,,,28.0
2022-12-16,ABA,PER,9,18,12.0,,,,,,,,,,,,,,26.0
2022-12-16,ABA,PER,11,17,6.0,-3.0,,,,,,,,,,,,,22.0
2022-12-16,ABA,PER,12,25,14.0,,,,,,,,,,,,,,16.0
2022-12-16,ABA,PER,13,11,10.0,,,,,,,,,,,,,,10.0
2022-12-16,ABA,PER,14,17,17.0,,,,,,,,,,,,,,20.0
2022-12-16,ABA,PER,15,16,9.0,,,,,,,,,,,,,,55.0
2022-12-16,ABA,PER,16,17,3.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PER,17,9,4.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PER,18,25,1.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PER,19,15,12.0,,,,,,,,,,,,,,12.0
2022-12-16,ABA,PER,20,13,-9.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PER,21,31,,,,,,,,,,,,,,,4.42
2022-12-16,ABA,POR,16,69,19.0,-11.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,PPD,6,27,1.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PPD,8,30,31.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PPD,9,36,21.0,,,,,,,,,,,,,,14.0
2022-12-16,ABA,PPD,11,39,12.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PPD,12,32,12.0,,,,,,,,,,,,,,14.0
2022-12-16,ABA,PPD,13,28,11.0,,,,,,,,,,,,,,4.42
2022-12-16,ABA,PPD,14,26,-5.0,-12.0,,,,,,,,,,,,,4.42
2022-12-16,ABA,PPD,15,46,8.0,,,,,,,,,,,,,,11.0
2022-12-16,ABA,PPD,16,37,12.0,,,,,,,,,,,,,,15.0
2022-12-16,ABA,PPD,17,28,14.0,,,,,,,,,,,,,,13.0
2022-12-16,ABA,PPD,18,19,13.0,,,,,,,,,,,,,,12.0
2022-12-16,ABA,PPD,19,30,25.0,,,,,,,,,,,,,,4.42
