date,origin_station_code,destination_station_code,hour,journey_time_mean,departure_wait_time_mean,interchange_wait_time_mean,journey_time_50_pctl,journey_time_75_pctl,journey_time_95_pctl,journey_time_std,departure_wait_time_50_pctl,departure_wait_time_75_pctl,departure_wait_time_95_pctl,departure_wait_time_std,interchange_wait_time_50_pctl,interchange_wait_time_75_pctl,interchange_wait_time_95_pctl,interchange_wait_time_std,passenger_volume
2022-12-17,AAP,AAP,11,34,19.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BAY,14,33,8.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BDK,16,84,-23.0,-65.0,,,,,,,,,,,,,4.42
2022-12-17,AAP,BET,17,28,-1.0,5.0,,,,,,,,,,,,,4.42
2022-12-17,AAP,BKG,15,33,13.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BNM,16,103,12.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BOP,11,2,-11.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BOP,12,2,-8.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BOP,13,0,-9.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BOP,15,15,12.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,BOP,16,10,10.0,,,,,,,,,,,,,,10.0
2022-12-17,AAP,BOP,17,2,26.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,CBH,7,57,19.0,14.0,,,,,,,,,,,,,4.42
2022-12-17,AAP,CUF,15,59,12.0,30.0,,,,,,,,,,,,,4.42
2022-12-17,AAP,CUF,17,44,21.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,CWH,14,33,,,,,,,,,,,,,,,4.42
2022-12-17,AAP,ENC,8,15,,,,,,,,,,,,,,,4.42
2022-12-17,AAP,ENC,18,24,7.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,FAR,17,67,3.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,FPK,7,7,6.0,,,,,,,,,,,,,,54.0
2022-12-17,AAP,FPK,8,8,6.0,,,,,,,,,,,,,,13.0
2022-12-17,AAP,FPK,9,7,5.0,,,,,,,,,,,,,,4.42
2022-12-17,AAP,FPK,10,12,0.0,,,,,,,,,,,,,,19.0
