TIPLOC_x,LocationName_x,StartDate,Easting,Northing,TimingPointType,ZoneResponsible,STANOX,OffNetwork,Quality,index,TIPLOC_y,LocationName_y
BRADFS,Bradford Forster Square,1995-01-01,416370.0,433430.0,T,7,17019,False,4,12872,BRADFS,Bradford Forster Square
BRADIN,Bradford Interchange,1995-01-01,416594.0,432780.0,T,7,18641,False,4,12880,BRADIN,Bradford Interchange
BRAINFP,Braintree Freeport,1995-01-01,576925.0,222100.0,O,3,50205,False,4,15661,BRAINFP,Braintree Freeport
BRAINTR,Braintree,1995-01-01,576093.0,222736.0,O,3,50204,False,4,15659,BRAINTR,Braintree
BRAMPTN,Brampton (Suffolk),1995-01-01,641200.0,283400.0,O,3,49105,False,4,15967,BRAMPTN,Brampton (Suffolk)
BRANKSM,Branksome,1995-01-01,405760.0,91930.0,T,3,86927,False,4,12700,BRANKSM,Branksome
BRBCNLT,Barbican,1995-01-01,532100.0,181800.0,O,8,63635,False,4,14954,BRBCNLT,Barbican
BRBDNRG,Barnby Dun Rockware Glass,1995-01-01,461500.0,410000.0,O,7,23401,False,2,13823,BRBDNRG,Barnby Dun Rockware Glass
BRBG,Bromford Bridge,1995-01-01,413000.0,290200.0,O,5,66306,False,2,12817,BRBG,Bromford Bridge
BRBGES,Bromford Bridge ESSO Sdg,2000-03-26,413200.0,290200.0,O,5,66305,False,2,12819,BRBGES,Bromford Bridge ESSO Sdg
BRBM,Broadbottom,1995-01-01,399000.0,393800.0,O,6,32232,False,4,12603,BRBM,Broadbottom
BRBY,Brondesbury,1995-01-01,524755.0,184450.0,O,3,72415,False,4,14689,BRBY,Brondesbury
BRBYPK,Brondesbury Park,1995-01-01,524225.0,183940.0,O,3,72414,False,4,14672,BRBYPK,Brondesbury Park
BRCKLAJ,Bricklayers Arms Jn,1995-01-01,535800.0,178100.0,T,3,87602,False,2,15098,BRCKLAJ,Bricklayers Arms Jn
BRCLEJN,Brancliffe East Jn,1995-01-01,453900.0,381600.0,O,7,26305,False,2,13610,BRCLEJN,Brancliffe East Jn
BRDFDJN,Bradford Jn,1995-01-01,385500.0,159800.0,O,4,75363,False,2,12340,BRDFDJN,Bradford Jn
BRDFDOA,Bradford-on-Avon,1995-01-01,382522.0,160678.0,O,4,82075,False,4,12284,BRDFDOA,Bradford-on-Avon
BRDGWTR,Bridgwater,1995-01-01,330790.0,136975.0,T,4,81924,False,4,11427,BRDGWTR,Bridgwater
BRDGWUY,Bridgwater F.D,1995-01-01,330700.0,137400.0,O,4,81921,False,2,11423,BRDGWUY,Bridgwater F.D
BRDHRST,Braidhurst,1995-01-01,274200.0,657800.0,O,9,7453,False,2,10727,BRDHRST,Braidhurst
BRDHSTD,Braidhurst Down Loop,1995-01-01,274100.0,657800.0,O,9,7454,False,2,10723,BRDHSTD,Braidhurst Down Loop
BRDHSTU,Braidhurst Up Loop,1995-01-01,274400.0,657800.0,O,9,7453,False,2,10731,BRDHSTU,Braidhurst Up Loop
BRDING,Brading,1995-01-01,460950.0,86877.0,O,3,86295,False,4,13812,BRDING,Brading
BRDLNGT,Bridlington,1995-01-01,517930.0,466857.0,T,7,19007,False,4,14488,BRDLNGT,Bridlington
BRDNML,Bardon Mill,1995-01-01,377918.0,564486.0,O,7,13311,False,4,12226,BRDNML,Bardon Mill
BRDS,Bordesley,1995-01-01,408400.0,286000.0,O,5,66412,False,4,12731,BRDS,Bordesley
BRDSLYJ,Bordesley Jn.,1995-01-01,408800.0,285900.0,M,5,66324,False,2,12738,BRDSLYJ,Bordesley Jn.
BRDSLYL,Bordesley Loop,1995-01-01,409400.0,285300.0,O,5,66419,False,2,12754,BRDSLYL,Bordesley Loop
BRDSLYY,Bordsley T.C.,1995-01-01,409400.0,285100.0,O,5,66416,False,2,12752,BRDSLYY,Bordsley T.C.
BRDSMAT,Bordesley M.A.T.,1995-01-01,409400.0,285200.0,T,5,66417,False,2,12753,BRDSMAT,Bordesley M.A.T.
BRDW564,Bradwell Jn Sig SOT564,2012-09-12,385400.0,349738.0,O,5,43039,False,2,12339,BRDW564,Bradwell Jn Sig SOT564
BREADSL,Breadsall,1995-01-01,436200.0,340000.0,O,8,57225,False,2,13203,BREADSL,Breadsall
BREDBRY,Bredbury,1995-01-01,392755.0,391823.0,O,6,32065,False,4,12508,BREDBRY,Bredbury
BREDRTS,Bredbury R.T.S.,1995-01-01,390600.0,391700.0,O,6,32325,False,2,12461,BREDRTS,Bredbury R.T.S.
BREDTCN,Bredbury Tilcon,1995-01-01,390600.0,391600.0,O,6,32333,False,2,12460,BREDTCN,Bredbury Tilcon
BREICH,Breich,1995-01-01,295600.0,660600.0,O,9,4088,False,4,10972,BREICH,Breich
BRENTCJ,Brent Curve Jn,1995-01-01,523186.0,186975.0,T,8,63303,False,2,14640,BRENTCJ,Brent Curve Jn
BREWRYS,Brewery Junction,1995-01-01,386400.0,400200.0,O,6,31337,False,2,12366,BREWRYS,Brewery Junction
BRFLD,Bromfield,1995-01-01,348700.0,277500.0,O,5,76376,False,2,11775,BRFLD,Bromfield
BRFRY,Broughty Ferry,1995-01-01,346300.0,730900.0,O,9,3041,False,4,11739,BRFRY,Broughty Ferry
BRFT,Broomfleet,1995-01-01,487700.0,427910.0,O,7,19213,False,4,14080,BRFT,Broomfleet
BRGDDIE,Bargeddie,1995-01-01,270270.0,663955.0,O,9,7297,False,4,10668,BRGDDIE,Bargeddie
BRGE65,Bridgend Signal PT3028,2005-12-06,654745.0,453234.0,O,5,79794,False,2,16029,BRGE65,Bridgend Signal PT3028
BRGEDFS,Bridgend Ford Sidings,1995-01-01,290700.0,178200.0,O,5,79797,False,2,10912,BRGEDFS,Bridgend Ford Sidings
BRGEFGF,Bridgend Ford Sidings G.F.,1995-01-01,290750.0,178250.0,O,5,79796,False,2,10915,BRGEFGF,Bridgend Ford Sidings G.F.
BRGEND,Bridgend,1995-01-01,290769.0,179848.0,T,5,79791,False,4,10916,BRGEND,Bridgend
BRGG,Brigg,1995-01-01,500400.0,406900.0,O,7,26001,False,4,14207,BRGG,Brigg
BRGHBAL,Brighton (Ballast),2004-05-23,636347.0,563423.0,O,3,87977,False,2,15946,BRGHBAL,Brighton (Ballast)
BRGHBUS,London Road(Ditchling Rse),1995-01-01,531300.0,105900.0,O,3,0,False,2,14914,BRGHBUS,London Road(Ditchling Rse)
BRGHLRD,London Road (Brighton),1995-01-01,531315.0,105780.0,O,3,88141,False,4,14915,BRGHLRD,London Road (Brighton)
BRGHMHS,Brighton Montpelier C.H.S.,1995-01-01,530900.0,105400.0,O,3,87981,False,2,14901,BRGHMHS,Brighton Montpelier C.H.S.
BRGHRC,Brighton Reception Road,1995-01-01,530800.0,105400.0,O,3,87976,False,2,14899,BRGHRC,Brighton Reception Road
BRGHTN,Brighton,1995-01-01,531000.0,104920.0,T,3,87980,False,4,14906,*,*
BRGHTTY,Brighton Down Siding,1995-01-01,530500.0,106000.0,O,3,87981,False,2,14888,BRGHTTY,Brighton Down Siding
BRGLJN,Broughton Lane Jn,1995-01-01,439200.0,389900.0,O,7,25155,False,2,13258,BRGLJN,Broughton Lane Jn
BRHD,Barrhead,1995-01-01,249840.0,659320.0,O,9,7224,False,4,10378,BRHD,Barrhead
BRHLJN,Barrow Hill North Jcn,1995-01-01,441900.0,375400.0,O,7,27217,False,2,13314,BRHLJN,Barrow Hill North Jcn
BRHLLIP,Barrow Hill L.I.P.,1995-01-01,440403.0,374663.0,O,7,27212,False,2,13287,BRHLLIP,Barrow Hill L.I.P.
BRHLRS,Barrow Hill S.S.,1995-01-01,440403.0,374563.0,O,7,27220,False,2,13286,BRHLRS,Barrow Hill S.S.
BRHLSJN,Barrow Hill South Jn,1995-01-01,440403.0,374463.0,O,7,27219,False,2,13285,BRHLSJN,Barrow Hill South Jn
BRHM,Barnham,1995-01-01,495897.0,104367.0,T,3,86451,False,4,14157,BRHM,Barnham
BRHMDS,Barnham Down Sdg,1995-01-01,495800.0,104290.0,O,3,86452,False,2,14156,BRHMDS,Barnham Down Sdg
BRHOUSE,Brighouse,1995-01-01,414660.0,422440.0,O,7,18455,False,4,12843,BRHOUSE,Brighouse
BRIDGTN,Bridgeton,1995-01-01,260732.0,663992.0,O,9,7269,False,4,10558,BRIDGTN,Bridgeton
BRIDGYD,Bridgton Yard,1995-01-01,261200.0,663800.0,O,9,7271,False,2,10572,BRIDGYD,Bridgton Yard
BRIDYCW,Glasgow Bridgeton Yard C&W,2004-12-12,432634.0,453245.0,O,9,7270,False,2,13131,BRIDYCW,Glasgow Bridgeton Yard C&W
BRIERFL,Brierfield,1995-01-01,384530.0,436438.0,O,6,29036,False,4,12320,BRIERFL,Brierfield
BRIGICI,Briggs I.C.I. Sdgs,1995-01-01,409800.0,368200.0,O,6,34231,False,2,12766,*,*
BRIGSSC,Dowlow Briggs Sidings,1995-01-01,409800.0,368100.0,O,6,34232,False,2,12765,BRIGSSC,Dowlow Briggs Sidings
BRIMSDN,Brimsdown,1995-01-01,536315.0,197035.0,O,3,51914,False,4,15113,BRIMSDN,Brimsdown
BRINKLW,Brinklow,1995-01-01,444000.0,279500.0,O,5,69025,False,2,13357,BRINKLW,Brinklow
BRIRLYH,Brierley Hill,1995-01-01,391200.0,287000.0,T,5,65729,False,2,12478,BRIRLYH,Brierley Hill
BRITFEE,Briton Ferry East,2004-12-12,452345.0,632648.0,O,5,79605,False,2,13555,BRITFEE,Briton Ferry East
BRITFRY,Briton Ferry,1995-01-01,274200.0,194800.0,T,5,79600,False,4,10725,BRITFRY,Briton Ferry
BRITHDR,Brithdir,1995-01-01,315200.0,202000.0,T,5,78349,False,4,11187,BRITHDR,Brithdir
BRITONF,Briton Ferry Yard,1995-01-01,274000.0,194300.0,O,5,79603,False,2,10722,BRITONF,Briton Ferry Yard
BRITUFJ,Briton Ferry U.F.L. Jn.,1995-01-01,195250.0,274400.0,O,5,79601,False,2,10068,BRITUFJ,Briton Ferry U.F.L. Jn.
BRIXTON,Brixton,1995-01-01,531100.0,175500.0,T,3,87248,False,4,14908,BRIXTON,Brixton
BRKELEY,Berkeley C.E.G.B.,1995-01-01,371900.0,200300.0,O,5,68144,False,2,12147,BRKELEY,Berkeley C.E.G.B.
BRKMNPK,Brookmans Park,1995-01-01,524119.0,204007.0,O,8,53995,False,4,14671,BRKMNPK,Brookmans Park
BRKN564,Birkenhead North Signl 564,1995-01-01,329800.0,390300.0,O,6,38152,False,2,11388,BRKN564,Birkenhead North Signl 564
BRKN570,Birkenhead North Signl 570,1995-01-01,329790.0,390256.0,O,6,38151,False,3,11383,BRKN*,Birkenhead North*
BRKN574,Birkenhead North Signl 574,1995-01-01,329800.0,390400.0,O,6,38014,False,2,11389,BRKN574,Birkenhead North Signl 574
BRKN577,Birkenhead North Signl 577,1995-01-01,329800.0,390100.0,O,6,38014,False,2,11387,BRKN577,Birkenhead North Signl 577
BRKN601,Birkenhead North Signl 601,1995-01-01,329800.0,390000.0,O,6,38017,False,2,11386,BRKN601,Birkenhead North Signl 601
BRKN717,Birkenhead Central Sig 717,1995-01-01,332200.0,388200.0,O,6,38197,False,2,11466,BRKN717,Birkenhead Central Sig 717
BRKN718,Birkenhead Central Sig 718,1995-01-01,332205.0,388427.0,O,6,38200,False,3,11470,BRKN*,Birkenhead Central*
BRKNCDS,Birkenhead Central C.S.,1995-01-01,332200.0,388300.0,O,6,38199,False,2,11467,BRKNCDS,Birkenhead Central C.S.
BRKNCPK,Conway Park,1996-09-29,332090.0,388990.0,O,6,38157,False,4,11463,BRKNCPK,Conway Park
BRKNCVS,Birkenhead Cavendish T.C.,1995-01-01,332200.0,388500.0,O,6,38101,False,2,11468,BRKNCVS,Birkenhead Cavendish T.C.
BRKNEWR,B'Head Nth Emud Washer Rd,1995-01-01,329707.0,390564.0,O,6,38155,False,2,11381,BRKNEWR,B'Head Nth Emud Washer Rd
BRKNHDC,Birkenhead Central,1995-01-01,332205.0,388427.0,T,6,38200,False,4,11470,BRKN*,Birkenhead Central*
BRKNHDN,Birkenhead North,1995-01-01,329790.0,390256.0,T,6,38151,False,4,11383,BRKN*,Birkenhead North*
BRKNHDP,Birkenhead Park,1995-01-01,331004.0,389456.0,O,6,38153,False,4,11438,BRKNHDP,Birkenhead Park
BRKNIOM,Birkenhead 12 Quays,2010-05-23,332454.0,390003.0,O,6,0,False,2,11477,BRKNIOM,Birkenhead 12 Quays
BRKNMUD,Birkenhead North E.M.U.D,1995-01-01,329745.0,390376.0,O,6,38155,False,2,11382,BRKNMUD,Birkenhead North E.M.U.D
BRKNUDS,B'Head Nth Emud Udts,1995-01-01,329579.0,390482.0,O,6,38155,False,2,11376,BRKNUDS,B'Head Nth Emud Udts
BRKRJUN,Berkeley Rd Jn,1995-01-01,371900.0,200400.0,O,5,68145,False,2,12148,BRKRJUN,Berkeley Rd Jn
BRKSTEJ,Barkston East Jn,1995-01-01,491600.0,342400.0,M,8,44100,False,2,14129,BRKSTEJ,Barkston East Jn
BRKSTSJ,Barkston South Jn,1995-01-01,491200.0,342000.0,T,8,44379,False,2,14114,BRKSTSJ,Barkston South Jn
BRKTNL,Birkett Tunnel,2004-12-12,432547.0,632645.0,O,6,9437,False,2,13126,BRKTNL,Birkett Tunnel
BRKWDCE,Brookwood Country End,1995-01-01,495200.0,156700.0,O,3,86046,False,2,14150,BRKWDCE,Brookwood Country End
BRKWDLE,Brookwood London End,1995-01-01,495681.0,157170.0,O,3,86044,False,2,14155,BRKWDLE,Brookwood London End
BRKWOOD,Brookwood,1995-01-01,495200.0,156954.0,O,3,86041,False,4,14151,BRKWOOD,Brookwood
BRLANDS,Berrylands,1995-01-01,519700.0,168070.0,O,3,87170,False,4,14548,BRLANDS,Berrylands
BRLEYPK,Burley Park,1995-01-01,427900.0,435165.0,O,7,17101,False,4,13039,BRLEYPK,Burley Park
BRLYJN,Bradley Jn,1995-01-01,417200.0,420000.0,O,7,18471,False,2,12887,BRLYJN,Bradley Jn
BRLYWJN,Bradley Wood Jn,1995-01-01,416000.0,421600.0,O,7,18469,False,2,12866,BRLYWJN,Bradley Wood Jn
BRMB,Bromborough,1995-01-01,334359.0,381001.0,O,6,38218,False,4,11530,BRMB,Bromborough
BRMBRK,Bromborough Rake,1995-01-01,334200.0,381900.0,O,6,38216,False,4,11526,BRMBRK,Bromborough Rake
BRMCRSS,Bromley Cross,1995-01-01,372914.0,413133.0,O,6,29177,False,4,12163,BRMCRSS,Bromley Cross
BRMLYSR,Bramley,1995-01-01,423990.0,434400.0,O,7,18654,False,4,12968,BRMLYSR,Bramley
BRMOUTH,Barmouth,1995-01-01,261200.0,315900.0,M,5,64414,False,4,10569,BRMOUTH,Barmouth
BRMPTNC,Brampton (Cumbria),1995-01-01,355055.0,559972.0,O,7,13302,False,4,11908,BRMPTNC,Brampton (Cumbria)
BRMSGRV,Bromsgrove,1995-01-01,396704.0,269168.0,O,5,67003,False,4,12574,BRMSGRV,Bromsgrove
BRNCHTN,Branchton,1995-01-01,225000.0,675500.0,O,9,7005,False,4,10170,BRNCHTN,Branchton
BRNDANJ,Agecroft North Jn,1999-05-30,381490.0,398460.0,O,6,31561,False,2,12274,*,*
BRNDASJ,Agecroft South Jn,1999-05-30,381490.0,398460.0,O,6,31562,False,2,12274,*,*
BRNDRTS,Brindle Heath R.T.S.,1995-01-01,381499.0,398460.0,O,6,31552,False,2,12275,BRNDRTS,Brindle Heath R.T.S.
BRNGTN,Brinnington,1995-01-01,391120.0,392823.0,O,6,32064,False,4,12476,BRNGTN,Brinnington
BRNHPSJ,Perry Street Fork Jn,2004-05-23,626437.0,865845.0,O,3,88423,False,2,15898,BRNHPSJ,Perry Street Fork Jn
BRNHRST,Barnehurst,1995-01-01,550115.0,176210.0,T,3,88422,False,4,15414,BRNHRST,Barnehurst
BRNMONC,Burnham-on-Crouch,1995-01-01,594842.0,196511.0,O,3,50304,False,4,15759,BRNMONC,Burnham-on-Crouch
BRNSTPL,Barnstaple,1995-01-01,255561.0,132541.0,T,4,83222,False,4,10444,BRNSTPL,Barnstaple
BRNTDS,Brentford Town Day &.Sons,1995-01-01,516200.0,177800.0,O,4,73671,False,2,14452,BRNTDS,Brentford Town Day &.Sons
BRNTGLC,Brentfd Tn W.Waste R.T.S,1995-01-01,535700.0,177700.0,O,4,73676,False,2,15096,BRNTGLC,Brentfd Tn W.Waste R.T.S
BRNWJBP,Barnwell Jn B.P.,1995-01-01,546250.0,257600.0,O,3,47201,False,2,15347,BRNWJBP,Barnwell Jn B.P.
BRNYARM,Berney Arms,1995-01-01,646000.0,305300.0,O,3,48066,False,4,15997,BRNYARM,Berney Arms
BROADGR,Broad Green,1995-01-01,340699.0,390337.0,O,6,36602,False,4,11644,BROADGR,Broad Green
BROCKLY,Brockley,1995-01-01,536420.0,175790.0,O,3,87629,False,4,15118,BROCKLY,Brockley
BROHLME,Broadholme,1995-01-01,434600.0,350000.0,O,8,57109,False,2,13160,BROHLME,Broadholme
BROMLYN,Bromley North,1995-01-01,540380.0,169630.0,T,3,88482,False,4,15223,BROMLYN,Bromley North
BROMLYS,Bromley South,1995-01-01,540430.0,168702.0,O,3,88477,False,4,15225,BROMLYS,Bromley South
BROOME,Broome,1995-01-01,339900.0,280900.0,O,5,79099,False,4,11619,BROOME,Broome
BRORA,Brora,1995-01-01,290657.0,904141.0,T,9,1021,False,4,10911,BROR*,*
BRORACE,Brora C.E.,1995-01-01,288293.0,905836.0,O,9,1022,False,2,10887,BRORACE,Brora C.E.
BRORALC,Brora L.C.,2000-03-08,290657.0,904141.0,O,9,1021,False,3,10911,BROR*,*
BRORDLC,Dalchalm L.C.,2000-03-08,290657.0,904141.0,O,9,1021,False,3,10911,BROR*,*
BROUCCL,Crabley Creek LC,1995-01-01,487700.0,427900.0,O,7,0,False,2,14079,BROUCCL,Crabley Creek LC
BROUGH,Brough,1995-01-01,493870.0,426555.0,O,7,19211,False,4,14143,BROUGH,Brough
BROWDPL,Brownhill D.P.L.,1995-01-01,230900.0,651300.0,O,9,8008,False,2,10210,BROWDPL,Brownhill D.P.L.
BROWNCE,Brownhill C.E.,1995-01-01,230900.0,651250.0,O,9,8007,False,2,10209,BROWNCE,Brownhill C.E.
BROWNHJ,Brownhill Jn,1995-01-01,231000.0,651500.0,O,9,8007,False,2,10212,BROWNHJ,Brownhill Jn
BROWUPL,Brownhill U.P.L.,1995-01-01,230900.0,651500.0,O,9,8007,False,2,10211,BROWUPL,Brownhill U.P.L.
BROXBNJ,Broxbourne Jn,1995-01-01,538500.0,209000.0,O,3,51720,False,2,15184,BROXBNJ,Broxbourne Jn
BROXBNR,Broxbourne Recp.,1995-01-01,538500.0,208800.0,O,3,51721,False,2,15183,BROXBNR,Broxbourne Recp.
BROXBRN,Broxbourne,1995-01-01,537403.0,207228.0,O,3,51722,False,4,15142,BROXBRN,Broxbourne
BROXCGB,Broxbourne C.E.G.B.,1995-01-01,537400.0,207100.0,O,3,47701,False,2,15140,BROXCGB,Broxbourne C.E.G.B.
BROXS31,Broxbourne Sig L5315,1995-01-01,537400.0,207500.0,O,3,51724,False,2,15141,BROXS31,Broxbourne Sig L5315
BRRHL,Barrhill,1995-01-01,222600.0,581600.0,O,9,8645,False,4,10150,BRRHL,Barrhill
BRRYLNK,Barry Links,1995-01-01,354200.0,733700.0,O,9,3038,False,4,11897,BRRYLNK,Barry Links
BRSCGHB,Burscough Bridge,1995-01-01,344457.0,412406.0,O,6,35022,False,4,11716,BRSCGHB,Burscough Bridge
BRSCGHJ,Burscough Junction,1995-01-01,344465.0,411545.0,O,6,30157,False,4,11717,BRSCGHJ,Burscough Junction
BRSDE,Burnside,1995-01-01,262100.0,660380.0,O,9,7553,False,4,10592,BRSDE,Burnside
BRSR,Broadstairs,1995-01-01,639131.0,167997.0,O,3,89474,False,4,15964,BRSR,Broadstairs
BRSTEDC,Bristol East Depot R.C.E,1995-01-01,360400.0,172600.0,O,4,81513,False,2,11986,BRST*,Bristol East Depot *
BRSTLCW,Bristol Barton Hill W.R.D.,1995-01-01,360300.0,172700.0,T,4,81432,False,2,11982,BRSTL*,Bristol *
BRSTLED,Bristol East Depot DBC,1995-01-01,360400.0,172600.0,O,4,81512,False,2,11986,BRST*,Bristol East Depot *
BRSTLEJ,Bristol East Jn,1995-01-01,360300.0,172700.0,O,4,81690,False,2,11982,BRSTL*,Bristol *
BRSTLTM,Bristol Temple Meads,1995-01-01,359700.0,172400.0,T,4,81700,False,4,11966,BRST*,Brist*
BRSTLWJ,Bristol West Jn.,1995-01-01,359700.0,171900.0,O,4,81812,False,2,11965,BRSTLWJ,Bristol West Jn.
BRSTMHL,Bristol TM High Level Sdg,2012-09-12,359700.0,172400.0,O,4,81700,False,3,11966,BRST*,Brist*
BRSTOUT,Bristl TM In/Out Road 553,2012-09-12,359700.0,172400.0,O,4,81700,False,3,11966,BRST*,Brist*
BRSTPL2,Bristol TM Plat 2 Motorail,2004-12-12,359700.0,172400.0,O,4,81700,True,3,11966,BRST*,Brist*
BRSTPWY,Bristol Parkway,1995-01-01,362474.0,179570.0,T,4,81109,False,4,12015,BRSTPWY,Bristol Parkway
BRSTSTE,Bristol Kingsland Rd S&TE,2004-12-12,432452.0,123342.0,O,4,81610,False,2,13119,BRSTSTE,Bristol Kingsland Rd S&TE
BRTHMBR,Barton-on-Humber,1995-01-01,502888.0,422510.0,T,7,21001,False,4,14237,BRTHMBR,Barton-on-Humber
BRTJYC,Burton Joyce,1995-01-01,464490.0,343330.0,O,8,55499,False,4,13860,BRTJYC,Burton Joyce
BRTLYJN,Birtley Jn,1995-01-01,426600.0,555600.0,O,7,13554,False,2,13009,BRTLYJN,Birtley Jn
BRTPNT,Burton Point,2004-12-12,573435.0,626235.0,O,6,38037,False,2,15634,BRTPNT,Burton Point
BRTWOOD,Brentwood,1995-01-01,559315.0,193035.0,O,3,50331,False,4,15509,BRTWOOD,Brentwood
BRUCGRV,Bruce Grove,1995-01-01,533795.0,190110.0,O,3,51952,False,4,15018,BRUCGRV,Bruce Grove
BRUNDAL,Brundall,1995-01-01,632904.0,307967.0,O,3,48215,False,4,15930,BRUNDAL,Brundall
BRUNDLG,Brundall Gardens,1995-01-01,631470.0,308340.0,O,3,48216,False,4,15923,BRUNDLG,Brundall Gardens
BRUSTAN,Brunstane,2000-06-11,331330.0,672710.0,O,9,4635,False,4,11449,BRUSTAN,Brunstane
BRUTON,Bruton,1995-01-01,368800.0,134800.0,O,4,82299,False,4,12081,BRUTON,Bruton
BRUXMID,Bruxelles Midi,1995-01-01,637850.0,136000.0,O,3,850,False,4,15954,BRUXMID,Bruxelles Midi
BRWCKGL,Berwick Upon Tweed Gds Lp,1995-01-01,399400.0,653500.0,T,7,12002,False,2,12609,BRWCKGL,Berwick Upon Tweed Gds Lp
BRWCKUT,Berwick-upon-Tweed,1995-01-01,399410.0,653445.0,T,7,12001,False,4,12610,BRWCKUT,Berwick-upon-Tweed
BRWHINS,Brockley Whins,1995-01-01,434590.0,562900.0,O,7,14003,False,4,13159,BRWHINS,Brockley Whins
BRWNHLS,Brownhills,1995-01-01,404800.0,306000.0,T,5,65319,False,2,12685,BRWNHLS,Brownhills
BRWRRTS,Barrow Road A.C.C. R.T.S,1995-01-01,160000.0,372800.0,O,4,81424,False,2,10010,BRWRRTS,Barrow Road A.C.C. R.T.S
BRYN,Bryn,1995-01-01,357165.0,400547.0,O,6,35394,False,4,11930,BRYN,Bryn
BRYSTNS,Braystones,1995-01-01,300100.0,505978.0,O,6,10195,False,4,11023,BRYSTNS,Braystones
BSAUEJN,Bp Auckland E Jn,1995-01-01,420500.0,529100.0,O,7,0,False,2,12921,BSAUEJN,Bp Auckland E Jn
BSAUKLD,Bishop Auckland,1995-01-01,420890.0,529170.0,T,7,15826,False,4,12929,BSAUKLD,Bishop Auckland
BSAUWEA,Bishop Auckland West,1999-01-01,420617.0,529160.0,O,7,15827,False,4,12922,BSAUWEA,Bishop Auckland West
BSBYJN,Bushbury Jn,1995-01-01,391800.0,300900.0,T,5,65006,False,2,12487,BSBYJN,Bushbury Jn
BSCTESD,Bescot Engineers Sdgs,1995-01-01,401400.0,295500.0,O,5,65705,False,2,12646,BSCTESD,Bescot Engineers Sdgs
BSCTHS,Bescot H.S.,1995-01-01,401500.0,296000.0,O,5,65712,False,2,12650,BSCTHS,Bescot H.S.
BSCTJN,Bescot Jn,1995-01-01,400500.0,296200.0,M,5,65709,False,2,12624,BSCTJN,Bescot Jn
BSCTSS,Bescot Storage Sidings,1995-01-01,401200.0,295600.0,O,5,65701,False,2,12640,BSCTSS,Bescot Storage Sidings
BSCTSTA,Bescot Stadium,1995-01-01,400700.0,296140.0,M,5,65707,False,4,12627,BSCTSTA,Bescot Stadium
BSCTTMD,Bescot T.M.D.,1995-01-01,400400.0,296200.0,O,5,65702,False,2,12623,BSCTTMD,Bescot T.M.D.
BSCTUDG,Bescot Down Loop,1995-01-01,400800.0,296000.0,O,5,65710,False,2,12630,BSCTUDG,Bescot Down Loop
BSCTULP,Bescot Up Loop,1995-01-01,400800.0,295900.0,O,5,65706,False,2,12629,BSCTULP,Bescot Up Loop
BSCTUYD,Bescot Up Yard,1995-01-01,401000.0,295800.0,O,5,65714,False,2,12634,BSCTUYD,Bescot Up Yard
BSCTYD,Bescot Yard,1995-01-01,401000.0,295900.0,T,5,65700,False,2,12635,BSCTYD,Bescot Yard
BSDN,Bearsden,1995-01-01,254355.0,671795.0,O,9,6305,False,4,10424,BSDN,Bearsden
BSHB,Bishopbriggs,1995-01-01,261000.0,670100.0,O,9,6443,False,4,10567,BSHB,Bishopbriggs
BSHPSFD,Bishops Stortford,1995-01-01,549155.0,220894.0,O,3,47412,False,4,15405,BSHPSFD,Bishops Stortford
BSHPSFY,Bishops Stortford Recp.,1995-01-01,549200.0,220800.0,O,3,47411,False,2,15406,BSHPSFY,Bishops Stortford Recp.
BSNGDES,Basingstoke Dn E End Sdg,1995-01-01,464700.0,153500.0,O,3,86058,False,2,13861,BSNGDES,Basingstoke Dn E End Sdg
BSNGSBM,Basingstoke Bartn Ml C.S.D,1995-01-01,463700.0,152400.0,O,3,86065,False,2,13849,BSNGSBM,Basingstoke Bartn Ml C.S.D
BSNGSDR,Basingstoke Down Yard,1995-01-01,463800.0,152400.0,O,3,86063,False,2,13852,BSNGSDR,Basingstoke Down Yard
BSNGSEB,Basingstoke East Bay,1999-05-30,463774.0,152529.0,O,3,86066,False,3,13851,BSNGS*,Basingstoke*
BSNGSNY,Basingstoke North Yard,1995-01-01,463700.0,152300.0,O,3,86060,False,2,13848,BSNG*,Basingstoke *
BSNGSTK,Basingstoke,1995-01-01,463774.0,152529.0,T,3,86066,False,4,13851,BSNGS*,Basingstoke*
BSNGSUR,Basingstoke Up Recp.Sdg.,1995-01-01,463700.0,151500.0,O,3,86064,False,2,13847,BSNGSUR,Basingstoke Up Recp.Sdg.
BSNGW34,Basingstoke Signal BE547,1995-01-01,463700.0,152300.0,O,3,86062,False,2,13848,BSNG*,Basingstoke *
BSNGW36,Basingstoke Signal BE549,1999-05-30,463700.0,152300.0,O,3,86062,False,1,13848,BSNG*,Basingstoke *
BSPSLYD,"Bishops Lydeard, WS Rwy",1995-01-01,316388.0,129039.0,O,4,83014,False,4,11199,BSPSLYD,"Bishops Lydeard, WS Rwy"
BSSN,Bishopstone,1995-01-01,546930.0,99908.0,O,3,88238,False,4,15361,BSSN,Bishopstone
BSSNBUS,Bishopstone (Hill Rise),1995-01-01,546713.0,99517.0,O,3,0,False,2,15358,BSSNBUS,Bishopstone (Hill Rise)
BSTD,Bearsted,1995-01-01,579882.0,156119.0,O,3,89404,False,4,15679,BSTD,Bearsted
BSTEDMR,Bury St Edmunds Recp.,1995-01-01,585200.0,265300.0,T,3,46302,False,2,15700,BSTEDMR,Bury St Edmunds Recp.
