TIPLOC_x,LocationName_x,StartDate,Easting,Northing,TimingPointType,ZoneResponsible,STANOX,OffNetwork,Quality,index,TIPLOC_y,LocationName_y
ABCWM,Abercwmboi,1995-01-01,302700.0,200200.0,O,5,78128,False,2,11045,ABCWM,Abercwmboi
ABDARE,Aberdare,1995-01-01,300400.0,202800.0,T,5,78100,False,4,11026,ABDARE,Aberdare
ABDO,Aberdour,1995-01-01,319100.0,685400.0,O,9,3295,False,4,11248,ABDO,Aberdour
ABDVY,Aberdovey,1995-01-01,260600.0,296000.0,O,5,64409,False,4,10557,ABDVY,Aberdovey
ABER,Aber,1995-01-01,314870.0,186950.0,T,5,78371,False,4,11180,ABER,Aber
ABGLELE,Abergele & Pensarn,1995-01-01,294612.0,378681.0,O,6,40073,False,4,10954,ABGLELE,Abergele & Pensarn
ABHLJN,Abbeyhill Jn,1995-01-01,327800.0,673900.0,O,9,4309,False,2,11341,ABHLJN,Abbeyhill Jn
ABINCE,Abington C.E.,1995-01-01,293480.0,623400.0,O,9,7947,False,2,10939,ABINCE,Abington C.E.
ABINDPL,Abington D.P.L.,1995-01-01,293490.0,623400.0,O,9,7971,False,2,10940,ABINDPL,Abington D.P.L.
ABINDS,Abington Down Sidings,2002-01-08,231432.0,523153.0,O,9,7948,False,2,10218,ABINDS,Abington Down Sidings
ABINGTN,Abington,1995-01-01,293500.0,623400.0,O,9,7972,False,2,10941,ABINGTN,Abington
ABINUPL,Abington U.P.L.,1995-01-01,293510.0,623400.0,O,9,7970,False,2,10942,ABINUPL,Abington U.P.L.
ABRCYNS,Abercynon,1995-01-01,308166.0,194686.0,O,5,78204,False,4,11089,ABRCYNS,Abercynon
ABRD75,Aberdeen Signal A75,1996-01-01,394100.0,805795.0,O,9,2078,False,2,12537,ABRD75,Aberdeen Signal A75
ABRD77,Aberdeen Signal A77,1996-01-01,394095.0,805795.0,O,9,2079,False,2,12535,ABRD77,Aberdeen Signal A77
ABRDCH,Aberdeen Clayhills Car.M.D,1995-01-01,393332.0,804594.0,O,9,2075,False,2,12520,ABRDCH,Aberdeen Clayhills Car.M.D
ABRDEEN,Aberdeen,1995-01-01,394127.0,805872.0,T,9,2071,False,4,12538,ABRDEEN,Aberdeen
ABRDFDS,Aberdeen Ferryhill Dn Sdgs,2004-12-12,421537.0,456534.0,O,9,2083,False,2,12935,ABRDFDS,Aberdeen Ferryhill Dn Sdgs
ABRDFGL,Aberdeen Ferryhill GL,1995-01-01,393340.0,804594.0,O,9,2084,False,2,12521,ABRDFGL,Aberdeen Ferryhill GL
ABRDFJN,Aberdeen Ferryhill Jn,1996-01-01,393332.0,804550.0,O,9,2082,False,2,12519,ABRDFJN,Aberdeen Ferryhill Jn
ABRDNS,Aberdeen North Siding,2004-12-12,563474.0,352341.0,O,9,2067,False,2,15555,ABRDNS,Aberdeen North Siding
ABRDWAT,Aberdeen Waterloo,1995-01-01,394300.0,809700.0,O,9,2061,False,2,12547,ABRDWAT,Aberdeen Waterloo
ABRE,Abererch,1995-01-01,240400.0,336100.0,O,5,64506,False,4,10310,ABRE,Abererch
ABRGPGN,Penpergwn,2004-12-12,543623.0,423142.0,O,5,76248,False,2,15290,ABRGPGN,Penpergwn
ABRGVNY,Abergavenny,1995-01-01,330500.0,213600.0,T,5,76251,False,4,11416,ABRGVNY,Abergavenny
ABRPGWM,Aberpergwm,1995-01-01,286500.0,205800.0,O,5,79519,False,2,10875,ABRPGWM,Aberpergwm
ABRYRRL,Aberystwyth Run Round Loop,2004-12-12,457647.0,764356.0,O,5,64609,False,2,13710,ABRYRRL,Aberystwyth Run Round Loop
ABRYSHE,Aberystwyth Shell Sdgs,1995-01-01,258500.0,281900.0,O,5,64608,False,2,10511,ABRYSHE,Aberystwyth Shell Sdgs
ABRYSNS,Aberystwyth Stn Sdgs,1995-01-01,258500.0,281700.0,O,5,0,False,2,10510,ABRYSNS,Aberystwyth Stn Sdgs
ABRYSTH,Aberystwyth,1995-01-01,258500.0,281600.0,T,5,64607,False,4,10509,ABRYSTH,Aberystwyth
ABTH,Aberthaw,1995-01-01,302904.0,167094.0,O,5,78903,False,2,11049,ABTH,Aberthaw
ABTH222,Aberthaw Signal AW222,2005-12-06,564453.0,452335.0,O,5,78916,False,2,15566,ABTH222,Aberthaw Signal AW222
ABTH231,Aberthaw Signal AW231,2005-12-06,453346.0,351413.0,O,5,78919,False,2,13587,ABTH231,Aberthaw Signal AW231
ABTHA13,Aberthaw Signal A13,1995-01-01,302720.0,166450.0,T,5,78904,False,2,11046,ABTH*,Aberthaw *
ABTHA39,Aberthaw Signal A39,1995-01-01,302721.0,166451.0,T,5,78900,False,2,11047,ABTHA39,Aberthaw Signal A39
ABTHOSD,Aberthaw N.P.Oil Sdg,1995-01-01,302675.0,166483.0,O,5,78904,False,2,11042,ABTHOSD,Aberthaw N.P.Oil Sdg
ABTHPS,Aberthaw Power Station,1995-01-01,302720.0,166450.0,O,5,78904,False,2,11046,ABTH*,Aberthaw *
ABTHRCP,Aberthaw Rec Sdgs,1995-01-01,302693.0,166500.0,O,5,78906,False,2,11043,ABTHRCP,Aberthaw Rec Sdgs
ABTHWCC,Aberthaw Cement Works,1995-01-01,302693.0,167676.0,O,5,78905,False,2,11044,ABTHWCC,Aberthaw Cement Works
ABTSWDJ,Abbotswood Jn,1995-01-01,388900.0,250000.0,O,5,67371,False,2,12432,ABTSWDJ,Abbotswood Jn
ABWD,Abbey Wood,1995-01-01,547374.0,179035.0,O,3,88601,False,4,15371,ABWD,Abbey Wood
ABWDXR,Abbey Wood (Crossrail),2015-12-13,547372.0,179055.0,O,3,88607,False,4,15370,ABWDXR,Abbey Wood (Crossrail)
ACBG,Acton Bridge,1995-01-01,359870.0,374560.0,O,6,37001,False,4,11971,ACBG,Acton Bridge
ACGJN,Acton Grange Jn,1995-01-01,358400.0,385200.0,O,6,35555,False,2,11949,ACGJN,Acton Grange Jn
ACGJNLX,Norton LC (Acton Grange),2004-12-12,563465.0,432543.0,O,6,35588,False,2,15553,ACGJNLX,Norton LC (Acton Grange)
ACHANLT,Achanalt,1995-01-01,226020.0,861473.0,O,9,1081,False,4,10174,ACHANLT,Achanalt
ACHHBLC,Balnacra LC,2000-09-24,200290.0,848440.0,O,9,1078,False,3,10080,ACHH*,*
ACHHSHL,Achnashellach,1995-01-01,200290.0,848440.0,O,9,1078,False,4,10080,ACHH*,*
ACHILCK,Auchinleck,1995-01-01,255000.0,622000.0,O,9,8825,False,4,10431,ACHILCK,Auchinleck
ACHNSCE,Achnasheen C.E.,1995-01-01,216400.0,858510.0,O,9,1080,False,2,10127,ACHNSCE,Achnasheen C.E.
ACHNSHN,Achnasheen,1995-01-01,216403.0,858519.0,O,9,1079,False,4,10128,ACHNSHN,Achnasheen
ACKLNGT,Acklington,1995-01-01,422200.0,601500.0,O,7,12115,False,4,12947,ACKLNGT,Acklington
ACLE,Acle,1995-01-01,639900.0,310000.0,T,3,48056,False,4,15965,ACLE,Acle
ACOCKSG,Acocks Green,1995-01-01,412400.0,283500.0,O,5,66430,False,4,12812,ACOCKSG,Acocks Green
ACRNGTN,Accrington,1995-01-01,375730.0,428575.0,O,6,29061,False,4,12195,ACRNGTN,Accrington
ACTCWHF,Acton Canal Wharf,1995-01-01,521200.0,182800.0,O,3,72235,False,2,14589,ACTCWHF,Acton Canal Wharf
ACTNCTL,Acton Central,1995-01-01,520645.0,180295.0,O,3,72252,False,4,14573,ACTNCTL,Acton Central
ACTONML,Acton Main Line,1995-01-01,520360.0,181230.0,O,4,73240,False,4,14565,ACTONML,Acton Main Line
ACTONTC,Acton T.C.,1995-01-01,518500.0,181000.0,T,4,73250,False,2,14508,ACTONTC,Acton T.C.
ACTONW,Acton West,1995-01-01,518300.0,181000.0,T,4,73251,False,2,14505,ACTONW,Acton West
ACWLJN,Acton Wells Jn,1995-01-01,521200.0,182100.0,T,3,72251,False,2,14588,*,*
ADERLYP,Adderley Park,1995-01-01,409880.0,287250.0,O,5,65614,False,4,12767,ADERLYP,Adderley Park
ADIEWEL,Addiewell,1995-01-01,299500.0,662300.0,O,9,4090,False,4,11017,ADIEWEL,Addiewell
ADISHAM,Adisham,1995-01-01,623391.0,153976.0,O,3,89514,False,4,15862,ADISHAM,Adisham
ADLC,Adlington (Cheshire),1995-01-01,391200.0,380300.0,O,6,32575,False,4,12479,ADLC,Adlington (Cheshire)
ADLESTJ,Addlestone Jn,1995-01-01,506500.0,163600.0,O,3,86010,False,2,14289,ADLESTJ,Addlestone Jn
ADLESTN,Addlestone,1995-01-01,505587.0,164866.0,O,3,86011,False,4,14278,ADLESTN,Addlestone
ADNL,Adlington (Lancashire),1995-01-01,360200.0,413135.0,O,6,30321,False,4,11981,ADNL,Adlington (Lancashire)
ADSWDRD,Adswood Road Jn,1995-01-01,388518.0,387577.0,O,6,32561,False,2,12424,ADSWDRD,Adswood Road Jn
ADWICK,Adwick,1995-01-01,454375.0,408725.0,O,7,23118,False,4,13627,ADWICK,Adwick
ADWICKJ,Adwick Jn,1995-01-01,453400.0,409500.0,T,7,23120,False,2,13591,*,*
AGCRFTJ,Agecroft Jn,1995-01-01,380500.0,401500.0,O,6,31564,False,2,12264,AGCRFTJ,Agecroft Jn
AGHTNPH,Aughton Park,1995-01-01,340790.0,406775.0,O,6,36005,False,4,11647,AGHTNPH,Aughton Park
AIGBURT,Aigburth,1995-01-01,338400.0,385700.0,O,6,36086,False,4,11601,AIGBURT,Aigburth
AINSDAL,Ainsdale,1995-01-01,331101.0,412224.0,T,6,36062,False,4,11446,AINSDAL,Ainsdale
AINTREE,Aintree,1995-01-01,336625.0,397890.0,O,6,36027,False,4,11575,AINT*,Aintree*
AINTSFJ,Aintree Sefton Jn,1995-01-01,336625.0,397890.0,O,6,36027,False,3,11575,AINT*,Aintree*
AIRBLES,Airbles,1995-01-01,275034.0,656191.0,O,9,7476,False,4,10758,AIRBLES,Airbles
AIRDCS,Airdrie Carriage Sdg.,1995-01-01,276094.0,664976.0,O,9,7326,False,2,10775,AIRDCS,Airdrie Carriage Sdg.
AIRDRIE,Airdrie,1995-01-01,276000.0,665200.0,T,9,7327,False,4,10773,AIRDRIE,Airdrie
AIRP,Airport (Newcastle),2001-09-30,418566.0,571308.0,O,7,12401,False,4,12899,AIRP,Airport (Newcastle)
AISGILL,Ais Gill,1995-01-01,377728.0,497168.0,O,6,9438,False,2,12220,AISGILL,Ais Gill
AISHXO,Aish Emergency Crossover,2004-12-12,643643.0,212314.0,O,4,84060,False,2,15976,AISHXO,Aish Emergency Crossover
ALBION,Albion Gulf Oil Depot,1995-01-01,398300.0,290900.0,O,5,65813,False,2,12589,ALBION,Albion Gulf Oil Depot
ALBNYPK,Albany Park,1995-01-01,547855.0,172860.0,O,3,88462,False,4,15380,ALBNYPK,Albany Park
ALBRGHT,Albrighton,1995-01-01,381900.0,304500.0,O,5,65033,False,4,12281,ALBRGHT,Albrighton
ALDB337,Aldersbrook Signal 337/354,1995-01-01,542782.0,185995.0,O,3,50430,False,1,15260,ALDB*,Aldersbrook *
ALDBUCS,Aldersbrook CS,1995-01-01,542782.0,185995.0,O,3,50430,False,2,15260,ALDB*,Aldersbrook *
ALDEDGE,Alderley Edge,1995-01-01,384317.0,378563.0,T,6,32581,False,4,12315,ALDEDGE,Alderley Edge
ALDMCE,Aldermaston Tip (CE),2004-12-12,654747.0,634463.0,O,4,74713,False,2,16033,ALDMCE,Aldermaston Tip (CE)
ALDMSPS,Aldermaston Padworth Sdgs,1995-01-01,460050.0,167500.0,O,4,74712,False,2,13797,ALDMSPS,Aldermaston Padworth Sdgs
ALDMSTN,Aldermaston,1995-01-01,460100.0,167345.0,O,4,74714,False,4,13798,ALDMSTN,Aldermaston
ALDRSHT,Aldershot,1995-01-01,486656.0,150424.0,T,3,87031,False,4,14062,ALDRSHT,Aldershot
ALDRSJN,Aldershot North Jn,1995-01-01,488500.0,151900.0,O,3,87037,False,2,14088,ALDRSJN,Aldershot North Jn
ALDRSJS,Aldershot South Jn,1995-01-01,489200.0,151800.0,O,3,87013,False,2,14098,ALDRSJS,Aldershot South Jn
ALDTON,Aldrington,1995-01-01,527984.0,105666.0,O,3,87985,False,4,14776,ALDTON,Aldrington
ALDW721,Roundwood Chord Sig S721,1995-01-01,444700.0,395400.0,O,7,24701,False,1,13374,ALDW*,*
ALDWNWS,Aldwarke U.E.S.,1995-01-01,439876.0,392447.0,O,7,24501,False,2,13281,ALDWNWS,Aldwarke U.E.S.
ALDWRKJ,Aldwarke Jn,1995-01-01,444700.0,395400.0,O,7,24701,False,2,13374,ALDW*,*
ALDWRML,Roundwood B.S.C. 11' Mill,1995-01-01,440780.0,391692.0,O,7,24405,False,2,13291,ALDWRML,Roundwood B.S.C. 11' Mill
ALDWRS,Aldwarke Repair Sidings,1995-01-01,440780.0,391792.0,O,7,24502,False,2,13292,ALDWRS,Aldwarke Repair Sidings
ALERTN,Liverpool South PW HL,1995-01-01,340921.0,384909.0,O,6,36192,False,4,11656,ALERTN,Liverpool South PW HL
ALERTNJ,Allerton Jn,1995-01-01,341200.0,384700.0,O,6,36195,False,2,11671,ALERTNJ,Allerton Jn
ALERTNS,Allerton Depot,1995-01-01,340900.0,385100.0,O,6,36191,False,2,11649,ALERTNS,Allerton Depot
ALEXNDP,Alexandra Palace,1995-01-01,530295.0,190460.0,T,8,54103,False,4,14876,ALEX*,Alexandra Palace*
ALEXPSS,Alexandra Palace Sand Sdg,1999-04-16,530295.0,190460.0,O,8,54103,False,3,14876,ALEX*,Alexandra Palace*
ALFRETN,Alfreton,1995-01-01,442300.0,356100.0,M,8,56127,False,4,13321,ALFRETN,Alfreton
ALLENSW,Allens West,1995-01-01,441449.0,514558.0,O,7,15702,False,4,13303,ALLENSW,Allens West
ALLGARC,Allington A.R.C. Sdg.,1995-01-01,574550.0,157850.0,O,3,89312,False,2,15651,ALLGARC,Allington A.R.C. Sdg.
ALLOA,Alloa,2006-10-12,288800.0,693115.0,T,9,3375,False,4,10892,ALLOA,Alloa
ALNESS,Alness,1995-01-01,266000.0,869400.0,O,9,1058,False,4,10626,ALNESS,Alness
ALNGJN,Allington West Jn,1995-01-01,487300.0,338100.0,M,8,44509,False,2,14076,ALNGJN,Allington West Jn
ALNGNJN,Allington North Jn,2004-12-12,543453.0,634634.0,T,8,44507,False,2,15274,ALNGNJN,Allington North Jn
ALNMOTH,Alnmouth,1995-01-01,423115.0,611040.0,T,7,12112,False,4,12956,ALNMOTH,Alnmouth
ALRESFD,Alresford (Essex),1995-01-01,606525.0,221515.0,O,3,50027,False,4,15799,ALRESFD,Alresford (Essex)
ALRWAS,Alrewas L.C.,1995-01-01,416000.0,312435.0,M,5,66040,False,2,12865,ALRWAS,Alrewas L.C.
ALSAEJN,Alsager East Jn,1995-01-01,380070.0,355130.0,O,5,42412,False,3,12252,ALSA*,Alsager*
ALSAGER,Alsager,1995-01-01,380070.0,355130.0,M,5,42412,False,4,12252,ALSA*,Alsager*
ALSAUDG,Alsager Up & Dn Gds Loop,1995-01-01,380100.0,355000.0,O,5,42413,False,2,12253,ALSAUDG,Alsager Up & Dn Gds Loop
ALSCTSW,Allscott Sdgs,1995-01-01,360500.0,312400.0,T,5,64704,False,2,11988,ALSCTSW,Allscott Sdgs
ALSHAM,Aylesham,1995-01-01,624182.0,152457.0,O,3,89515,False,4,15882,ALSHAM,Aylesham
ALSTONS,Alstone C.H.S.,1995-01-01,392816.0,222159.0,O,5,68077,False,2,12510,ALSTONS,Alstone C.H.S.
ALTFTJN,Altofts Jn,1995-01-01,438800.0,424000.0,O,7,17196,False,2,13250,ALTFTJN,Altofts Jn
ALTHORN,Althorne,1995-01-01,590524.0,197929.0,O,3,50305,False,4,15736,ALTHORN,Althorne
ALTNBRC,Altnabreac,1995-01-01,300340.0,945680.0,O,9,1010,False,4,11025,ALTNBRC,Altnabreac
ALTNCCE,Altnabreac C.E.,1995-01-01,300410.0,945700.0,O,9,1011,False,2,11027,ALTNCCE,Altnabreac C.E.
ALTON,Alton,1995-01-01,472352.0,139697.0,T,3,87021,False,4,13929,ALTON,Alton
ALTPE,Althorpe,1995-01-01,483960.0,410625.0,O,7,22075,False,4,14042,ALTPE,Althorpe
ALTRNHM,Altrincham,1995-01-01,377026.0,387931.0,O,6,37225,False,4,12209,ALTRNHM,Altrincham
ALVCHRC,Alvechurch,1995-01-01,402300.0,272000.0,O,5,66527,False,4,12661,ALVCHRC,Alvechurch
ALVES,Alves Jn,1995-01-01,316915.0,852156.0,O,9,2004,False,2,11210,ALVES,Alves Jn
ALXANDR,Alexandria,1995-01-01,239300.0,679900.0,O,9,6123,False,4,10302,ALXANDR,Alexandria
ALXNJTC,Alexandra Dock Jn. T.C.,1995-01-01,330200.0,186400.0,O,5,76470,False,2,11403,ALXNJTC,Alexandra Dock Jn. T.C.
ALXPD,Alexandra Parade,1995-01-01,261747.0,665542.0,O,9,6525,False,4,10584,ALXPD,Alexandra Parade
AMBERGJ,Ambergate Jn,1995-01-01,435261.0,351063.0,M,8,57110,False,2,13172,AMBERGJ,Ambergate Jn
AMBERGT,Ambergate,1995-01-01,434900.0,351600.0,M,8,57013,False,4,13167,AMBERGT,Ambergate
AMERMWD,Mantles Wood,1995-01-01,496400.0,198000.0,M,5,70362,False,2,14164,AMERMWD,Mantles Wood
AMERSHM,Amersham,1995-01-01,496379.0,198188.0,T,5,70361,False,4,14163,AMERSHM,Amersham
AMLWCH,Amlwch,1995-01-01,244500.0,393600.0,O,6,40021,False,2,10339,AMLWCH,Amlwch
AMLWOCT,Amlwch Assoctd Octel Sdg,1995-01-01,244500.0,393500.0,O,6,40021,False,2,10338,AMLWOCT,Amlwch Assoctd Octel Sdg
AMLY,Amberley,1995-01-01,502632.0,111812.0,O,3,87957,False,4,14233,AMLY,Amberley
AMMANFD,Ammanford,1995-01-01,262400.0,212700.0,O,5,79064,False,4,10595,AMMANFD,Ammanford
AMNG485,Amington Jn Sig NL5485,2012-09-12,421631.0,304479.0,O,5,68994,False,2,12936,AMNG48*,Amington Jn Sig NL548*
AMNG488,Amington Jn Sig NL5488,2012-09-12,421631.0,304479.0,O,5,13230,False,2,12936,AMNG48*,Amington Jn Sig NL548*
AMNGTNJ,Amington Jn,2005-12-06,472967.0,873846.0,O,5,69003,False,2,13936,AMNGTNJ,Amington Jn
ANAT,Annat,1995-01-01,206700.0,776900.0,O,9,5994,False,2,10095,ANAT,Annat
ANCASTR,Ancaster,1995-01-01,498400.0,344375.0,O,8,44101,False,4,14183,ANCASTR,Ancaster
ANDOVER,Andover,1995-01-01,435565.0,145938.0,T,3,86074,False,4,13183,ANDOVER,Andover
ANDRSTN,Anderston,1995-01-01,257960.0,665300.0,O,9,7253,False,4,10489,ANDRSTN,Anderston
ANERLEY,Anerley,1995-01-01,534605.0,169900.0,O,3,87644,False,4,15050,ANERLEY,Anerley
ANGMRNG,Angmering,1995-01-01,506513.0,102979.0,O,3,87998,False,4,14290,ANGMRNG,Angmering
ANGRSTJ,Angerstein Jn,1995-01-01,540600.0,178100.0,O,3,88510,False,2,15229,ANGRSTJ,Angerstein Jn
ANGRSTW,Angerstein Wharf Loop,1995-01-01,540626.0,178671.0,T,3,88501,False,2,15230,ANGR*,Angerstein Wharf *
ANGRTAR,Angerstein Wharf (Tarmac),1995-01-01,540626.0,178671.0,O,3,88502,False,2,15230,ANGR*,Angerstein Wharf *
ANNAN,Annan,1995-01-01,319300.0,566200.0,O,9,9033,False,4,11249,ANNAN,Annan
ANNBANK,Annbank,1995-01-01,240400.0,624800.0,O,9,8606,False,2,10311,ANNBANK,Annbank
ANSDELL,Ansdell & Fairhaven,1995-01-01,334601.0,427689.0,O,6,30037,False,4,11536,ANSDELL,Ansdell & Fairhaven
ANSL,Anniesland,1995-01-01,254880.0,668683.0,O,9,6222,False,4,10428,ANSL,Anniesland
APBY,Appleby,1995-01-01,368640.0,520680.0,O,6,9426,False,4,12079,APBY,Appleby
APBYNE,Appleby North East Sidings,1995-01-01,368700.0,520700.0,O,6,9427,False,2,12080,APBYNE,Appleby North East Sidings
APDR,Appledore (Kent),1995-01-01,597566.0,129760.0,T,3,89432,False,4,15764,APDR,Appledore (Kent)
APERLYB,Apperley Bridge,2015-05-17,419454.0,438429.0,O,7,17050,False,4,12908,APERLYB,Apperley Bridge
APERLYJ,Apperley Jn,1995-01-01,420200.0,438200.0,T,7,17053,False,2,12914,APERLYJ,Apperley Jn
APLHRSJ,Applehurst Jn,1995-01-01,458700.0,409900.0,O,7,23102,False,2,13746,APLHRSJ,Applehurst Jn
APLYBDG,Appley Bridge,1995-01-01,352475.0,409360.0,O,6,35050,False,4,11865,APLYBDG,Appley Bridge
APLYBGW,Appley Bridge Wimpey,1995-01-01,351842.0,408911.0,O,6,35051,False,2,11845,APLYBGW,Appley Bridge Wimpey
APPLEFD,Appleford,1995-01-01,452542.0,193698.0,O,4,74340,False,4,13570,APPLEF*,Appleford*
APPLEFS,Appleford Sidings,1995-01-01,452450.0,193700.0,O,4,74341,False,2,13566,APPLEFS,Appleford Sidings
APPLEFX,Appleford L.C.,1995-01-01,452542.0,193698.0,O,4,74340,False,3,13570,APPLEF*,Appleford*
APPLFHH,Appleford FHH,2004-12-12,636347.0,543634.0,M,4,74342,False,2,15945,APPLFHH,Appleford FHH
APSLEY,Apsley,1995-01-01,506245.0,204874.0,O,5,71023,False,4,14287,APSLEY,Apsley
ARBROTH,Arbroath,1995-01-01,363900.0,741000.0,O,9,3023,False,4,12026,ARBROTH,Arbroath
ARBRURS,Arbroath U.R.S.,1995-01-01,363900.0,741100.0,O,9,3024,False,2,12027,ARBRURS,Arbroath U.R.S.
ARCHRAT,Arrochar & Tarbet,1995-01-01,231200.0,704600.0,O,9,6101,False,4,10217,ARCHRAT,Arrochar & Tarbet
ARCHRCE,Arrochar & Tarbet C.E.,1995-01-01,231200.0,704200.0,O,9,6102,False,2,10216,ARCHRCE,Arrochar & Tarbet C.E.
ARDGAY,Ardgay,1995-01-01,260030.0,890446.0,O,9,1041,False,4,10548,ARDGAY,Ardgay
ARDGAYC,Ardgay C.E.,1995-01-01,259950.0,890200.0,O,9,1042,False,2,10540,ARDGAYC,Ardgay C.E.
ARDLUCE,Ardlui C.E.,1995-01-01,231900.0,715400.0,O,9,6060,False,2,10224,ARDLUCE,Ardlui C.E.
ARDLUI,Ardlui,1995-01-01,231700.0,715500.0,O,9,6059,False,4,10223,ARDLUI,Ardlui
ARDNGLY,Ardingly,1995-01-01,534300.0,127800.0,O,3,87965,False,2,15040,ARDNGLY,Ardingly
ARDRSDS,Ardrossan E.M.U. Sdg,1995-01-01,223850.0,642300.0,O,9,8200,False,2,10155,ARDRSDS,Ardrossan E.M.U. Sdg
ARDRSHB,Ardrossan Harbour,1995-01-01,222540.0,642090.0,T,9,8208,False,4,10149,ARDRSHB,Ardrossan Harbour
ARDRSSB,Ardrossan South Beach,1995-01-01,223799.0,642211.0,T,9,8198,False,4,10154,ARDRSSB,Ardrossan South Beach
ARDRSTN,Ardrossan Town,1995-01-01,223070.0,642050.0,O,9,8204,False,4,10151,ARDRSTN,Ardrossan Town
ARDWCKJ,Ardwick Jn,1995-01-01,385583.0,397348.0,O,6,32009,False,2,12341,ARDWCKJ,Ardwick Jn
ARDWICK,Ardwick,1995-01-01,385871.0,397223.0,O,6,32045,False,4,12350,ARDWICK,Ardwick
ARDWKEJ,Ardwick East Jn,1995-01-01,385800.0,397200.0,O,6,32009,False,2,12349,ARDWKEJ,Ardwick East Jn
ARDWKEY,Ardwick East Yard,1995-01-01,385800.0,397100.0,O,6,32042,False,2,12348,ARDWKEY,Ardwick East Yard
ARGYLST,Argyle Street,1995-01-01,259220.0,664970.0,O,9,7259,False,4,10528,ARGYLST,Argyle Street
ARISAIG,Arisaig,1995-01-01,166400.0,786700.0,O,9,6004,False,4,10015,ARISAIG,Arisaig
ARISCE,Arisaig C.E.,1995-01-01,167200.0,789500.0,O,9,6003,False,2,10017,ARISCE,Arisaig C.E.
ARKLSTJ,Arkleston Jn,1995-01-01,248600.0,664400.0,O,9,7147,False,2,10371,ARKLSTJ,Arkleston Jn
ARKSEYL,Arksey Loop,1995-01-01,457700.0,407500.0,O,7,23225,False,2,13711,ARKSEYL,Arksey Loop
ARLSEY,Arlesey,1995-01-01,519045.0,237820.0,O,8,53201,False,4,14532,ARLSEY,Arlesey
ARMDALE,Armadale,1999-01-01,294050.0,667140.0,O,9,7324,False,4,10949,ARMDALE,Armadale
ARMITAG,Armitage,1995-01-01,408994.0,315205.0,M,5,43335,False,2,12742,ARMITAG,Armitage
ARMTHWT,Armathwaite,1995-01-01,350475.0,546340.0,O,6,9415,False,4,11815,ARMTHWT,Armathwaite
ARNSIDE,Arnside,1995-01-01,346070.0,478870.0,O,6,11403,False,4,11736,ARNSIDE,Arnside
ARPLEYJ,Arpley Jn,1995-01-01,360300.0,387800.0,O,6,35533,False,2,11983,ARPLEYJ,Arpley Jn
ARPLEYS,Arpley Sidings,1995-01-01,360317.0,387599.0,O,6,35550,False,2,11985,ARPLEYS,Arpley Sidings
ARPLSHS,Arpley H.S.,1995-01-01,360400.0,387800.0,O,6,35550,False,2,11987,ARPLSHS,Arpley H.S.
ARRAM,Arram,1995-01-01,503520.0,444275.0,O,7,19019,False,4,14248,ARRAM,Arram
ARUNDEL,Arundel,1995-01-01,502444.0,106417.0,O,3,87958,False,4,14229,ARUNDEL,Arundel
ARUNDLJ,Arundel Jn,1995-01-01,501200.0,104200.0,T,3,87959,False,2,14217,ARUNDLJ,Arundel Jn
ASBRDGE,Ash Bridge Junction,2001-09-30,388928.0,392078.0,O,6,32518,False,2,12433,ASBRDGE,Ash Bridge Junction
ASCO501,Ascot Signal F501,2004-05-23,467564.0,476347.0,O,3,87098,False,2,13888,ASCO501,Ascot Signal F501
ASCOT,Ascot,1995-01-01,492200.0,168300.0,T,3,87103,False,4,14131,ASCOT,Ascot
ASCTUWD,Ascott-under-Wychwood,1995-01-01,430114.0,218841.0,O,4,74463,False,4,13082,ASCTUWD,Ascott-under-Wychwood
ASFDMSX,Ashford (Middlesex),1995-01-01,506580.0,171947.0,O,3,87117,False,4,14291,ASFDMSX,Ashford (Middlesex)
ASFIELD,Ashfield,1995-01-01,259427.0,668485.0,O,9,6245,False,4,10532,ASFIELD,Ashfield
ASFRDBY,Asfordby Colliery,1995-01-01,472600.0,320500.0,O,8,59119,False,2,13931,ASFRDBY,Asfordby Colliery
ASHBAWS,Ardwick West Sdgs (EWS),2003-09-28,647645.0,523543.0,O,6,32052,False,2,15999,ASHBAWS,Ardwick West Sdgs (EWS)
ASHBEWS,Ashburys (EWS),1999-05-30,387400.0,397300.0,O,6,32051,False,2,12397,ASHB*,Ashburys *
ASHBREJ,Ashburys East Jn,1995-01-01,387191.0,397229.0,O,6,32050,False,3,12390,ASHBR*,Ashburys*
ASHBRSY,Ashburys S.S.,1995-01-01,387400.0,397300.0,O,6,32051,False,2,12397,ASHB*,Ashburys *
ASHBRWJ,Ashburys West Jn,1995-01-01,386800.0,397200.0,O,6,32048,False,2,12381,ASHBRWJ,Ashburys West Jn
ASHBRYS,Ashburys,1995-01-01,387191.0,397229.0,O,6,32050,False,4,12390,ASHBR*,Ashburys*
ASHCHRC,Ashchurch,1995-01-01,392630.0,233390.0,O,5,68071,False,4,12505,ASHCHRC,Ashchurch
ASHD,Ashtead,1995-01-01,518040.0,159000.0,O,3,87683,False,4,14492,ASHD,Ashtead
ASHFDNS,Ashford Down Sidings,1995-01-01,601500.0,141900.0,O,3,89420,False,2,15782,ASHFDNS,Ashford Down Sidings
ASHFKGR,Ashford Maidstone Loop,1995-01-01,600500.0,142500.0,O,3,89425,False,2,15779,ASHFKGR,Ashford Maidstone Loop
